player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Jaleel Skinner,156343,TE,LOUISVILLE,13,0,0,210,,,60.7,61.8,,,71.2,,,77.9,0,0,8,0,0,57,0,53,0
Travis Shaw,156345,DI,TEXAS,1,0,0,311,59.6,,,,,,59.8,,,62.0,0,0,0,1,0,0,0,0,0
Sebastian Cheeks,156346,ED,WISCONSIN,5,0,0,349,,,,,,,73.0,,,68.1,0,0,0,0,0,0,8,8,1
Beau Atkinson,156348,ED,OHIO STATE,6,0,0,260,59.6,,,,,,61.5,,,66.0,0,0,0,6,0,0,0,4,0
Trevyon Green,156349,T,N CAROLINA,3,0,0,245,,,63.5,,,,62.9,,,69.5,0,0,13,0,0,0,0,0,0
Zach Rice,156350,G,SYRACUSE,1,0,0,304,,,60.0,,,,60.5,,,64.8,0,0,2,0,0,0,0,0,0
George Pettaway,156351,HB,JAMES MAD,6,0,0,197,,,,56.9,,,59.0,,,63.6,0,0,0,0,0,22,0,0,0
Sam Vander Haar,156357,P,BYU,14,0,0,128,,,68.1,,,,57.5,,63.7,29.5,0,1,79,0,0,0,41,0,0
Sean FitzSimmons,156358,DI,PITTSBURGH,10,0,0,268,58.7,,,,,,62.0,,,72.2,0,0,0,22,0,0,0,16,0
Ryland Gandy,156360,CB,INDIANA,16,1,0,190,60.0,,,,,,71.8,,,87.6,1,0,0,5,103,41,19,40,3
Samuel Okunlola,156361,ED,COLORADO,2,0,0,143,59.5,,60.0,,,,60.8,,,63.4,0,0,6,3,0,0,0,0,0
Ryan Baer,156362,T,PITTSBURGH,13,0,0,268,,,76.6,,,,65.2,,,66.4,0,0,74,0,0,0,0,0,0
Snoop Leota-Amaama,156365,G,NEVADA,8,0,0,239,,,71.0,,,,63.7,,,63.3,0,0,22,0,0,0,0,0,0
Dakota Twitty,156366,TE,VIRGINIA,6,0,0,335,,,71.9,,,,62.7,,,65.5,0,0,39,0,0,22,0,0,0
Xavier Brown,156371,HB,VIRGINIA,7,0,0,335,,,,,,,50.3,,,73.5,3,0,0,0,35,30,21,0,1
John Hurley,156372,CB,VIRGINIA,3,0,0,335,,,,,,,61.6,,,68.5,0,0,0,0,0,0,0,5,0
Logan Kotter,156373,LB,VIRGINIA,2,0,0,335,,,,,,,64.3,,,66.0,0,0,0,0,3,1,0,0,0
Noah Hartsoe,156377,C,VIRGINIA,14,0,0,335,,,80.7,,,,62.1,,,65.6,0,0,79,0,0,0,49,0,0
Robbie Engelberg,156378,S,VIRGINIA,4,0,0,335,60.0,,,,,,62.7,,,68.3,0,0,0,1,3,0,0,5,0
Sean Wilson Jr,156381,WR,FAU,4,0,0,165,,,,,,,69.7,,,76.0,0,0,0,0,0,28,0,8,0
Eli Wood,156382,WR,VIRGINIA,14,1,0,335,,,,,,,72.3,,,81.4,3,0,0,0,66,56,46,1,5
Trey McDonald,156384,ED,VIRGINIA,14,0,0,335,59.8,,,,,,62.9,,,32.3,0,1,0,2,73,50,0,40,2
Carlo Thompson,156385,S,GA SOUTHRN,6,1,0,174,59.9,,,,,,58.9,,,74.0,3,0,0,2,30,4,11,11,3
McKale Boley,156387,T,VIRGINIA,1,0,0,335,,,,,,,60.0,,,63.3,0,0,0,0,0,0,1,0,0
Will Bettridge,156389,K,VIRGINIA,14,0,0,335,,83.8,,,,,61.7,,,67.9,0,0,79,0,0,0,0,0,0
Blake Steen,156390,T,MISS STATE,1,0,0,227,,,60.2,,,,61.7,,,68.3,0,0,6,0,0,0,0,0,0
Terrell Jones,156391,DI,VIRGINIA,1,0,0,335,,,,,,,60.0,,,67.2,0,0,0,0,0,0,0,1,0
Stevie Bracey,156392,LB,VIRGINIA,2,0,0,335,,,60.0,,,0.0,27.0,,,62.0,0,0,1,0,0,0,1,0,0
Davis Lane,156393,HB,VIRGINIA,9,0,0,335,,,,,,,81.7,,,77.6,0,0,0,0,53,0,19,14,7
Brody Foley,156394,TE,TULSA,11,0,0,320,,,60.0,,,,67.7,,,67.5,0,0,2,0,3,1,44,0,1
Omar Cooper Jr.,156395,WR,INDIANA,2,0,0,190,,,,,,,60.1,,,64.1,0,0,0,0,0,2,0,0,0
Jaylin Lucas,156396,HB,FLORIDA ST,12,0,0,167,,,,61.9,,,60.8,36.7,,65.2,0,0,0,0,0,51,0,11,0
Kam Perry,156397,WR,MIAMI OH,5,0,0,221,,,,,,,83.2,,,68.1,0,0,0,0,7,0,0,12,0
Carter Smith,156399,T,INDIANA,16,0,0,190,,,80.1,,,,67.5,,,79.6,0,0,108,0,0,0,0,0,0
Bray Lynch,156401,G,INDIANA,16,0,0,190,,,81.7,,,,67.2,,,69.7,0,0,104,0,0,0,0,0,0
Dasan McCullough,156403,ED,NEBRASKA,8,0,0,238,59.4,,,,,,61.0,,,67.6,0,0,0,25,0,0,0,6,0
Kaiden Turner,156405,LB,INDIANA,10,0,0,190,60.0,,,,,,62.3,,,71.5,1,0,0,1,20,0,0,17,0
Phillip Dunnam,156406,S,UCF,11,0,0,323,59.8,,,,,,67.3,,,71.5,0,0,0,41,21,0,8,12,0
James Monds III,156407,CB,E MICHIGAN,11,0,0,160,59.6,,,,,,59.8,,,78.2,2,0,0,42,36,17,2,29,0
Jamari Sharpe,156408,CB,INDIANA,15,0,0,190,60.5,,,,,,64.1,,,75.9,0,0,0,42,0,0,0,16,0
Isaiah Jones,156409,LB,INDIANA,16,2,0,190,59.9,,,,,,77.6,,,50.9,1,1,0,30,95,0,43,49,3
J'mari Monette,156412,DI,INDIANA,3,0,0,190,59.8,,,,,,60.8,,,65.0,0,0,0,1,0,0,0,3,0
Nick James,156413,DI,PITTSBURGH,13,0,0,268,58.3,,,,,,60.3,,,70.5,0,0,0,34,0,0,0,14,0
Louis Moore,156415,S,INDIANA,15,0,0,190,60.0,,,,,,61.4,,,37.8,1,1,0,42,72,4,0,6,2
Race Stewart,156417,DI,W MICHIGAN,7,0,0,347,58.8,,,,,,59.1,,,65.0,0,0,0,7,0,0,0,1,0
Jack Dotzler,156425,T,IOWA,13,0,0,192,,,76.7,,,,65.2,,,65.4,0,0,70,0,0,0,0,0,0
Kyson Van Vugt,156427,T,FRESNO ST,12,0,0,169,76.9,,60.0,,,,85.7,,,66.2,0,0,1,30,0,0,0,0,0
Alex Eichmann,156429,WR,IOWA,13,2,0,192,,,,,,,61.2,,,79.0,4,0,0,0,75,0,0,48,2
Addison Ostrenga,156430,TE,IOWA,2,0,0,192,,,60.0,,,,58.6,,,66.3,0,0,6,0,0,4,0,0,0
Xavier Nwankpa,156431,S,IOWA,13,0,0,192,59.9,,,,,,67.9,,,78.9,0,0,0,41,0,1,42,17,1
Kael Kolarik,156432,S,IOWA,13,2,1,192,,,,,,,66.6,,,81.6,1,1,0,0,75,0,3,52,2
Landyn Van Kekerix,156434,LB,IOWA,13,0,0,192,,,,,,,81.4,,,49.9,0,1,0,0,76,52,24,58,5
Jayden Montgomery,156435,LB,IOWA,13,1,0,192,60.1,,,,,,60.7,,,80.9,0,0,0,23,29,44,44,16,0
Koen Entringer,156437,S,IOWA,13,0,0,192,59.5,,,,,,68.1,,,79.0,0,0,0,38,0,1,39,10,1
Luke Gaffney,156438,DI,IOWA,11,0,0,192,,,,,,,54.8,,,65.6,1,0,0,0,0,1,37,1,0
Dominic Wiseman,156439,DI,S ALABAMA,9,0,0,288,58.3,,,,,,58.5,,,65.9,0,0,0,18,0,0,0,2,0
Will Hubert,156440,DI,IOWA,1,0,0,192,,,,,,,60.0,,,63.0,0,0,0,0,0,1,0,0,0
TJ Hall,156441,CB,IOWA,11,0,0,192,59.6,,,,,,66.2,60.0,,75.3,0,0,0,34,0,1,1,39,0
Deshaun Lee,156442,CB,IOWA,7,0,0,192,60.0,,,,,,64.5,,,80.9,0,0,0,22,0,0,0,7,0
Brian Allen Jr.,156444,ED,IOWA,3,0,0,192,59.4,,,,,,61.5,,,65.7,0,0,0,2,0,0,0,4,0
Aaron Graves,156445,DI,IOWA,13,0,0,192,57.6,,60.0,,,,59.1,,,75.5,0,0,5,40,0,0,8,11,0
Drew Stevens,156447,K,IOWA,13,0,0,192,,89.6,,,75.3,,64.0,,,76.9,0,0,70,0,78,0,0,0,0
Kaden Wetjen,156448,WR,IOWA,13,0,0,192,,,,65.0,,,46.0,95.4,,28.6,0,1,0,0,0,52,0,58,0
Andre Roye Jr.,156451,T,COLORADO,7,0,0,143,,,67.2,,,,63.1,,,63.2,0,0,23,0,0,0,0,0,0
Jaishawn Barham,156452,ED,MICHIGAN,10,0,0,222,60.0,,,,,,60.7,,,66.5,0,0,0,22,0,0,0,0,0
Gavin Gibson,156453,S,N CAROLINA,7,0,0,245,59.8,,,,,,61.4,,,67.0,0,0,0,21,0,1,0,8,0
Caleb Wheatland,156454,LB,AUBURN,1,0,0,115,,,,,,,61.0,,,63.6,0,0,0,0,3,0,0,0,0
Maximus McCree,156455,T,WASHINGTON,7,0,0,340,,,71.9,,,,64.1,,,64.8,0,0,40,0,0,0,0,0,0
Ernest Hausmann,156458,LB,MICHIGAN,10,0,0,222,60.0,,,,,,59.0,,,68.2,0,0,0,29,0,0,21,0,0
Jaeden Gould,156459,S,UCF,12,0,0,323,59.8,,,,,,75.3,,,80.5,0,0,0,12,60,62,50,44,2
Luke Lindenmeyer,156460,TE,NEBRASKA,3,0,0,238,,,,,,,60.5,,,67.0,0,0,0,0,1,2,0,0,0
Malcolm Hartzog,156462,S,NEBRASKA,1,0,0,238,60.0,,,,,,60.1,,,61.9,0,0,0,3,0,0,0,0,0
Gage Stenger,156466,LB,NEBRASKA,2,0,0,238,,,,,,,60.4,,,63.3,0,0,0,0,2,0,0,0,0
Jake Appleget,156468,TE,N ILLINOIS,2,0,0,254,,,,,,,60.0,,,64.5,0,0,0,0,0,0,2,0,0
Ajay Allen,156470,HB,TULSA,1,0,0,320,,,,,,,62.1,,,67.6,0,0,0,0,0,0,0,5,0
Janiran Bonner,156471,WR,NEBRASKA,1,0,0,238,,,,,,,60.0,,,67.9,0,0,0,0,0,3,3,0,0
Jalil Martin,156472,S,SYRACUSE,5,0,0,304,60.0,,,,,,43.9,,,27.4,0,1,0,6,6,0,1,2,0
Emmett Johnson,156473,HB,NEBRASKA,3,0,0,238,,,,,,,61.1,,,66.3,0,0,0,0,3,1,0,0,0
Javier Morton,156475,S,TEMPLE,8,0,0,306,59.8,,,,,,66.9,,,67.5,0,0,0,32,14,0,0,6,2
Deshon Singleton Jr.,156476,S,NEBRASKA,11,0,0,238,59.8,,,,,,60.4,,,64.9,0,0,0,44,0,2,0,1,0
Kyion Grayes,156480,WR,CAL,3,0,0,130,,,,,,,70.7,60.3,,72.4,0,0,0,0,0,0,0,12,0
Bennett Christian,156482,TE,OHIO STATE,9,0,0,260,,,60.0,,,,60.3,,,70.4,0,0,2,0,0,3,16,0,0
C.J. Hicks,156483,ED,OHIO STATE,6,0,0,260,,,,,,,71.0,,,73.0,0,0,0,0,15,7,8,14,1
Jyaire Brown,156484,CB,UCF,11,1,0,323,59.8,,,,,,64.9,,,77.7,1,0,0,33,55,29,10,44,2
Ryan Turner,156485,CB,PURDUE,10,0,0,273,60.0,,,,,,65.0,,,72.1,0,0,0,10,0,49,0,9,0
Gabe Powers,156486,LB,KANSAS ST,8,0,0,199,60.1,,,,,,66.0,,,68.5,0,0,0,5,23,0,8,0,1
Kye Stokes,156487,CB,CINCINNATI,12,1,1,138,,,,,,,56.2,,,29.4,0,1,0,0,72,8,4,23,1
Caden Curry,156488,ED,OHIO STATE,14,0,0,260,59.3,,,,,,65.8,,,73.7,0,0,0,25,0,2,30,48,0
Mason Arnold,156489,LS,FLORIDA ST,12,0,0,167,,,66.4,,,60.9,62.9,,,66.0,0,1,68,0,0,0,28,0,0
Jayden Fielding,156492,K,OHIO STATE,14,0,0,260,,78.5,,,90.1,,64.1,,,77.5,0,0,76,0,86,0,0,0,1
Zion Steptoe,156494,WR,TULSA,8,0,0,320,,,,,,,60.4,,,70.5,0,0,0,0,3,14,3,3,0
Joe Strickland,156496,DI,LIBERTY,7,0,0,206,58.9,,,,,,59.2,,,66.3,0,0,0,10,0,0,0,2,0
J.P. Deeter,156498,DI,TEXAS ST,12,0,0,314,58.8,,,,,,66.2,,,68.3,0,0,0,7,0,14,37,1,0
Kwabena Asamoah,156503,G,RUTGERS,10,0,0,278,,,13.5,,,,28.3,,,28.4,0,1,52,0,0,0,0,0,0
Dantae Chin,156504,T,RUTGERS,2,0,0,278,,,60.9,,,,62.2,,,66.1,0,0,10,0,0,0,0,0,0
Mike Higgins,156505,TE,RUTGERS,8,0,0,278,,,,,,,58.6,,,72.0,0,0,0,0,0,50,0,0,0
Kenny Fletcher Jr.,156506,TE,RUTGERS,3,0,0,278,,,,,,,60.4,,,67.9,0,0,0,0,0,0,2,1,0
Moses Walker,156507,LB,RUTGERS,4,0,0,278,59.6,,,,,,59.9,,,65.7,0,0,0,13,0,0,5,2,0
Q'yaeir Price,156508,ED,DELAWARE,1,0,0,151,,,,,,,60.0,,,64.1,0,0,0,0,0,0,0,1,0
Timmy Ward,156511,S,RUTGERS,12,0,0,278,60.0,,,,,,59.4,,,40.6,1,1,0,2,66,73,21,29,4
Omari Hayes,156520,WR,TULANE,14,0,0,319,,,,,,,61.5,72.6,,67.6,0,0,0,0,0,0,0,50,0
Jayshon Platt,156522,WR,FAU,12,0,0,165,,,,56.4,,,61.4,,,68.3,0,0,0,0,1,79,0,11,0
Okino King,156526,G,FAU,7,0,0,165,,,74.0,,,,64.5,,,63.7,0,0,33,0,0,0,0,0,0
Jaylen Wester,156530,LB,W KENTUCKY,13,0,0,346,59.6,,,,,,64.1,,,83.7,0,0,0,50,42,0,0,8,0
Wyatt Sullivan,156534,TE,USF,3,0,0,327,,,63.5,,,,61.6,,,63.6,0,0,12,0,0,1,2,0,0
Riley Thompson,156535,P,PENN STATE,13,0,0,266,,,67.4,,,,62.3,,,61.2,0,0,66,0,0,0,0,0,0
Larry Preston,156538,CB,JVILLE ST,6,0,0,196,59.9,,,,,,62.9,,,71.0,0,0,0,5,16,15,0,2,0
Antonio Patterson,156545,S,FIU,12,1,0,166,60.0,,,,,,71.0,,,73.1,0,0,0,8,41,3,4,18,3
Naeer Jackson,156546,T,LOUISVILLE,1,0,0,210,,,60.0,,,,61.2,,,62.0,0,0,6,0,0,0,0,0,0
Ashton Rivera,156547,C,KENT STATE,7,0,0,201,,,69.5,,,,62.0,,,67.1,0,0,20,0,0,0,2,0,0
John Bock II,156549,C,TULANE,1,0,0,319,,,60.0,,,,60.0,,,63.4,0,0,1,0,0,0,0,0,0
Hezekiah Masses,156555,CB,CAL,13,0,0,130,60.3,,,,,,63.4,,,74.7,0,0,0,60,0,0,0,11,0
Percy Courtney Jr.,156556,LB,FIU,9,0,0,166,59.9,,,,,,62.2,,,69.6,0,0,0,19,3,0,6,8,0
CJ Christian,156558,S,WASHINGTON,1,0,0,340,,,,,,,62.3,,,65.7,0,0,0,0,7,0,0,3,0
Steven Shannon,156560,ED,FIU,8,0,0,166,59.3,,,59.9,,,72.0,,,67.5,0,0,0,7,0,23,0,1,0
Jackson Lee,156565,LS,FAU,12,0,0,165,,,63.2,,,58.3,52.1,,,65.7,2,0,54,0,0,0,28,0,0
Ean Burch,156579,LS,LA TECH,13,0,0,208,,,27.5,,,45.2,55.4,,,28.3,2,2,62,0,0,0,67,0,4
Patrick Rea,156583,P,JAMES MAD,14,0,0,197,,,68.3,,,,52.6,,58.3,28.2,0,2,84,0,0,0,50,0,0
DJ Riles,156596,WR,GA STATE,11,0,0,175,,,,,,,64.7,,,82.6,2,0,0,0,3,74,41,5,1
Keylan Rutledge,156597,G,GA TECH,13,0,0,176,,,79.4,,,,66.9,,,75.0,0,0,75,0,0,0,0,0,0
Mateo Guevara,156598,G,MIDDLE TN,11,0,0,224,,,74.2,,,,64.5,,,64.0,0,0,34,0,0,0,0,0,0
Howard Sampson,156612,T,TEXAS TECH,14,0,0,315,,,77.8,,,,65.5,,,66.7,0,0,87,0,0,0,0,0,0
Patrick Smith-Young,156616,S,N TEXAS,13,0,0,251,60.0,,,,,,70.7,,,70.9,0,0,0,44,58,0,0,0,3
Moh Bility,156617,CB,RICE,3,0,0,275,59.9,,,,,,60.8,,,66.8,0,0,0,1,0,0,0,4,0
Ethan Wesloski,156620,LB,N TEXAS,14,0,0,251,59.4,,,,,,67.3,,,54.1,0,1,0,53,16,45,32,23,2
Cameron Robertson,156623,ED,SMU,10,0,0,287,58.7,,,,,,60.5,,,68.7,0,0,0,32,0,0,0,12,0
Dean Connors,156624,HB,HOUSTON,6,0,0,182,,,,58.4,,,59.7,,,65.7,0,0,0,0,0,14,0,0,0
Dallas Payne,156630,TE,FIU,6,0,0,166,,,63.3,,,,61.9,,,65.0,0,0,12,0,0,4,0,0,0
Miller McCrumby,156653,TE,S ALABAMA,12,0,0,288,,,73.3,59.9,,,62.5,,,71.9,0,0,47,0,0,65,0,0,0
Aleric Watson,156654,T,ARK STATE,5,0,0,113,,,68.1,,,,63.9,,,71.3,0,0,23,0,0,0,0,0,0
Ahmad Robinson,156655,CB,APP STATE,13,1,0,108,,,,,,,59.9,,,51.9,4,1,0,0,58,48,51,40,2
Dominic Zvada,156657,K,MICHIGAN,13,0,0,222,,77.6,,,65.8,,61.6,,,67.9,0,0,68,0,2,0,0,0,0
Keyron Crawford,156660,ED,AUBURN,12,0,0,115,59.3,,,,,,62.5,,,71.0,0,0,0,44,0,0,7,24,0
Javante Mackey,156661,LB,ARK STATE,4,0,0,113,59.8,,,,,,61.2,,,64.2,0,0,0,7,0,0,0,3,0
Websley Etienne,156663,S,FIU,12,0,0,166,59.8,,,,,,77.1,,,58.9,2,1,0,12,48,54,33,21,2
James Reed III,156665,S,ARK STATE,11,0,0,113,,,,,,,54.6,,,77.7,0,0,0,0,27,47,39,7,1
Josiah Robinson,156669,LB,GA STATE,12,0,0,175,59.9,,,,,,49.4,,,29.3,1,1,0,69,0,0,41,18,0
Brooks Johnson,156670,TE,COAST CAR,2,0,0,141,,,,,,,60.6,,,66.2,0,0,0,0,1,2,0,0,0
Matthew McDoom,156676,CB,CINCINNATI,12,0,0,138,59.5,,,56.4,,,66.8,,,73.1,0,0,0,37,8,24,9,8,1
Elijah Hopkins,156678,CB,LIBERTY,4,0,0,206,60.0,,,,,,71.4,,,71.3,0,0,0,2,0,1,10,4,1
Tray Brown,156681,LB,COAST CAR,13,0,0,141,59.8,,,,,,67.8,,,73.8,0,0,0,39,0,15,12,14,1
Kyrie Samuel,156682,DI,FIU,2,0,0,166,59.6,,,,,,60.2,,,64.1,0,0,0,1,0,0,0,1,0
Evan Crenshaw,156684,P,TROY,14,0,0,318,,,67.4,,,66.0,63.9,,64.1,74.0,0,0,58,0,0,0,69,0,1
Nate Merchant,156685,LS,COAST CAR,13,0,0,141,,,87.6,,,79.4,72.4,,,67.8,3,0,58,0,0,0,76,0,2
Avion McBride,156691,TE,GA STATE,11,0,0,175,,,71.0,,,,59.2,,,68.4,0,1,34,0,0,49,11,0,0
JayT Jackson,156696,CB,LA TECH,9,1,0,208,60.0,,,,,,65.6,,,68.5,0,0,0,1,39,8,2,1,1
D-Icey Hopkins,156697,S,GA STATE,12,0,0,175,60.0,,,,,,64.3,,,69.7,0,0,0,45,10,1,36,5,1
Izaiah Guy,156698,CB,USF,3,0,0,327,,,,,,,61.3,,,68.9,0,0,0,0,0,0,1,7,0
JJ Johnson,156702,S,NC STATE,5,0,0,248,59.9,,,,,,60.4,,,63.9,0,0,0,18,0,0,0,1,0
Jayden Mines,156708,WR,JAMES MAD,13,0,0,197,,,,,,,56.9,,,50.9,3,1,0,0,82,50,47,43,2
Wayne Knight,156712,HB,JAMES MAD,14,0,0,197,,,,85.3,,,66.9,82.3,,90.1,0,0,0,0,2,11,0,82,0
Jo Simmons,156717,T,JAMES MAD,2,0,0,197,,,60.0,,,,61.2,,,63.1,0,0,6,0,0,0,0,0,0
Amar Thomas,156719,ED,JAMES MAD,14,0,0,197,58.5,,,,,,62.7,,,72.3,0,0,0,39,0,0,0,35,0
Chauncey Logan Jr.,156720,CB,MEMPHIS,5,0,0,218,59.8,,,,,,61.0,,,68.7,0,0,0,17,0,0,0,2,0
Trent Hendrick,156721,LB,JAMES MAD,14,0,1,197,59.9,,,,,,63.0,,,30.1,0,1,0,43,15,0,42,37,1
Jacob Thomas,156722,S,JAMES MAD,14,1,0,197,59.8,,,,,,66.2,,,30.0,0,2,0,39,69,0,50,44,5
Brent Austin,156723,CB,CAL,13,0,0,130,60.3,,,,,,52.8,,,29.4,0,1,0,60,0,0,0,11,0
Justin Eaglin,156724,CB,JAMES MAD,14,0,0,197,80.0,,,,,,83.8,,,41.0,0,1,0,42,5,0,0,68,1
Aiden Fisher,156725,LB,INDIANA,13,0,0,190,60.0,,,,,,56.8,,,74.9,1,0,0,37,1,1,35,14,0
Tyrique Tucker,156729,DI,INDIANA,14,0,0,190,58.5,,,,,,61.0,,,72.1,0,0,0,23,0,0,0,13,0
Zylan Perry,156734,HB,LA LAFAYET,3,0,0,207,,,,59.4,,,59.9,,,62.8,0,0,0,0,0,4,0,0,0
Bryant Williams,156735,T,LA LAFAYET,11,0,0,207,,,74.2,,,,64.5,,,65.7,0,0,56,0,0,0,0,0,0
Kaden Moreau,156738,G,LA LAFAYET,10,0,0,207,,,75.6,,,,65.1,,,67.8,0,0,46,0,0,0,0,0,0
Charles Robertson,156740,WR,LA LAFAYET,13,1,0,207,,,,,,,74.5,,,75.2,3,0,0,0,1,1,51,0,3
Jaydon Johnson,156741,WR,LA LAFAYET,9,0,0,207,,,,,,,61.2,,,74.3,0,0,0,0,0,9,3,16,0
Terrance Carter Jr.,156742,TE,TEXAS TECH,5,0,0,315,,,69.2,,,,63.0,,,62.5,0,0,27,0,0,2,0,0,0
Collin Jacob,156744,S,LA LAFAYET,8,0,0,207,59.8,,,,,,55.0,,,71.9,1,0,0,16,27,0,2,19,0
Kailep Edwards,156745,LB,LA LAFAYET,12,0,0,207,59.9,,,,,,50.0,,,29.4,1,2,0,3,2,61,15,2,0
Lorenzell Dubose,156747,CB,LA LAFAYET,8,0,0,207,59.7,,,,,,62.2,,,71.8,0,0,0,10,0,0,0,12,0
Maurion Eleam,156750,CB,LA LAFAYET,8,0,0,207,,,,,,,57.2,,,70.3,1,0,0,0,10,0,0,20,0
Carter Milliron,156755,LS,LA LAFAYET,4,0,0,207,,,27.5,,,20.3,47.9,,,64.9,0,0,19,0,0,0,17,0,0
Zarian McGill,156763,C,COLORADO,2,0,0,143,,,60.0,,,,60.4,,,65.5,0,0,2,0,0,0,0,0,0
Markeegan Gray,156780,CB,LA MONROE,12,0,0,209,60.0,,,,,,60.8,,,74.8,1,0,0,1,12,72,2,39,0
Kenard Snyder,156781,ED,TEXAS ST,11,0,0,314,59.0,,,,,,59.9,,,66.4,0,0,0,25,0,0,0,5,0
Brett Drillette,156782,LB,LA MONROE,12,0,0,209,,,,,,,64.1,,,84.1,2,0,0,0,20,70,37,38,3
Luke Stagg,156785,K,LA MONROE,5,0,0,209,,58.5,,,52.7,,61.8,,,71.0,1,0,17,0,20,0,0,0,0
Antonio Robinson,156789,WR,MO STATE,13,0,0,230,,,,,,,72.7,,,77.4,0,0,0,0,0,60,0,0,0
Jalen Slappy,156800,G,MARSHALL,10,0,0,214,59.8,,17.2,,,,29.9,,,67.0,0,0,49,1,0,0,0,0,0
Tariq Montgomery,156802,T,MARSHALL,5,0,0,214,,,65.1,,,,62.7,,,64.8,0,0,17,0,0,0,0,0,0
Toby Payne,156805,TE,MARSHALL,12,0,0,214,,,76.1,,,,63.6,,,75.2,0,0,66,0,1,15,58,0,0
Jacobie Henderson,156809,CB,RUTGERS,12,0,0,278,59.5,,,,,,62.8,,,74.9,0,0,0,43,0,0,3,15,0
Leon Hart Jr.,156811,LB,FAU,10,0,0,165,60.2,,,,,,65.6,,,68.5,0,0,0,40,3,0,2,5,1
AG McGhee,156812,S,ARK STATE,13,0,0,113,71.2,,,,,,76.5,,,66.5,0,0,0,58,14,0,0,17,0
Dainsus Miller,156813,CB,WYOMING,10,0,0,351,59.6,,,,,,62.3,,,73.4,0,0,0,35,0,0,0,12,0
James Smyre,156816,ED,UAB,10,0,0,321,59.8,,,,,,73.3,,,76.8,0,0,0,5,49,0,0,19,2
Anthony Dunn Jr.,156819,ED,TOLEDO,8,0,0,316,59.2,,,,,,60.2,,,66.5,0,0,0,16,0,0,0,3,0
Rece Verhoff,156821,K,N CAROLINA,12,0,0,245,,93.1,,,85.4,,63.3,,,74.9,1,0,44,0,54,0,0,0,0
Mario Easterly,156823,S,DOMINION,13,1,0,263,59.8,,,,,,64.2,,,70.4,1,0,0,37,24,28,0,0,5
Chris Spencer,156825,ED,DOMINION,13,0,0,263,59.0,,77.5,,,,64.8,,,66.4,0,0,76,4,0,0,0,0,0
Ethan Sanchez,156826,K,HOUSTON,13,0,0,182,,81.6,,,,,61.6,,,67.6,0,0,70,0,0,0,0,0,0
Elijah Hoskin,156833,G,DOMINION,13,0,0,263,,,77.4,,,,65.5,,,66.7,0,0,76,0,0,0,0,0,0
Kenyon Clay,156837,HB,ARK STATE,4,0,0,113,,,,,,,57.9,,,66.7,0,0,0,0,14,0,0,0,0
Wil Saxton,156838,G,ARK STATE,7,0,0,113,,,73.3,,,,64.0,,,64.5,0,0,30,0,0,0,8,0,0
Micheal Caraway Jr.,156841,S,FLORIDA,5,0,0,163,60.0,,,,,,70.9,,,76.8,0,0,0,1,23,12,21,19,1
Brodarius Lewis,156845,DI,SO MISS,13,0,0,296,57.8,,,,,,51.7,,,28.9,0,1,0,45,0,0,0,17,0
Bernock Iya,156855,S,NEW MEX ST,12,0,0,242,60.0,,,,,,68.0,,,74.9,0,1,0,39,50,5,53,5,3
Alonzo Edwards Jr.,156859,CB,SM HOUSTON,12,0,0,281,59.5,,,,,,61.9,,,74.6,0,0,0,57,2,1,0,12,0
Titus Lyons,156861,TE,TEXAS ST,13,0,0,314,,,77.0,39.9,,,60.4,,,29.2,0,2,77,0,0,67,3,0,0
Kyler Gibson,156868,T,TROY,11,0,0,318,,,73.8,,,,57.7,,,28.4,0,1,47,0,0,0,0,0,0
Blake Matthews,156872,LB,DELAWARE,12,1,0,151,60.0,,,,,,80.0,,,75.2,0,0,0,61,2,0,42,20,4
Justin Powe,156873,S,TROY,12,0,0,318,59.8,,,,,,62.1,,,67.7,0,0,0,41,13,0,0,3,0
Nasir Pogue,156874,CB,MISSOURI,3,0,0,229,,,,,,,60.8,,,63.9,0,0,0,0,5,0,0,0,0
Luke Hodge,156876,LB,TROY,13,1,0,318,59.9,,,,,,65.1,,,76.6,0,0,0,23,37,15,44,23,0
Daniel King,156877,G,N CAROLINA,11,0,0,245,,,74.5,,,,64.8,,,67.3,0,0,37,0,0,0,0,0,0
Colin Lyons,156881,C,AKRON,12,0,0,102,,,14.7,,,,38.4,,,66.0,1,0,16,0,0,0,61,0,1
Tyhler Williams,156886,G,GA STATE,6,0,0,175,,,69.6,,,,63.8,,,70.2,0,0,20,0,0,0,0,0,0
Kiawan Murphy,156887,DI,AKRON,12,0,0,102,58.4,,,,,,59.0,,,68.7,0,0,0,48,0,0,0,3,0
Bryan McCoy Jr.,156889,LB,OKLA STATE,12,0,0,262,59.6,,,,,,58.2,,,69.1,1,0,0,55,0,2,26,0,1
