player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Otis Weah,87580,HB,LINCOK,8,122,41,5,28.3,128,0,452,4,7,41,420,110.9,11,23,1452,2,40,66.9,64.2,85.5,,56.0,66.2,63.9,47.6,47,0,234,27,170,153,0,0,36,149,3,452,420,3.44,3.7,1.38,77
Jacob Walker,182442,HB,VA LYNCHBU,6,60,12,3,46.4,77,1,166,0,1,12,187,59.6,4,8,406,1,19,83.4,62.4,0.0,,70.5,66.3,62.9,52.3,44,2,52,8,75,80,0,0,10,68,0,166,187,3.12,2.8,0.69,39
TJ Goodwin,100826,QB,LINCOK,8,39,5,1,11.9,19,0,95,0,0,4,59,48.8,2,8,1452,7,7,25.5,44.5,71.3,43.8,,60.0,53.7,60.0,19,1,0,0,1,170,64,17,0,22,1,159,104,2.67,4.1,0.0,12
Brian Trobel,179546,HB,EDNBFS,2,34,9,3,43.9,75,0,171,1,0,9,102,71.1,5,9,860,0,18,79.8,76.3,78.0,,79.9,51.2,79.6,56.8,30,1,16,4,30,52,0,0,5,38,3,171,102,3.0,5.0,0.53,16
Justus Durant,181430,HB,SHORTER,2,33,9,1,16.0,20,0,125,0,1,9,94,69.5,3,9,396,0,10,79.8,75.5,78.9,,78.6,64.2,76.8,59.9,20,0,20,8,39,37,0,0,10,41,2,125,94,2.85,3.8,0.51,23
Kelvin Smith,167561,HB,DELTAST,2,32,3,2,45.5,71,0,156,0,0,3,71,19.6,4,8,841,0,5,79.5,70.7,78.0,,29.7,71.4,72.2,45.8,52,0,101,2,27,38,0,0,2,34,2,156,71,2.22,4.9,3.74,27
Rontavious Farmer,165493,HB,STTMFL,1,31,8,2,37.9,74,0,195,0,0,8,130,101.7,4,9,1477,1,9,46.9,66.7,77.8,,66.0,63.6,69.9,36.2,39,0,14,2,19,38,0,0,2,33,2,195,130,4.19,6.3,0.74,20
Corey Watkins,78575,HB,N GREENVLE,2,30,14,3,48.0,60,0,125,0,0,14,104,151.7,4,9,390,1,13,46.9,71.3,78.9,,66.1,73.3,69.6,57.7,24,0,53,2,43,42,0,0,2,32,2,125,104,3.47,4.2,1.23,16
Johnny Morris,168550,HB,TUSKEGEE,2,26,7,1,19.0,24,0,126,0,0,7,102,101.7,5,7,405,0,10,78.5,67.5,77.4,,51.3,58.3,68.0,59.7,24,0,2,1,13,30,0,0,1,27,0,126,102,3.92,4.8,0.15,16
Matt Carlisle,138330,QB,EDNBFS,2,26,9,3,27.5,60,0,146,0,0,6,51,84.8,8,11,860,2,11,37.4,58.8,40.8,42.6,,,75.5,60.0,32,2,0,0,0,57,72,7,0,19,1,218,70,2.69,8.4,,4
Ron Craten,161011,HB,MISS COL,1,24,5,1,16.7,17,0,102,0,0,5,92,79.9,3,9,990,0,3,77.8,73.9,80.1,,72.5,57.2,74.0,56.0,17,0,0,0,2,50,0,0,0,24,2,102,92,3.83,4.3,0.0,2
Brandon Hicks,151572,HB,MILES,2,24,6,2,42.1,40,0,95,0,0,6,80,80.0,4,3,386,2,12,22.7,53.1,76.7,,49.5,69.4,51.1,60.0,23,0,9,1,21,29,0,0,1,25,1,95,80,3.33,4.0,0.43,12
Khibo Norfleet,182736,HB,LINCOK,8,23,4,0,0.0,0,0,67,0,0,4,54,36.1,1,4,1452,0,6,77.5,57.5,0.0,,63.8,60.6,59.5,51.2,10,1,40,3,35,38,0,0,3,26,1,67,54,2.35,2.9,1.14,17
Kylan Duhe,166809,HB,LANECOL,1,22,4,2,37.7,46,0,122,0,2,4,50,54.5,4,6,942,0,12,77.3,77.8,76.4,,76.4,71.4,76.8,59.8,25,0,26,3,21,24,0,0,4,25,0,122,50,2.27,5.5,1.24,9
Jordan Terrell,165923,HB,BARCOL,1,22,4,2,31.4,44,0,140,0,1,4,65,64.2,5,5,1473,0,4,77.8,69.7,77.9,,78.3,52.6,71.7,59.8,29,0,3,1,27,33,0,0,2,23,2,140,65,2.95,6.4,0.11,15
John Henry White,161021,QB,MISS COL,1,22,2,1,20.0,18,0,90,0,0,2,66,27.3,2,7,990,2,7,34.9,76.7,76.5,56.4,,,72.2,60.0,18,0,0,0,0,58,0,0,0,22,2,90,66,3.0,4.1,,4
Dylan Ramirez,166206,QB,N GREENVLE,2,22,3,0,0.0,0,0,60,0,0,1,29,20.1,5,9,390,2,5,35.9,59.2,21.8,58.2,,,63.1,60.0,11,2,0,0,0,57,43,10,0,12,0,103,62,2.82,4.7,,5
Dylan Scally,155800,HB,TAYLOR,2,21,3,1,38.6,34,0,88,0,0,3,49,33.3,1,4,402,0,18,77.0,65.3,78.6,,75.4,56.0,66.2,47.8,34,0,0,0,4,27,0,0,0,21,0,88,49,2.33,4.2,0.0,3
Christian Malloy,76560,HB,DELTAST,2,21,5,0,0.0,0,0,77,1,0,5,44,45.5,2,5,841,0,4,77.0,66.8,76.3,,80.0,51.0,69.8,50.4,14,0,30,2,21,26,0,0,3,23,1,77,44,2.1,3.7,1.43,17
Nico Cleaves,182849,QB,VA LYNCHBU,3,20,11,1,21.8,19,0,48,0,0,6,49,174.0,4,4,406,3,1,22.6,38.1,76.3,29.3,,,55.1,60.0,19,0,0,0,0,31,39,7,0,13,0,87,78,3.9,4.4,,8
Malakai Brown,187420,WR,SHPHRD,1,20,6,2,23.1,34,0,147,0,1,6,84,133.6,7,8,1095,0,10,76.7,84.7,77.2,,70.3,69.4,80.9,90.2,19,0,38,2,17,21,0,0,2,22,2,147,84,4.2,7.4,2.24,10
Abel Carter,168071,HB,SW BAPTIST,1,20,2,0,0.0,0,0,60,1,0,2,52,24.8,3,4,1492,1,7,32.8,58.8,77.6,,60.7,37.6,63.9,51.6,13,0,5,1,23,24,0,0,2,21,1,60,52,2.6,3.0,0.22,12
Quentin Curtis,182467,HB,VA LYNCHBU,6,19,1,0,0.0,0,0,40,1,1,1,43,19.7,1,2,406,0,5,76.5,61.3,77.5,,83.9,51.6,61.7,59.3,12,0,19,4,27,26,0,0,5,23,0,40,43,2.26,2.1,0.7,12
Tre Stewart,160817,HB,LIMEST,1,19,11,2,34.7,41,0,118,0,4,11,92,290.5,5,7,1283,1,8,37.6,75.1,77.5,,43.3,64.4,79.2,60.0,21,0,94,6,32,22,0,0,6,25,0,118,92,4.84,6.2,2.94,10
Terry Weems Jr.,180122,HB,WEBINT,1,19,6,2,38.2,39,0,102,0,1,6,75,120.1,4,7,1246,0,5,76.5,78.4,77.1,,74.1,76.2,74.6,59.8,21,0,66,4,14,23,0,0,5,23,2,102,75,3.95,5.4,4.71,14
Carson Gulker,178746,QB,FERRIS,2,19,5,2,33.3,36,0,108,0,0,5,54,74.8,3,7,868,0,15,75.7,85.8,74.9,86.1,,,70.3,60.0,20,0,0,0,0,26,0,0,0,19,2,108,54,2.84,5.7,,0
Donny Austin,179705,HB,SWMINN,1,19,4,0,0.0,0,0,57,1,0,4,44,46.3,0,2,1108,0,9,76.5,56.9,77.8,,78.4,37.6,60.2,58.5,7,0,5,1,22,26,0,0,2,20,0,57,44,2.32,3.0,0.23,10
Edwin Kleinpeter Jr.,182360,QB,MILES,2,19,6,1,30.8,16,0,12,0,0,4,28,77.8,1,6,386,5,2,51.6,60.3,80.5,57.5,,,62.2,60.0,16,0,25,0,0,84,40,7,0,12,0,52,69,3.63,2.7,,2
Jonero Scott,182374,HB,MILES,1,18,0,0,0.0,0,0,62,0,0,0,39,0.0,0,6,386,0,5,76.2,66.4,74.5,,0.0,55.0,68.5,59.4,8,0,0,0,10,24,0,0,1,18,2,62,39,2.17,3.4,0.0,13
Zion Bouie,167978,HB,MHMRTI,1,18,4,2,70.9,78,0,110,0,1,4,54,71.4,3,4,999,0,9,76.3,71.3,75.9,,53.9,73.3,70.1,60.0,60,0,35,3,18,19,0,0,3,21,0,110,54,3.0,6.1,1.94,9
Brendan Lamb,52868,HB,TAYLOR,2,18,0,0,0.0,0,0,35,0,0,0,23,0.0,0,0,402,0,17,76.2,59.0,77.9,,37.4,57.6,59.4,65.0,9,0,0,0,3,28,0,0,0,18,0,35,23,1.28,1.9,0.0,1
Walter Wilbon III,100209,HB,FLMMRL,1,17,6,4,68.2,105,0,154,0,0,6,90,176.5,6,7,1471,0,10,76.0,83.4,74.9,,75.2,57.6,83.2,56.2,39,0,2,1,9,19,0,0,1,18,1,154,90,5.29,9.1,0.22,7
C.J. Wilson,78590,HB,WESTFL,2,17,2,0,0.0,0,0,51,1,1,2,52,48.3,1,5,1269,0,6,76.0,64.9,77.7,,75.4,37.7,70.0,57.4,11,0,1,2,24,24,0,0,4,19,2,51,52,3.06,3.0,0.04,11
Jamontez Woods,97311,HB,WESTFL,2,17,3,1,26.6,25,0,94,0,0,3,59,54.8,4,5,1269,1,7,30.4,65.8,75.0,,58.8,62.9,65.5,58.9,25,0,4,2,9,23,0,0,2,19,0,94,59,3.47,5.5,0.44,9
Jimmy Inman,182731,QB,LINCOK,3,17,3,1,27.5,22,0,9,0,0,3,31,114.8,3,4,1452,1,2,47.0,39.8,77.0,29.9,67.5,,57.0,60.0,22,1,0,0,0,38,71,8,0,9,0,80,38,2.24,4.7,,5
Jamari Riley,182371,HB,MILES,2,17,2,0,0.0,0,0,59,1,0,2,48,33.2,0,3,386,0,7,76.2,55.5,76.6,,74.4,35.8,59.9,60.0,9,0,0,0,19,20,0,0,1,17,1,59,48,2.82,3.5,0.0,10
Patrick Shegog,151786,QB,DELTAST,2,17,2,1,15.7,18,0,79,0,0,1,19,9.7,3,10,841,0,2,74.5,78.6,80.4,73.4,,,72.9,60.0,25,0,0,0,0,83,36,3,0,14,2,115,32,1.88,6.8,,11
Braxton Ream,161189,HB,TAYLOR,2,17,0,0,0.0,0,0,71,0,0,0,36,0.0,2,6,402,0,14,75.8,71.8,78.2,,32.9,55.7,73.6,56.7,12,0,0,0,8,25,0,0,0,17,0,71,36,2.12,4.2,0.0,3
Upton Bailey,179805,HB,VIRSTA,1,17,7,4,79.7,145,0,182,0,1,7,140,346.7,6,6,1164,1,7,29.6,76.0,76.3,,78.0,67.2,76.4,55.9,80,0,4,2,16,24,0,0,2,19,1,182,140,8.24,10.7,0.25,10
Jalyn Gramstad,180656,QB,NWREDR,1,16,3,1,30.0,36,0,83,0,0,1,53,43.8,4,6,1035,1,10,55.6,65.2,77.2,64.7,,,61.6,60.1,36,0,0,0,0,21,37,5,0,11,0,120,79,4.94,7.5,,0
Deroddrick Green-Hadnot,151331,HB,NAUSTA,2,16,2,0,0.0,0,0,-12,1,3,2,19,29.7,0,0,1453,0,3,75.6,54.1,77.4,,73.9,51.0,54.0,63.2,4,0,-12,4,25,22,0,0,5,20,0,-12,19,1.19,-0.8,-0.48,13
George Young,166648,HB,FLMMRL,1,16,4,1,22.8,18,0,79,0,0,4,50,73.5,1,4,1471,0,13,75.8,74.7,75.6,,79.4,56.7,74.7,57.9,18,0,2,1,11,19,0,0,2,17,1,79,50,3.13,4.9,0.18,3
Sidiki Kone,180257,HB,AMRINT,1,16,1,2,42.9,30,0,70,2,1,1,51,33.6,2,3,737,0,11,75.6,63.3,76.4,,78.6,30.7,68.9,60.0,15,0,33,3,13,18,0,0,6,19,0,70,51,3.19,4.4,2.54,5
Jalen Rembert,155912,HB,VA LYNCHBU,4,16,3,0,0.0,0,0,32,0,0,3,37,38.5,0,1,406,0,8,75.5,67.8,76.0,,79.7,74.5,65.6,57.5,7,0,25,2,13,29,0,0,3,18,0,32,37,2.31,2.0,1.92,8
Atavian Ray,182182,HB,ARKBC,1,15,4,0,0.0,0,0,33,0,0,4,35,58.3,1,2,1515,0,0,75.5,59.4,74.5,,0.0,58.8,61.6,58.5,11,0,4,1,11,20,0,0,3,16,0,33,35,2.33,2.2,0.36,15
Marcus Martin,179753,QB,SWMINN,1,15,2,0,0.0,0,0,-10,0,0,1,6,12.2,1,4,1108,1,4,33.4,59.7,19.5,67.5,,,54.4,60.0,14,1,0,0,0,28,38,8,0,7,0,28,13,0.87,1.9,,1
Dederrian Williams,143305,HB,INWSLY,1,15,3,0,0.0,0,0,43,0,1,3,33,46.3,0,2,1451,0,5,75.7,64.7,76.5,,42.3,74.9,62.9,59.2,8,0,18,4,15,19,0,0,5,19,0,43,33,2.2,2.9,1.2,8
Malakai Taylor,181086,QB,PSTEAG,1,15,0,0,0.0,0,0,30,0,0,0,22,0.0,1,1,1476,2,7,41.6,71.5,76.5,84.4,,,49.1,60.0,13,0,0,0,0,29,6,2,0,13,0,36,25,1.67,2.4,,4
Peewee Jarrett,180158,QB,WESTFL,2,14,3,0,0.0,0,0,53,0,0,2,40,125.0,2,6,1269,0,4,73.2,65.7,43.7,67.2,,56.7,59.5,60.0,13,1,0,0,1,40,24,6,0,8,0,77,51,3.64,5.5,0.0,1
Damon Hockett,161177,QB,TAYLOR,2,14,4,0,0.0,0,0,13,0,0,3,23,107.8,1,3,402,4,5,15.9,60.3,79.6,69.7,,26.8,53.0,60.0,14,0,0,0,2,80,40,6,0,8,0,53,44,3.14,3.8,0.0,2
Desmond Leverette,182919,HB,TUSKEGEE,2,14,3,2,62.7,42,0,67,0,0,3,54,82.7,3,3,405,0,12,74.8,65.4,75.0,,77.3,55.7,64.9,60.0,25,0,0,0,7,16,0,0,0,14,0,67,54,3.86,4.8,0.0,2
Kennedy McGill,179285,QB,CENT WASH,1,13,4,0,0.0,0,0,50,0,0,4,32,88.9,1,3,367,0,10,74.1,66.6,73.1,53.6,,54.3,67.1,60.0,14,0,0,0,1,18,5,1,0,12,0,55,35,2.69,4.2,0.0,2
Brayden Jenkins,187994,HB,W ALABAMA,1,13,0,0,0.0,0,0,51,0,1,0,24,12.3,2,2,408,0,0,74.5,59.0,74.8,,75.2,59.0,58.7,60.0,13,0,2,2,15,15,0,0,2,15,0,51,24,1.85,3.9,0.13,13
Kymani Clarke,104813,HB,VIRSTA,1,13,4,1,18.2,16,0,88,0,0,4,62,136.3,4,5,1164,0,6,28.1,80.8,73.7,,76.2,63.9,79.9,60.0,16,0,6,1,8,14,0,0,1,14,1,88,62,4.77,6.8,0.75,7
Lanear McCrary Jr.,181470,HB,SHORTER,1,12,3,0,0.0,0,0,36,0,0,3,34,65.4,0,3,396,0,7,74.0,70.0,74.4,,75.1,56.1,71.7,58.7,9,0,5,1,12,15,0,0,1,13,1,36,34,2.83,3.0,0.42,5
Dominique Latham,182734,HB,LINCOK,7,12,5,1,63.3,19,0,30,0,0,5,16,37.0,2,2,1452,0,2,74.7,58.4,79.3,51.9,44.7,62.4,59.7,52.6,19,0,25,6,38,24,0,0,6,18,0,30,16,1.33,2.5,0.66,10
Jordan Barnett,165792,HB,SHPHRD,1,12,9,3,59.3,102,0,172,0,1,9,123,788.5,7,7,1095,1,6,25.4,90.9,73.7,,67.9,75.0,87.1,,43,0,8,1,4,12,0,0,1,13,1,172,123,10.25,14.3,2.0,6
Tavion Rupert,182195,HB,ARKBC,1,12,2,0,0.0,0,0,15,0,0,2,24,33.3,0,1,1515,0,0,74.0,65.0,72.7,,70.8,57.8,64.6,59.4,8,0,0,0,3,14,0,0,0,12,0,15,24,2.0,1.3,0.0,12
Alfonso Franklin,167565,HB,DELTAST,1,11,3,1,48.6,18,0,37,0,0,3,20,45.5,1,2,841,1,1,26.1,57.5,74.3,,72.7,58.3,57.3,59.9,18,0,1,1,12,14,0,0,1,12,0,37,20,1.82,3.4,0.08,10
Bryson Williams,155638,QB,TUSKEGEE,2,11,2,0,0.0,0,0,1,0,0,1,11,22.4,0,0,405,1,1,42.6,44.0,7.2,48.3,,,51.3,60.0,6,2,0,0,0,52,10,4,0,7,0,11,24,2.18,1.0,,3
Tyler Flanagan,143656,HB,CENT WASH,1,11,0,1,32.6,15,0,46,1,1,0,30,19.5,1,2,367,0,4,74.3,66.5,78.4,,77.7,55.1,68.6,68.3,15,0,62,3,32,26,0,0,4,14,1,46,30,2.73,4.2,1.94,6
Kevon Daniels,181529,HB,STANKN,1,11,1,0,0.0,0,0,19,0,0,1,15,11.4,1,1,1455,0,8,73.6,54.8,75.8,,68.5,62.5,54.9,56.4,13,0,3,1,4,24,0,0,1,12,0,19,15,1.36,1.7,0.75,0
Kevon Campbell,153372,HB,BOWIE ST,1,11,0,0,0.0,0,0,22,0,0,0,15,0.0,0,1,365,0,6,73.5,56.2,74.5,,38.3,56.8,58.1,60.0,5,0,0,0,6,12,0,0,0,11,1,22,15,1.36,2.0,0.0,5
Anfreenee Williams,180989,HB,TUSCUL,1,11,2,1,43.6,17,0,39,0,0,2,31,51.2,1,3,1149,0,4,73.5,59.8,74.2,,21.3,59.2,64.7,60.0,17,0,0,0,2,12,0,0,0,11,0,39,31,2.82,3.5,0.0,7
Quino Mauricette,181293,HB,FLMMRL,1,11,0,0,0.0,0,0,25,0,0,0,27,0.0,0,1,1471,0,8,73.5,66.0,73.5,,77.1,57.5,65.7,56.9,7,0,0,0,3,15,0,0,0,11,0,25,27,2.45,2.3,0.0,3
Romelo Williams,78489,QB,VIRSTA,1,11,3,0,0.0,0,0,6,0,0,0,3,0.0,2,4,1164,2,0,18.5,78.9,76.6,90.8,,,50.0,60.0,19,1,0,0,0,37,40,5,0,6,1,46,56,5.09,4.2,,3
Dominique Loggins,152426,HB,W OREGON,1,10,0,0,0.0,0,0,19,0,0,0,14,0.0,0,1,411,0,5,73.4,60.4,74.1,,72.7,76.2,57.0,,7,0,12,3,7,10,0,0,3,13,0,19,14,1.4,1.9,1.71,5
Bry Webb,188035,HB,W ALABAMA,1,10,0,0,0.0,0,0,16,0,1,0,11,10.0,0,1,408,0,2,74.4,50.1,75.7,,74.8,55.4,49.6,,9,0,8,1,17,13,0,0,1,11,0,16,11,1.1,1.6,0.47,8
Cam Ferguson,180405,HB,CARSON,1,10,0,0,0.0,0,0,26,0,1,0,18,16.4,0,0,799,0,3,73.1,51.9,74.6,,63.9,69.5,49.7,60.0,6,0,14,1,5,12,0,0,1,11,0,26,18,1.8,2.6,2.8,7
Jaquan Lynch,165877,QB,BARCOL,1,10,0,0,0.0,0,0,3,0,0,0,9,0.0,2,4,1473,0,0,71.9,78.6,76.7,78.2,,54.3,66.3,60.0,22,0,0,0,1,33,40,2,1,8,2,43,17,1.7,4.3,0.0,2
Corey Johnson,153367,HB,BOWIE ST,1,10,1,0,0.0,0,0,31,0,0,1,25,20.8,1,1,365,0,0,73.2,64.5,73.4,,77.1,70.5,61.9,60.0,11,0,25,2,10,12,0,0,4,12,0,31,25,2.5,3.1,2.5,10
Markel King,178768,HB,FERRIS,2,9,4,1,35.0,21,0,60,0,0,4,39,192.6,3,4,868,0,8,73.1,75.3,76.6,,33.8,51.5,86.4,57.9,21,0,0,0,19,23,0,0,0,9,0,60,39,4.33,6.7,0.0,1
Tanner Clarkson,179154,QB,BLHLYJ,1,9,2,0,0.0,0,0,4,0,0,0,4,0.0,2,2,1227,1,3,37.9,61.7,76.6,67.6,,,49.0,60.0,16,0,0,0,0,20,42,5,0,4,0,46,13,1.44,5.1,,0
Aaron Frazier,151573,HB,MILES,2,9,1,0,0.0,0,0,25,0,0,1,11,12.2,0,1,386,0,5,72.6,62.8,73.5,,72.6,59.7,65.7,46.4,6,0,9,1,9,12,0,0,1,10,0,25,11,1.22,2.8,1.0,4
Trinidad Chambliss,178723,QB,FERRIS,2,9,1,2,51.3,41,0,80,0,0,1,38,46.9,3,6,868,0,5,72.1,91.8,73.0,85.0,,,79.7,60.0,23,0,0,0,0,17,0,0,0,9,0,80,38,4.22,8.9,,0
Joseph Hampton,181348,HB,SVANNAH ST,1,9,4,1,32.1,17,0,53,1,0,4,37,182.7,3,4,286,0,5,72.5,58.7,73.9,,73.1,34.7,65.9,60.0,17,0,0,0,16,10,0,0,1,9,0,53,37,4.11,5.9,0.0,4
Tamaj Hoffman,167571,HB,DELTAST,2,9,0,0,0.0,0,0,21,0,0,0,17,0.0,0,2,841,0,6,73.1,65.9,73.1,,67.8,58.9,64.7,60.0,6,0,0,0,1,14,0,0,0,9,1,21,17,1.89,2.3,0.0,3
DeAvion Cullins,182181,HB,ARKBC,1,9,1,0,0.0,0,0,21,0,0,1,13,16.0,1,2,1515,0,0,72.5,62.9,71.8,,26.4,59.1,63.5,60.0,14,0,0,0,2,10,0,0,0,9,0,21,13,1.44,2.3,0.0,9
Nahjiir Seagraves,181561,HB,STANKN,1,9,0,1,51.5,17,0,33,0,0,0,18,0.0,1,1,1455,0,0,72.5,38.3,71.6,,,57.4,41.3,47.3,17,0,0,0,4,23,0,0,0,9,0,33,18,2.0,3.7,0.0,0
Cameron Goods,179169,HB,BLHLYJ,1,9,4,0,0.0,0,0,32,0,1,4,19,105.6,1,2,1227,0,6,72.6,67.0,73.5,,22.4,87.4,65.4,59.6,11,0,40,1,2,11,0,0,1,10,0,32,19,2.11,3.6,20.0,3
Asa Barnes,97122,HB,WSRAMS,1,8,1,0,0.0,0,0,22,0,0,1,18,25.0,0,0,1206,0,4,72.0,49.7,72.3,,70.0,57.3,49.9,58.1,5,0,0,1,8,10,0,0,1,9,0,22,18,2.25,2.8,0.0,4
Jalen Hunt,180910,HB,TUSCUL,1,8,0,0,0.0,0,0,35,0,0,0,19,0.0,0,2,1149,0,4,71.5,68.7,72.5,,77.7,63.5,67.2,60.0,8,0,5,2,5,8,0,0,2,10,0,35,19,2.38,4.4,1.0,3
Lanadrick Bradley,141426,HB,TUSCUL,1,8,1,1,53.1,26,0,49,0,0,1,32,50.0,1,1,1149,1,4,20.6,59.5,73.6,,77.6,55.4,59.8,60.0,26,0,0,0,5,10,0,0,0,8,0,49,32,4.0,6.1,0.0,4
Zyaire Williams,181398,HB,SVANNAH ST,1,8,0,0,0.0,0,0,13,0,2,0,13,29.5,0,0,286,0,2,72.2,58.2,0.0,,77.0,77.8,52.9,60.0,4,1,27,3,7,10,0,0,3,11,0,13,13,1.63,1.6,3.86,6
Jadye Foxworth,180237,HB,AMRINT,1,8,0,0,0.0,0,0,23,0,0,0,17,0.0,0,1,737,0,7,78.1,61.5,74.3,,73.4,57.8,61.9,59.0,7,0,4,1,11,12,0,0,1,9,0,23,17,2.13,2.9,0.36,1
Jordan McCarty,180205,QB,W OREGON,1,8,0,0,0.0,0,0,37,0,0,0,10,0.0,0,3,411,0,4,71.8,81.3,71.0,77.4,,,69.0,60.0,9,0,0,0,0,11,0,0,0,8,1,37,10,1.25,4.6,,3
Austin Bacher,180193,HB,W OREGON,1,8,4,0,0.0,0,0,16,0,0,4,21,131.3,1,1,411,0,4,71.9,58.0,76.0,,81.0,56.7,56.7,58.1,14,0,0,0,4,15,0,0,0,8,0,16,21,2.63,2.0,0.0,4
Jesper Korkalainen,182794,QB,NAUSTA,2,8,2,0,0.0,0,0,11,0,0,2,12,57.1,1,0,1453,0,3,71.5,29.5,24.6,29.0,,,56.4,60.0,13,2,-9,1,0,28,14,2,1,7,0,25,13,1.63,3.1,,2
Tre'Jon Henderson,104006,HB,CENT WASH,1,8,1,0,0.0,0,1,33,0,0,1,21,29.2,1,2,367,0,1,72.0,67.9,75.8,,0.8,64.1,70.1,58.1,13,1,5,1,3,16,0,0,1,9,0,33,21,2.63,4.1,1.67,7
C.J. Brooks,168854,QB,VA LYNCHBU,6,8,0,0,0.0,0,0,-2,0,0,0,0,0.0,1,1,406,5,0,27.0,42.4,81.6,39.9,,,64.7,60.0,19,0,0,0,0,62,36,6,0,2,0,34,20,2.5,4.3,,0
Ja Thomas,166227,WR,TAYLOR,2,7,1,0,0.0,0,0,23,0,0,1,19,24.7,1,3,402,0,4,71.1,69.7,78.1,,,74.8,63.9,49.8,10,0,52,4,28,45,0,0,6,11,1,23,19,2.71,3.3,1.86,0
Donovan Snyder,179991,HB,WABASH,1,7,1,0,0.0,0,0,13,0,0,1,17,34.7,0,2,1167,0,6,71.3,57.0,75.8,,77.5,51.4,58.6,57.4,9,0,0,0,23,11,0,0,0,7,0,13,17,2.43,1.9,0.0,1
Nolan Susel,179223,HB,BLHLYJ,1,7,0,0,0.0,0,0,22,0,2,0,22,57.1,0,1,1227,0,4,71.8,63.7,76.6,,62.5,81.5,56.9,59.2,6,0,72,4,17,11,0,0,4,11,1,22,22,3.14,3.1,4.24,3
Stephen Ellis,154372,WR,TAYLOR,2,7,1,2,107.3,44,0,39,0,0,1,6,12.5,2,3,402,0,6,70.8,62.0,76.8,76.2,,58.9,61.0,51.7,27,0,6,2,23,29,2,1,4,8,1,41,10,1.43,5.9,0.26,0
Jalen Bussey,109088,HB,WESTFL,2,7,1,0,0.0,0,0,34,0,0,1,18,36.7,1,2,1269,1,1,19.3,56.7,73.3,,49.7,55.0,58.3,,12,0,0,0,12,7,0,0,1,7,1,34,18,2.57,4.9,0.0,6
Eric Brice,182722,WR,LINCOK,8,7,0,0,0.0,0,0,5,1,0,0,15,0.0,0,0,1452,0,0,71.8,49.0,84.1,,,48.3,55.9,55.5,7,0,75,4,180,136,0,0,15,11,0,5,15,2.14,0.7,0.42,2
Dustin Noller,160806,QB,LIMEST,1,7,0,0,0.0,0,0,2,0,0,0,1,0.0,1,1,1283,2,0,33.2,67.5,76.9,71.7,,,52.9,60.0,27,0,0,0,0,27,48,5,0,2,0,50,24,3.43,7.1,,2
Langston Stewart,182456,QB,VA LYNCHBU,5,7,3,0,0.0,0,0,10,0,0,1,2,12.5,2,2,406,4,0,11.7,24.0,76.9,23.0,,,57.3,60.0,10,0,0,0,0,26,20,3,0,4,0,30,22,3.14,4.3,,3
Amir Jenkins,150757,QB,BOWIE ST,1,7,0,0,0.0,0,0,-9,0,0,0,0,0.0,0,0,365,1,0,69.5,67.0,21.0,76.3,,,48.4,60.0,5,1,0,0,0,27,12,4,0,3,0,3,9,1.29,0.4,,1
Konner McQuillan,180694,HB,NWREDR,1,7,3,1,69.6,16,0,23,0,1,3,13,57.1,1,2,1035,0,6,72.0,72.6,77.9,,75.0,81.7,65.1,56.0,16,0,71,6,42,20,0,0,8,13,1,23,13,1.86,3.3,1.69,1
Liam Thompson,179999,QB,WABASH,1,7,1,0,0.0,0,0,11,0,0,0,8,0.0,0,0,1167,2,2,22.5,77.1,76.3,81.2,,55.9,56.2,60.0,9,0,0,0,1,21,11,3,0,4,0,22,14,2.0,3.1,0.0,1
Mylik Mitchell,26942,QB,FERRIS,2,6,1,1,32.7,17,0,18,0,0,1,4,44.4,3,2,868,3,2,17.3,47.1,76.8,57.0,,,33.4,60.0,19,0,0,0,0,22,34,3,0,3,0,52,6,1.0,8.7,,1
Cephas Williams,180309,QB,AMRINT,1,6,1,0,0.0,0,0,3,0,0,1,0,0.0,1,1,737,2,2,31.9,44.9,76.6,38.9,,,65.5,60.0,20,0,0,0,0,26,23,3,0,3,0,26,8,1.33,4.3,,0
Gianni Hurd,179361,HB,COMESA,1,6,1,1,78.1,50,0,64,0,0,1,58,138.1,1,0,1281,2,0,8.3,38.5,74.2,,64.6,27.2,45.5,59.7,50,0,0,1,8,10,0,0,2,7,0,64,58,9.67,10.7,0.0,6
Jordan Griffin,122637,HB,WEBINT,1,6,0,0,0.0,0,0,23,0,0,0,10,0.0,1,0,1246,0,3,70.9,63.0,72.4,,70.7,57.0,63.1,,12,0,0,0,5,6,0,0,1,6,0,23,10,1.67,3.8,0.0,3
