player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Austin Mullins,167751,WR,KYCRST,1,11.6,1,60.0,100.0,1,1,0,0.0,0,-0.29,2,1474,0,73.1,64.1,83.2,,81.8,0.0,0,0,16,0.0,0,27,0,26.9,3,96.3,26,100.0,27,83.8,5,0,0.0,0,38,14,4.7,12.7,1.46
Spencer Pool,167851,WR,LVLEOP,1,15.2,1,40.0,,0,0,0,33.3,1,-0.34,2,937,0,31.6,62.9,56.4,,58.3,0.0,0,0,32,0.0,0,37,1,14.7,2,91.9,34,5.4,2,72.9,5,0,94.6,35,45,3,1.5,22.5,1.32
Anton Popov,165892,WR,BARCOL,1,7.8,1,60.0,,0,0,0,0.0,0,-0.32,2,1473,0,73.1,64.1,68.2,,66.4,0.0,0,0,18,0.0,0,19,0,42.1,3,100.0,19,68.4,13,80.4,5,0,31.6,6,34,14,4.7,11.3,1.79
Keith Coffee,166783,WR,MARS HILL,1,5.6,0,80.0,100.0,1,1,0,0.0,0,-0.3,2,383,0,74.9,65.0,73.4,,73.9,0.0,0,0,15,0.0,0,21,0,38.1,4,100.0,21,0.0,0,99.2,5,0,100.0,21,39,17,4.3,9.8,1.86
David Hayes,165476,WR,STTMFL,1,14.6,0,60.0,0.0,0,1,0,25.0,1,0.0,2,1477,0,39.5,64.1,52.9,,52.5,0.0,0,0,9,0.0,0,38,0,36.1,3,94.7,36,0.0,0,67.9,5,0,100.0,38,19,3,1.0,6.3,0.53
Todd Lee Battle,151774,WR,DELTAST,1,12.4,1,80.0,100.0,1,1,0,0.0,0,0.17,2,841,0,74.9,65.0,68.7,,67.2,0.0,0,0,29,0.0,0,24,0,58.3,4,100.0,24,4.2,1,105.8,5,0,95.8,23,47,19,4.8,11.8,1.96
Ike Brown,152594,HB,LANECOL,2,7.6,3,100.0,100.0,1,1,0,0.0,0,0.42,3,942,0,76.3,80.8,81.2,80.8,79.2,0.0,0,0,52,17.5,10,57,0,45.5,5,78.9,45,21.1,12,158.3,5,2,0.0,0,104,73,14.6,20.8,2.31
Ralph Lovett,167205,WR,ALBANY ST,1,10.8,0,40.0,0.0,0,1,0,0.0,0,-0.55,2,360,0,70.7,62.9,61.4,,61.1,0.0,0,0,19,0.0,0,21,0,23.8,2,100.0,21,28.6,6,59.6,5,0,71.4,15,29,4,2.0,14.5,1.38
C.J. Brooks,168854,QB,VA LYNCHBU,4,9.0,0,40.0,0.0,0,1,0,33.3,1,-0.04,1,406,1,31.6,37.6,39.9,,54.6,0.0,0,1,17,0.0,0,133,2,33.3,2,17.3,23,9.0,12,10.8,5,0,8.3,11,18,10,5.0,9.0,0.78
Marcus Lodge,78873,WR,MILES,1,7.0,0,60.0,,0,0,0,0.0,0,-0.09,1,386,0,73.1,64.1,70.3,,69.8,0.0,0,0,9,0.0,0,23,0,26.1,3,100.0,23,4.3,1,68.8,5,0,95.7,22,20,6,2.0,6.7,0.87
Devon Roesch,153163,WR,STANKN,1,17.6,1,60.0,,0,0,0,0.0,0,-0.68,2,1455,0,73.1,64.1,63.9,,63.2,0.0,0,0,17,0.0,0,36,0,24.2,3,91.7,33,0.0,0,120.8,5,1,100.0,36,35,8,2.7,11.7,1.06
Solomon Sangobowale,169164,HB,LINCOK,4,-1.0,4,100.0,,0,0,0,0.0,0,-0.91,3,1452,0,76.3,79.8,78.2,60.5,90.0,0.0,0,0,25,43.2,16,37,0,21.9,5,48.6,18,2.7,1,118.8,5,0,0.0,0,66,71,14.2,13.2,3.67
Evens Valcourt Jr.,153189,WR,WARNER,1,15.2,0,60.0,,0,0,0,0.0,0,-0.09,3,407,0,73.1,66.0,82.6,,85.9,0.0,0,0,44,0.0,0,14,1,35.7,3,100.0,14,92.9,13,104.2,5,0,7.1,1,84,26,8.7,28.0,6.0
Marques Burgess,160936,HB,KEISER,1,0.0,0,80.0,,0,0,0,0.0,0,-0.57,3,1475,2,74.9,20.6,64.0,79.9,29.2,0.0,0,0,20,21.6,8,37,0,33.3,4,75.7,28,2.7,1,100.8,5,0,5.4,2,41,40,10.0,10.3,1.46
Tyler Kirkesss,154466,WR,UVAWIS,1,12.8,1,80.0,,0,0,0,20.0,1,-0.1,3,1320,0,45.4,65.0,69.9,,68.3,0.0,0,0,47,0.0,0,44,0,31.8,4,100.0,44,9.1,4,158.3,5,1,90.9,40,95,36,9.0,23.8,2.16
Tre Stewart,160817,HB,LIMEST,1,4.6,2,80.0,0.0,0,1,0,0.0,0,0.04,2,1283,0,74.9,73.7,76.3,,82.7,0.0,0,0,15,0.0,0,30,0,43.3,4,100.0,30,10.0,3,139.6,5,1,0.0,0,40,30,7.5,10.0,1.33
Bryzai White,160752,TE,EANMGH,1,7.4,0,40.0,0.0,0,1,0,0.0,0,-1.13,1,858,0,70.7,62.9,63.0,46.1,61.3,72.0,18,0,6,24.0,6,25,0,12.0,2,76.0,19,28.0,7,47.9,5,0,0.0,0,12,9,4.5,6.0,0.63
Jordan Kent,168097,WR,SW BAPTIST,1,13.5,1,100.0,,0,0,0,0.0,0,0.06,2,1492,0,74.9,66.9,70.3,,69.3,0.0,0,0,46,0.0,0,29,0,34.5,4,100.0,29,96.6,28,118.8,4,0,3.4,1,69,15,3.8,17.3,2.38
Deldrionn Amos,162021,WR,WJWLL,1,5.0,0,50.0,,0,0,0,0.0,0,-0.45,0,1198,0,70.7,62.9,59.1,,59.0,0.0,0,0,5,0.0,0,5,0,20.0,2,100.0,5,0.0,0,56.3,4,0,100.0,5,4,0,0.0,2.0,0.8
Ro Abercrombie,160598,TE,CHADST,1,11.5,0,25.0,0.0,0,1,0,50.0,1,-1.79,0,809,0,24.9,61.0,43.4,,43.8,42.9,3,1,7,0.0,0,7,0,14.3,1,100.0,7,57.1,4,0.0,4,0,0.0,0,7,1,1.0,7.0,1.0
Tyshaun Pollard,161791,WR,BLMSBG,1,7.8,0,50.0,0.0,0,1,0,33.3,1,0.22,0,766,0,31.6,72.1,47.8,,49.0,0.0,0,0,4,0.0,0,16,1,35.7,2,87.5,14,87.5,14,56.3,4,0,12.5,2,6,8,4.0,3.0,0.43
Tyshawn Young-Loveless,142237,TE,LINCOLN,1,6.0,0,50.0,0.0,0,1,0,0.0,0,-0.28,2,380,0,70.7,65.3,62.9,72.8,59.2,86.7,13,0,6,46.7,7,15,0,40.0,2,53.3,8,13.3,2,56.3,4,0,0.0,0,10,13,6.5,5.0,1.25
Jameer Campbell,169120,WR,PSTEAG,1,2.8,0,75.0,,0,0,0,0.0,0,-0.67,1,1476,1,73.1,10.3,50.9,,51.3,0.0,0,0,15,0.0,0,15,0,26.7,3,100.0,15,100.0,15,82.3,4,0,0.0,0,17,10,3.3,5.7,1.13
Tyree Cherry,160693,WR,EANMGH,1,14.5,0,0.0,0.0,0,2,1,,0,-0.81,0,858,0,,,50.0,,51.8,0.0,0,0,0,0.0,0,32,1,18.8,0,100.0,32,9.4,3,39.6,4,0,90.6,29,0,0,,,0.0
Connor Milks,143269,WR,ASSMPT,1,17.8,0,100.0,100.0,1,1,0,0.0,0,-0.28,3,1257,0,74.9,65.0,89.6,,89.0,0.0,0,0,29,0.0,0,18,1,37.5,4,88.9,16,0.0,0,158.3,4,1,100.0,18,83,13,3.3,20.8,5.19
Tyler Kennedy,121466,WR,DELTAST,1,2.3,4,75.0,,0,0,0,0.0,0,0.2,2,841,0,73.1,64.1,78.6,,75.4,0.0,0,0,10,0.0,0,10,0,50.0,3,100.0,10,40.0,4,83.3,4,0,60.0,6,18,9,3.0,6.0,1.8
Joey Vandyke,113097,TE,UVAWIS,1,2.0,0,50.0,0.0,0,1,0,33.3,1,0.03,0,1320,0,32.3,62.9,43.1,73.9,49.1,70.7,29,0,8,26.8,11,41,0,34.1,2,73.2,30,24.4,10,56.3,4,0,0.0,0,4,4,2.0,2.0,0.13
Ali Musa,160646,WR,CHADST,1,10.3,2,100.0,100.0,1,1,0,0.0,0,-0.81,3,809,0,74.9,67.8,71.1,,68.6,0.0,0,0,15,0.0,0,22,0,42.9,4,95.5,21,100.0,22,115.6,4,0,0.0,0,47,6,1.5,11.8,2.24
Jelani Baker,166014,WR,LIMEST,1,6.8,0,0.0,,0,0,0,100.0,2,0.05,0,1283,0,3.1,,44.2,,42.9,0.0,0,0,0,0.0,0,28,0,39.3,0,100.0,28,92.9,26,39.6,4,0,7.1,2,0,0,,,0.0
Keon Smith,167774,WR,KYCRST,1,7.0,0,25.0,,0,0,0,0.0,0,0.39,0,1474,0,70.7,62.9,59.8,,59.6,0.0,0,0,3,0.0,0,19,0,33.3,1,94.7,18,0.0,0,39.6,4,0,100.0,19,3,5,5.0,3.0,0.17
Jaylin Peterson,149931,WR,MILES,1,13.3,0,0.0,,0,0,0,,0,-0.14,0,386,0,,65.6,41.1,,42.6,0.0,0,0,0,0.0,0,21,0,23.8,0,100.0,21,71.4,15,39.6,4,0,28.6,6,0,0,,,0.0
Jahlil Jefferson,113104,WR,UVAWIS,1,1.8,0,50.0,,0,0,0,0.0,0,-0.25,0,1320,0,70.7,62.9,64.2,,64.3,0.0,0,0,6,0.0,0,23,0,34.8,2,100.0,23,82.6,19,56.3,4,0,17.4,4,11,10,5.0,5.5,0.48
Preston Agee,72545,QB,THMORE,1,9.0,0,50.0,0.0,0,1,0,0.0,0,-0.31,0,1296,0,70.7,62.9,50.4,,54.2,0.0,0,0,7,0.0,0,29,0,24.1,2,100.0,29,6.9,2,56.3,4,0,93.1,27,12,4,2.0,6.0,0.41
Jackson McClain,166768,WR,MARS HILL,1,7.0,0,50.0,,0,0,0,0.0,0,0.14,1,383,0,70.7,62.9,59.0,,59.0,0.0,0,0,11,0.0,0,11,0,45.5,2,100.0,11,81.8,9,61.5,4,0,18.2,2,17,3,1.5,8.5,1.55
Canaan Leon,152066,WR,LOUCHR,1,11.8,1,75.0,66.7,2,3,0,0.0,0,0.49,3,958,0,73.1,64.1,74.8,,76.7,0.0,0,0,44,0.0,0,20,1,47.4,3,95.0,19,5.0,1,116.7,4,0,95.0,19,82,38,12.7,27.3,4.32
Delancey Tolliver,102521,WR,MHMRTI,1,11.8,0,75.0,,0,0,0,25.0,1,-0.76,1,999,0,39.5,64.1,54.3,,54.1,0.0,0,0,4,0.0,0,31,0,25.0,3,90.3,28,93.5,29,77.1,4,0,6.5,2,6,3,1.0,2.0,0.21
Jordan Ogletree,155620,WR,TUSKEGEE,1,3.0,0,75.0,100.0,1,1,0,0.0,0,-0.76,0,405,0,73.1,64.1,54.3,,57.6,0.0,0,0,5,0.0,0,13,0,15.4,3,100.0,13,0.0,0,77.1,4,0,100.0,13,8,2,0.7,2.7,0.62
Jonathan Montrevil,155616,WR,TUSKEGEE,1,12.5,0,50.0,,0,0,0,0.0,0,-0.76,1,405,0,70.7,62.9,66.9,,62.8,0.0,0,0,13,0.0,0,13,0,15.4,2,100.0,13,0.0,0,62.5,4,0,100.0,13,18,1,0.5,9.0,1.38
Baley Collier,167535,WR,ASSMPT,1,12.0,0,25.0,0.0,0,1,0,0.0,0,-0.71,0,1257,0,66.7,61.0,47.7,,52.7,0.0,0,1,6,0.0,0,24,1,22.7,1,91.7,22,100.0,24,0.0,4,0,0.0,0,6,5,5.0,6.0,0.27
Karon Taylor,154621,WR,KYCRST,1,3.0,0,75.0,,0,0,0,0.0,0,-0.32,1,1474,0,73.1,67.9,65.4,,64.6,0.0,0,0,21,0.0,0,19,0,31.6,3,100.0,19,100.0,19,89.6,4,0,0.0,0,24,9,3.0,8.0,1.26
Moussa Barry,166787,WR,MARS HILL,1,10.8,0,50.0,100.0,1,1,0,0.0,0,0.53,1,383,0,70.7,62.9,79.2,,76.5,0.0,0,0,21,0.0,0,11,0,54.5,2,100.0,11,100.0,11,75.0,4,0,0.0,0,30,18,9.0,15.0,2.73
Winston Quinn,162083,WR,WJWLL,1,9.3,1,75.0,100.0,1,1,0,0.0,0,0.19,2,1198,0,73.1,64.1,72.3,,71.1,0.0,0,0,38,0.0,0,16,0,37.5,3,100.0,16,100.0,16,156.3,4,1,0.0,0,58,26,8.7,19.3,3.63
Kavan Johnson,162060,WR,WJWLL,1,23.5,0,25.0,50.0,1,2,0,50.0,1,-0.85,1,1198,0,24.5,61.0,61.6,,61.5,0.0,0,1,28,0.0,0,10,0,20.0,1,100.0,10,0.0,0,16.7,4,0,100.0,10,28,2,2.0,28.0,2.8
Keith Johnson Jr.,152608,WR,LANECOL,2,13.8,0,50.0,,0,0,0,0.0,0,0.13,1,942,0,70.7,62.9,54.9,,54.8,0.0,0,0,11,0.0,0,50,0,41.7,2,96.0,48,4.0,2,60.4,4,0,96.0,48,16,2,1.0,8.0,0.33
Colton Weismore,165469,WR,STTMFL,1,-3.0,1,100.0,,0,0,0,0.0,0,-0.28,0,1477,0,74.9,65.0,61.9,,65.5,0.0,0,0,9,0.0,0,9,0,33.3,4,100.0,9,88.9,8,83.3,4,0,0.0,0,16,28,7.0,4.0,1.78
Jamal Browder,160605,WR,CHADST,1,8.3,0,25.0,0.0,0,2,0,0.0,0,-0.42,1,809,0,66.7,61.0,58.5,,58.1,0.0,0,0,7,0.0,0,20,0,42.1,1,95.0,19,10.0,2,39.6,4,0,90.0,18,7,1,1.0,7.0,0.37
Freddie Johnson,53542,WR,THMORE,1,4.5,0,50.0,,0,0,0,50.0,2,-0.22,1,1296,0,17.0,70.4,48.0,,49.6,0.0,0,1,9,0.0,0,29,0,28.6,2,96.6,28,96.6,28,17.7,4,0,3.4,1,13,3,1.5,6.5,0.46
Rodrick Weaver,168142,WR,SW BAPTIST,1,8.3,0,75.0,100.0,2,2,0,0.0,0,0.15,2,1492,0,73.1,64.1,65.4,,64.8,0.0,0,0,16,0.0,0,21,0,33.3,3,100.0,21,100.0,21,86.5,4,0,0.0,0,21,0,0.0,7.0,1.0
Grantis Poole,141733,WR,TUSKEGEE,1,4.8,0,50.0,,0,0,0,0.0,0,-1.16,0,405,0,70.7,62.9,55.8,,56.0,0.0,0,1,6,0.0,0,16,0,12.5,2,100.0,16,100.0,16,16.7,4,0,0.0,0,7,7,3.5,3.5,0.44
Jacob Stephens,142143,WR,MISS COL,1,24.3,0,25.0,0.0,0,1,0,50.0,1,-0.92,1,990,0,24.5,61.0,50.6,,51.4,0.0,0,0,21,0.0,0,5,0,20.0,1,100.0,5,0.0,0,49.0,4,0,100.0,5,21,12,12.0,21.0,4.2
Darius Young,166222,WR,N GREENVLE,1,10.0,2,33.3,,0,0,0,0.0,0,-1.59,1,390,0,66.7,61.0,66.6,,65.9,0.0,0,1,9,0.0,0,7,0,14.3,1,100.0,7,85.7,6,2.8,3,0,14.3,1,9,7,7.0,9.0,1.29
Kylan Duhe,166809,HB,LANECOL,2,5.0,0,66.7,,0,0,0,0.0,0,0.66,1,942,0,70.7,73.8,65.3,73.2,62.5,0.0,0,0,7,8.0,2,25,0,43.5,2,84.0,21,4.0,1,74.3,3,0,44.0,11,12,4,2.0,6.0,0.57
LeDarian McAllister,151527,T,KY STATE,1,15.7,0,33.3,,0,0,0,0.0,0,-1.49,1,378,0,66.7,61.0,63.0,,65.4,0.0,0,1,18,0.0,0,8,0,12.5,1,100.0,8,12.5,1,15.3,3,0,87.5,7,18,2,2.0,18.0,2.25
Tremell Withrow,151810,WR,DELTAST,1,14.3,0,66.7,,0,0,0,0.0,0,0.44,1,841,0,70.7,62.9,60.6,,60.4,0.0,0,0,53,0.0,0,18,0,50.0,2,100.0,18,0.0,0,149.3,3,1,100.0,18,61,27,13.5,30.5,3.39
Nick Wright,167364,WR,PSTEAG,1,14.0,0,33.3,,0,0,0,0.0,0,-0.91,1,1476,0,66.7,61.0,65.3,,64.6,0.0,0,0,51,0.0,0,16,0,13.3,1,93.8,15,0.0,0,81.9,3,0,100.0,16,51,44,44.0,51.0,3.4
Drew Stephens,151863,WR,LINCOLN,1,11.0,0,33.3,,0,0,0,50.0,1,-0.21,0,380,0,24.5,61.0,47.8,,47.6,0.0,0,0,5,0.0,0,37,0,36.1,1,97.3,36,100.0,37,42.4,3,0,0.0,0,5,0,0.0,5.0,0.14
Berrell Neal,167482,HB,ASSMPT,1,-1.3,0,100.0,,0,0,0,0.0,0,-0.59,0,1257,0,73.1,72.2,68.9,68.1,67.4,0.0,0,0,1,47.1,8,17,0,13.3,3,47.1,8,0.0,0,79.2,3,0,0.0,0,-1,3,1.0,-0.3,-0.13
Raekwon Washington,167483,HB,ASSMPT,1,-3.0,0,100.0,,0,0,0,0.0,0,-1.0,0,1257,0,73.1,66.0,62.0,74.3,62.9,0.0,0,0,0,21.4,3,14,0,21.4,3,78.6,11,7.1,1,79.2,3,0,0.0,0,-3,6,2.0,-1.0,-0.27
Cameron Reagan,167545,WR,ASSMPT,1,12.3,0,33.3,,0,0,0,0.0,0,0.01,0,1257,0,66.7,61.0,59.5,,56.1,0.0,0,1,0,0.0,0,9,0,37.5,1,88.9,8,0.0,0,2.8,3,0,100.0,9,0,1,1.0,0.0,0.0
Calvin Brown,167686,WR,KYCRST,1,8.7,0,33.3,,0,0,0,0.0,0,0.08,0,1474,0,66.7,61.0,53.6,,54.1,0.0,0,0,3,0.0,0,16,0,40.0,1,93.8,15,100.0,16,42.4,3,0,0.0,0,3,4,4.0,3.0,0.2
Jerald Daniels,167699,HB,KYCRST,1,-1.0,1,100.0,,0,0,0,0.0,0,-0.34,2,1474,0,73.1,70.3,65.4,68.3,67.7,0.0,0,0,22,5.0,1,20,0,31.6,3,90.0,18,0.0,0,118.8,3,0,0.0,0,38,41,13.7,12.7,2.11
Makhel Henry,167723,WR,KYCRST,1,1.7,1,100.0,,0,0,0,0.0,0,-0.44,2,1474,0,73.1,64.1,68.7,,64.4,0.0,0,0,12,0.0,0,11,0,36.4,3,100.0,11,100.0,11,87.5,3,0,0.0,0,15,10,3.3,5.0,1.36
Caleb Grant,113084,HB,UVAWIS,1,0.0,5,100.0,,0,0,0,0.0,0,-0.8,0,1320,1,73.1,20.8,55.5,74.8,41.8,0.0,0,0,5,23.1,3,13,0,15.4,3,76.9,10,7.7,1,80.6,3,0,0.0,0,10,10,3.3,3.3,1.0
Marcus Manuel Jr.,168103,WR,SW BAPTIST,1,6.0,0,66.7,0.0,0,1,0,0.0,0,-0.05,0,1492,0,70.7,62.9,54.4,,54.5,0.0,0,0,6,0.0,0,23,0,30.4,2,100.0,23,13.0,3,70.1,3,0,87.0,20,9,12,6.0,4.5,0.39
Elijah Palmer,168308,WR,WARNER,1,13.7,0,33.3,,0,0,0,0.0,0,-0.79,0,407,0,66.7,66.3,56.6,,54.0,0.0,0,0,4,0.0,0,25,0,24.0,1,100.0,25,76.0,19,42.4,3,0,16.0,4,4,6,6.0,4.0,0.16
Jemal Williams,168369,LB,LINCOK,1,3.3,0,33.3,,0,0,0,0.0,0,0.31,1,1452,0,66.7,61.0,65.2,,77.0,0.0,0,0,29,0.0,0,3,0,33.3,1,100.0,3,0.0,0,70.1,3,0,0.0,0,29,27,27.0,29.0,9.67
Kishawn Berry,168377,WR,LINCOK,5,-4.0,1,100.0,,0,0,0,0.0,0,-0.81,0,1452,0,73.1,72.6,52.5,74.2,55.2,0.0,0,0,5,16.7,4,24,0,29.2,3,83.3,20,41.7,10,79.2,3,0,16.7,4,-5,7,2.3,-1.7,-0.25
Corey Petty,168546,WR,TUSKEGEE,1,7.3,0,66.7,,0,0,0,0.0,0,-0.06,1,405,0,70.7,62.9,57.5,,57.2,0.0,0,1,8,0.0,0,27,0,51.9,2,100.0,27,3.7,1,38.9,3,0,96.3,26,15,3,1.5,7.5,0.56
Adrian Glasgow Jr.,153218,WR,WARNER,1,14.7,0,33.3,,0,0,0,0.0,0,-0.57,0,407,0,66.7,61.0,55.1,,54.8,0.0,0,0,7,0.0,0,20,0,30.0,1,100.0,20,0.0,0,42.4,3,0,100.0,20,7,0,0.0,7.0,0.35
Orlando Doss,120891,WR,MILES,1,4.7,1,33.3,0.0,0,1,0,50.0,1,-0.43,1,386,0,24.5,61.0,53.6,,53.3,0.0,0,0,23,0.0,0,25,0,24.0,1,100.0,25,100.0,25,61.8,3,0,0.0,0,23,24,24.0,23.0,0.92
Hutson Hohlbein,154383,WR,TAYLOR,1,24.0,1,33.3,0.0,0,1,0,0.0,0,-0.98,1,402,0,66.7,61.0,67.3,,66.7,0.0,0,0,32,0.0,0,14,0,21.4,1,100.0,14,0.0,0,74.3,3,0,100.0,14,32,11,11.0,32.0,2.29
Brogan Korta,154700,WR,MHMRTI,1,16.3,0,33.3,0.0,0,1,0,0.0,0,-0.63,1,999,0,66.7,63.6,63.4,,59.9,0.0,0,0,13,0.0,0,20,0,26.3,1,95.0,19,0.0,0,47.9,3,0,100.0,20,13,3,3.0,13.0,0.68
Jonathon Bolton,83605,HB,FLKNR,1,-2.7,1,33.3,,0,0,0,50.0,1,-0.29,1,1270,0,24.5,71.4,51.8,,41.6,0.0,0,0,11,0.0,0,15,0,30.8,1,86.7,13,0.0,0,45.1,3,0,0.0,0,11,11,11.0,11.0,0.85
Eddie Dumas III,159201,WR,VA LYNCHBU,7,18.0,0,0.0,,0,0,0,100.0,1,-0.52,0,406,0,16.4,72.4,47.4,,47.2,0.0,0,0,0,0.0,0,48,0,24.4,0,93.8,45,81.3,39,39.6,3,0,16.7,8,0,0,,,0.0
Tommy Thomas,160670,WR,CHADST,1,16.0,0,33.3,,0,0,0,50.0,1,-0.35,1,809,0,24.5,61.0,61.1,,60.7,0.0,0,0,35,0.0,0,13,0,38.5,1,100.0,13,0.0,0,78.5,3,0,100.0,13,35,20,20.0,35.0,2.69
Tyberious Horne,139280,WR,ED WATERS,1,17.3,0,33.3,,0,0,0,0.0,0,-0.92,1,372,0,24.5,61.0,59.7,,59.3,0.0,0,0,27,0.0,0,20,0,15.8,1,95.0,19,5.0,1,67.4,3,0,95.0,19,27,4,4.0,27.0,1.42
Veontai Williams,161048,WR,MISS COL,1,23.0,0,66.7,,0,0,0,0.0,0,-0.04,2,990,0,70.7,65.3,77.2,,82.3,0.0,0,0,21,0.0,0,6,0,33.3,2,100.0,6,33.3,2,149.3,3,1,66.7,4,42,20,10.0,21.0,7.0
Owen Anderson,161715,WR,BLMSBG,1,11.3,0,33.3,,0,0,0,50.0,1,0.41,1,766,0,24.5,68.9,54.7,,54.9,0.0,0,0,8,0.0,0,12,0,45.5,1,91.7,11,58.3,7,42.4,3,0,41.7,5,8,1,1.0,8.0,0.73
Grant Latina,162065,WR,WJWLL,1,6.7,0,33.3,,0,0,0,0.0,0,0.35,1,1198,0,66.7,61.0,74.3,,71.0,0.0,0,0,3,0.0,0,3,0,33.3,1,100.0,3,100.0,3,81.9,3,1,0.0,0,3,0,0.0,3.0,1.0
Gabe Hinceman,165859,WR,BARCOL,1,28.3,0,0.0,0.0,0,1,0,,0,-0.6,0,1473,0,,,54.0,,54.3,0.0,0,0,0,0.0,0,11,0,27.3,0,100.0,11,72.7,8,39.6,3,0,27.3,3,0,0,,,0.0
Dederrian Williams,143305,HB,INWSLY,1,-1.7,1,100.0,,0,0,0,0.0,0,-0.14,0,1451,0,73.1,71.6,54.1,12.0,64.1,0.0,0,0,13,17.6,6,34,0,36.4,3,82.4,28,0.0,0,90.3,3,0,0.0,0,17,22,7.3,5.7,0.61
Brenden Strickland,166007,WR,EANMGH,1,19.7,0,0.0,0.0,0,1,0,,0,-0.44,0,858,0,,,56.7,,57.0,0.0,0,0,0,0.0,0,4,0,25.0,0,100.0,4,25.0,1,39.6,3,0,75.0,3,0,0,,,0.0
Satyler Wilson,166387,WR,FLKNR,1,8.7,0,100.0,100.0,1,1,0,0.0,0,-0.32,2,1270,0,73.1,67.4,65.8,,64.4,0.0,0,0,14,0.0,0,36,0,30.3,3,91.7,33,97.2,35,111.1,3,0,2.8,1,32,6,2.0,10.7,0.97
Joshua Nieves,150622,WR,SOCTOW,1,18.3,0,66.7,100.0,1,1,0,0.0,0,-0.1,2,1107,0,70.7,62.9,69.0,,68.1,0.0,0,1,21,0.0,0,14,0,42.9,2,100.0,14,14.3,2,65.3,3,0,85.7,12,34,5,2.5,17.0,2.43
Reginald Whitfield,56250,WR,LINCOK,4,8.0,0,66.7,,0,0,0,33.3,1,-0.6,1,1452,0,31.6,64.6,53.2,,53.8,0.0,0,0,13,0.0,0,26,0,33.3,2,92.3,24,3.8,1,86.8,3,0,96.2,25,21,2,1.0,10.5,0.88
Christian Edgerson,166669,WR,FLMMRL,1,17.3,0,33.3,,0,0,0,50.0,1,-1.51,0,1471,0,24.5,66.2,43.0,,48.4,0.0,0,1,-1,0.0,0,17,1,5.9,1,100.0,17,100.0,17,2.8,3,0,0.0,0,-1,1,1.0,-1.0,-0.06
Brennan Chapman,166714,WR,MARS HILL,1,9.0,0,66.7,,0,0,0,0.0,0,0.15,2,383,0,70.7,62.9,67.5,,66.5,0.0,0,0,18,0.0,0,17,0,41.2,2,100.0,17,35.3,6,99.3,3,0,64.7,11,30,10,5.0,15.0,1.76
Reginald Smothers,151345,WR,NAUSTA,2,10.7,0,33.3,,0,0,0,0.0,0,-1.12,0,1453,0,66.7,61.0,51.7,,51.9,0.0,0,0,-2,0.0,0,38,0,9.1,1,86.8,33,2.6,1,42.4,3,0,97.4,37,-2,0,0.0,-2.0,-0.06
Brooks Harris,166765,WR,MARS HILL,1,13.0,0,66.7,,0,0,0,0.0,0,-0.04,0,383,0,70.7,62.9,68.3,,67.2,0.0,0,0,9,0.0,0,16,0,37.5,2,100.0,16,6.3,1,82.6,3,0,93.8,15,18,0,0.0,9.0,1.13
Jacob Lozinski,153233,TE,WARNER,1,-0.5,0,50.0,,0,0,0,0.0,0,0.01,0,407,0,66.7,61.0,56.5,72.5,53.2,70.6,12,0,1,23.5,4,17,0,35.3,1,76.5,13,23.5,4,56.3,2,0,5.9,1,1,3,3.0,1.0,0.08
Chad Turner,139360,WR,WSRAMS,1,7.0,1,50.0,,0,0,0,0.0,0,-1.08,1,1206,0,66.7,71.5,63.3,,61.7,0.0,0,0,4,0.0,0,13,0,9.1,1,84.6,11,92.3,12,56.3,2,0,7.7,1,4,4,4.0,4.0,0.36
Hunter Ahlfeld,139413,WR,THMORE,1,19.0,0,100.0,,0,0,0,0.0,0,0.2,2,1296,0,70.7,62.9,83.6,,81.6,0.0,0,0,24,0.0,0,8,0,37.5,2,100.0,8,62.5,5,118.8,2,0,37.5,3,46,8,4.0,23.0,5.75
Dominico Monicon,167334,HB,PSTEAG,1,1.0,0,50.0,,0,0,0,0.0,0,-0.95,0,1476,0,66.7,73.1,62.2,49.8,59.0,0.0,0,1,4,26.7,4,15,0,26.7,1,73.3,11,0.0,0,16.7,2,0,0.0,0,4,0,0.0,4.0,0.36
Clyde Holland III,153221,HB,WARNER,1,-3.0,0,50.0,,0,0,0,0.0,0,-0.57,0,407,0,66.7,23.6,62.1,71.7,59.2,0.0,0,1,9,57.1,12,21,0,28.6,1,42.9,9,9.5,2,22.9,2,0,0.0,0,9,12,12.0,9.0,1.0
Sam Gilchrist,169148,WR,LINCOK,2,5.5,0,100.0,,0,0,0,0.0,0,-1.28,1,1452,0,73.1,64.1,72.5,,72.1,0.0,0,0,17,0.0,0,18,0,12.5,2,88.9,16,16.7,3,108.3,2,0,83.3,15,20,9,4.5,10.0,1.25
