player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Devontae Houston,147375,HB,E TENN ST,10,27.5,0,157,71.9,53.3,64.5,1,0,45,29.6,30.1,98.9,0,1,0,89,0,0,0,324,49,163,0,0,40,0
Reed Swanson,171994,WR,COLGATE,8,32.8,0,142,64.5,,61.2,0,0,0,0.0,0.0,,1,0,0,89,0,0,0,271,0,182,0,0,89,0
Chason Barber,161825,WR,BROWN,10,28.9,1,123,65.8,,60.5,0,0,0,0.0,0.0,,1,0,0,89,0,0,0,308,0,219,0,0,89,1
Devin Kennedy,178387,T,MARIST,9,95.7,0,213,66.0,54.5,76.9,0,0,46,92.0,92.7,97.8,1,1,1,89,0,0,1,93,51,55,0,40,38,49
Tim Nesslage,143205,TE,DRAKE,12,55.3,0,153,55.7,51.5,54.1,0,1,10,13.2,13.4,95.0,1,1,0,88,0,0,0,159,11,82,0,1,77,109
Ivan Thorpe,160924,WR,VA MILT IN,11,30.2,0,336,56.5,54.4,48.5,0,1,1,0.5,0.5,50.0,1,1,0,88,0,0,0,291,1,199,0,0,87,0
Jalen Moore,186553,G,W GEORGIA,3,100.0,0,1177,62.0,74.1,57.5,1,1,50,100.0,100.0,98.0,1,2,0,88,0,0,0,88,56,56,85,0,32,2
Jamil Bishop,185136,WR,CHARLES SO,9,38.3,0,135,62.0,,67.8,0,0,0,0.0,0.0,,1,0,0,88,0,0,0,230,0,127,0,0,88,1
Levi Wilkins,166586,TE,BRYANT,12,61.5,0,124,43.7,68.6,45.2,1,0,11,16.9,20.3,95.5,0,1,0,88,0,0,0,143,14,69,0,0,74,96
Lendon Phillips Jr.,177200,HB,S DAKOTA,13,68.2,0,291,85.2,76.6,71.8,0,0,3,20.0,25.0,100.0,0,0,0,88,0,0,0,129,4,16,0,0,84,9
Kobe Brown,196742,WR,SOUTHERN U,8,48.9,0,297,63.4,,62.7,0,0,0,0.0,0.0,,0,0,0,88,0,0,0,180,0,92,0,0,88,0
Joey Giorgi,148693,HB,COLUMBIA,10,25.3,0,145,83.1,83.0,66.4,0,1,57,36.1,35.6,97.4,0,2,1,88,0,0,0,348,58,163,0,0,30,1
Taesean Burt,177065,TE,NORFOLK,8,94.6,0,244,47.6,75.5,48.5,0,0,9,64.3,64.3,100.0,1,0,0,88,0,0,0,93,9,14,0,0,79,86
Connor Ivey,162305,T,STHLSK,4,100.0,0,1470,45.3,27.8,51.3,0,1,46,100.0,100.0,94.6,0,3,2,88,0,0,88,88,47,47,0,0,41,0
Jayden Flaig,176840,TE,SACRAMENTO,8,48.4,0,279,53.2,64.9,49.6,0,2,27,22.7,24.2,96.3,1,2,0,88,0,0,0,182,30,124,0,0,58,124
Malik Grant,109133,HB,RHODE ISLD,14,15.7,0,274,82.6,76.5,62.3,0,0,36,16.1,16.2,100.0,0,0,0,88,0,0,0,559,38,235,0,0,50,0
Blaine Halley,171499,G,S ILLINOIS,9,100.0,0,295,58.1,53.0,57.7,0,2,49,100.0,100.0,95.9,0,3,1,88,0,15,17,88,50,50,54,0,38,0
Lan Larison,142157,HB,UC DAVIS,14,11.4,1,322,84.6,89.9,58.0,0,0,54,12.6,13.2,100.0,2,0,0,87,0,0,0,765,59,446,0,0,28,0
Gino English,99576,QB,E TENN ST,11,44.8,0,157,82.0,,60.0,0,0,0,0.0,0.0,,1,0,0,87,0,0,0,194,0,91,0,0,87,0
Luca Stanzani,159449,QB,LIUSHAR,11,29.7,0,1298,57.4,,60.1,0,0,0,0.0,0.0,,1,0,0,87,0,0,0,293,0,192,0,0,87,0
Jaylon Tolbert,154757,QB,HOWARD,6,36.7,0,184,71.6,,60.4,0,0,0,0.0,0.0,,2,0,0,87,0,0,0,237,0,137,0,0,87,0
Hayden Jones,158927,C,CAL POLY,4,100.0,0,129,64.0,85.4,57.3,0,0,46,100.0,100.0,100.0,1,0,0,87,87,0,0,87,48,48,0,0,39,0
Dylan Djete,159994,WR,WOFFORD,11,30.4,0,350,65.4,,70.3,0,0,0,0.0,0.0,,0,0,0,87,0,0,0,286,0,198,0,0,87,0
Trevor Shorter,148610,WR,MERRIMACK,10,56.9,0,385,55.5,,60.6,0,0,0,0.0,0.0,,1,0,0,87,0,0,0,153,0,66,0,0,87,0
Kona Crowell,173001,HB,UTAHTC,8,44.6,0,1285,64.3,71.8,54.2,0,1,37,33.0,33.6,98.6,0,1,0,87,0,0,0,195,40,119,0,0,47,1
Josh Gaffney,148503,G,ALBANY,4,100.0,0,106,47.4,15.4,62.8,0,7,60,100.0,100.0,92.5,0,8,1,87,35,52,0,87,63,63,0,0,24,0
Tyshon King,171530,HB,YNGTOWN ST,12,22.4,0,353,71.8,74.6,51.5,0,2,43,21.2,21.5,97.7,1,2,0,87,0,0,0,389,45,209,0,0,42,0
Avery Jones,172049,WR,LAFAYETTE,7,52.4,0,203,70.4,,63.8,0,0,0,0.0,0.0,,0,0,0,87,0,0,0,166,0,78,0,0,87,0
Bronson Barron,141710,QB,SO UTAH,6,41.2,0,298,66.3,,60.0,0,0,0,0.0,0.0,,1,0,0,87,0,0,0,211,0,118,0,0,87,0
Da'shun Hugley,141886,WR,SE LA,10,49.7,0,294,49.0,63.8,48.2,0,0,1,1.2,1.1,100.0,0,0,0,87,0,0,0,175,1,88,0,0,86,0
Terrance Gipson,97413,WR,E ILLINOIS,6,36.0,0,158,67.9,,63.7,0,0,0,0.0,0.0,,0,0,0,86,0,0,0,239,0,153,0,0,86,0
Ry Yates,142432,TE,YALE,6,63.2,0,352,60.6,75.5,61.6,0,0,18,28.6,27.5,100.0,0,0,0,86,0,0,0,136,19,69,0,0,67,105
Jeff Hoenstine,171652,QB,ST FRANCIS,6,48.6,0,299,62.7,,60.1,0,0,0,0.0,0.0,,1,0,0,86,0,0,0,177,0,87,0,0,86,0
Eli Brickhandler,160410,QB,HOUCHR,7,35.0,0,183,57.4,62.2,60.2,0,0,1,0.8,0.8,100.0,1,0,0,86,0,0,0,246,1,131,0,0,85,0
Mariano Birdno,192186,TE,STTHOM,9,50.3,0,1129,49.7,76.0,54.4,0,0,9,10.1,11.5,100.0,3,0,0,86,0,0,0,171,11,96,0,0,75,152
Zachary Dodson-Greene,170698,WR,MONTANA ST,9,74.1,0,233,57.3,,59.8,0,0,0,0.0,0.0,,0,0,0,86,0,0,0,116,0,30,0,0,86,2
Jamario Clements,148567,HB,DUQUESNE,11,25.5,0,155,76.5,81.3,57.1,0,1,68,42.0,41.8,99.3,0,1,0,86,0,0,0,337,71,170,0,0,15,0
C.J. Henry,155870,QB,DELWARE ST,10,36.6,0,152,60.1,,60.1,0,0,0,0.0,0.0,,2,0,0,86,0,0,0,235,0,143,0,0,86,0
Joshua Smith,173215,TE,MORGAN ST,7,76.1,0,235,45.0,76.6,50.6,0,0,6,20.7,18.2,100.0,1,0,0,86,0,0,0,113,6,33,0,0,80,74
Joshua Carter,97142,HB,E KENTUCKY,13,15.8,0,159,85.9,72.6,55.7,1,1,52,20.9,21.7,98.1,1,2,0,86,0,0,0,544,57,263,0,0,29,0
Jake Rubley,144589,QB,ILL STATE,11,44.1,0,188,53.1,,60.0,0,0,0,0.0,0.0,,2,0,0,86,0,0,0,195,0,99,0,0,86,0
Jarel Washington,165123,HB,STHLSK,11,22.7,0,1470,69.2,19.9,45.2,1,7,47,24.9,25.0,91.5,1,8,0,86,0,0,0,379,49,196,0,0,37,0
Joseph Owumi,150517,WR,MORGAN ST,11,63.7,0,235,56.4,,61.1,0,0,0,0.0,0.0,,0,0,0,86,0,0,0,135,0,49,0,0,86,0
Gilbert Deglau,139178,C,VILLANOVA,5,100.0,0,334,50.5,28.8,57.4,1,1,54,100.0,100.0,92.6,0,5,3,86,85,0,0,86,59,59,1,0,27,0
Marquez Bell,123555,WR,FL A&M,12,39.4,0,164,62.6,,67.5,0,0,0,0.0,0.0,,0,0,0,85,0,0,0,216,0,131,0,0,85,0
Jaden Wedderburn,167655,T,PRINCETON,7,100.0,0,272,66.2,60.3,66.3,0,1,45,100.0,100.0,96.7,0,2,1,85,0,0,85,85,47,47,0,0,38,0
Jacardia Wright,99250,HB,MO STATE,12,16.2,1,230,77.3,18.7,63.5,4,6,56,18.5,18.7,91.1,2,10,0,85,0,0,0,526,59,316,0,0,26,0
Carter James,166688,HB,MARIST,10,24.6,1,213,64.1,78.1,58.4,1,1,62,27.4,27.3,96.8,1,3,1,85,0,0,0,345,66,242,0,0,19,0
Isaiah Johnson,185903,WR,W CAROLINA,11,33.6,1,344,69.3,67.1,55.2,0,0,1,0.6,0.6,100.0,3,0,0,85,0,0,0,253,1,169,0,0,84,8
Jeremiah Ratliff,189290,WR,PRVIEW A&M,11,39.4,0,270,65.7,,53.1,0,0,0,0.0,0.0,,0,0,0,85,0,0,0,216,0,131,0,0,85,0
Keynan Richardson-Cook,162154,WR,GEORGETOWN,11,42.9,0,172,59.2,,66.5,0,0,0,0.0,0.0,,0,0,0,85,0,0,0,198,0,113,0,0,85,0
Nick Laboy,148767,WR,DELAWARE,11,38.5,0,151,56.7,,48.4,0,0,0,0.0,0.0,,0,0,0,84,0,0,0,218,0,134,0,0,84,0
Se'Quan Osborne,177042,WR,HOWARD,11,41.8,0,184,62.3,,60.8,0,0,0,0.0,0.0,,2,0,0,84,0,0,0,201,0,117,0,0,84,0
Micah Kelly,97099,HB,SAMFORD,11,27.5,0,282,65.9,81.2,53.6,0,0,41,23.2,23.0,100.0,0,0,0,84,0,0,0,305,42,183,0,0,42,0
Joey Audia,149440,WR,BUTLER,12,49.7,0,127,58.8,,56.8,0,0,0,0.0,0.0,,2,0,0,84,0,0,0,169,0,76,0,0,84,1
Reggie Graff,165710,QB,UTAHTC,12,18.8,0,1285,68.2,,60.3,0,0,0,0.0,0.0,,3,0,0,84,0,0,0,448,0,266,0,0,84,0
Sebastien Saint-Louis,172900,TE,JACKSON ST,13,83.2,0,194,50.7,54.1,56.5,0,1,13,44.8,45.2,96.2,2,1,0,84,0,0,0,101,14,31,0,0,70,94
Breland Curry,172800,G,SE LA,4,100.0,0,294,56.4,24.3,59.3,0,1,25,100.0,100.0,94.0,0,2,1,84,18,0,0,84,25,25,66,0,59,0
Brennan Tormey,172666,TE,FURMAN,9,74.3,0,170,56.5,70.9,43.7,0,0,2,7.1,6.5,100.0,0,0,0,84,0,0,0,113,2,31,0,0,82,95
Xavion Davis,188619,G,JACKSON ST,8,100.0,0,194,56.8,82.2,54.9,0,0,12,100.0,100.0,100.0,0,0,0,84,0,60,0,84,13,13,23,0,71,0
Jason Barnes Jr.,160827,WR,NICHOLLS,10,35.1,0,243,53.4,,61.6,0,0,0,0.0,0.0,,0,0,0,84,0,0,0,239,0,155,0,0,84,0
Caleb Tillman,160572,WR,MOREHEAD,11,52.8,1,234,52.4,,59.9,0,0,0,0.0,0.0,,1,0,0,84,0,0,0,159,0,75,0,0,84,0
Brayden Staggs,139525,G,BRYANT,3,100.0,0,124,57.3,66.4,53.3,1,0,53,100.0,100.0,97.2,0,2,1,84,0,69,0,84,54,54,15,0,30,0
Javonte King,176770,WR,MONTANA ST,7,76.4,0,233,55.9,,61.9,0,0,0,0.0,0.0,,1,0,0,84,0,0,0,110,0,26,0,0,84,0
Levi Linowes,177421,TE,BROWN,7,51.6,0,123,66.0,71.3,66.0,0,0,13,15.1,16.1,100.0,0,0,0,83,0,0,3,161,15,93,0,2,68,116
Carlos Davis,139131,QB,TOWSON,8,39.9,0,317,59.3,,60.0,0,0,0,0.0,0.0,,2,0,0,83,0,0,0,208,0,116,0,0,83,0
Luke Hensley,148308,WR,YNGTOWN ST,6,40.7,0,353,63.6,,73.1,0,0,0,0.0,0.0,,0,0,0,83,0,0,0,204,0,121,0,0,83,0
Evan Brooks,192401,WR,LIUSHAR,7,49.7,0,1298,55.0,,54.3,0,0,0,0.0,0.0,,0,0,0,83,0,0,0,167,0,84,0,0,83,0
Jordan Yates,97416,WR,TENN TECH,12,29.5,0,309,54.8,,53.4,0,0,0,0.0,0.0,,0,0,0,83,0,0,0,281,0,157,0,0,83,0
Alex Delk,149212,G,TENN TECH,8,100.0,0,309,57.0,69.6,53.4,0,0,38,100.0,100.0,100.0,0,0,0,83,0,27,0,83,40,40,56,0,43,0
Brigham Dunphy,165061,WR,STHLSK,8,33.3,0,1470,69.7,,58.2,0,0,0,0.0,0.0,,1,0,0,83,0,0,0,249,0,153,0,0,83,0
Brady Hammonds,192233,QB,VA MILT IN,6,37.4,0,336,58.4,,61.5,0,0,0,0.0,0.0,,2,0,0,83,0,0,0,222,0,134,0,0,83,0
Trevor Wilson,159921,TE,ROB MORRIS,11,62.9,0,277,57.0,37.0,53.3,0,1,6,11.1,16.9,91.7,2,1,0,83,0,0,0,132,10,59,0,0,73,91
Cole Pruett,158519,WR,E WASHGTON,11,52.9,0,161,57.9,,64.8,0,0,0,0.0,0.0,,0,0,0,82,0,0,0,155,0,73,0,0,82,0
Donovan Weatherly,177655,TE,DAYTON,10,60.7,0,150,69.0,65.5,64.6,0,0,1,1.9,1.9,100.0,0,0,0,82,0,0,0,135,1,54,0,0,81,48
Malik Knight,159944,WR,W CAROLINA,12,30.0,1,344,66.8,,46.3,0,0,0,0.0,0.0,,3,0,0,82,0,0,0,273,0,191,0,0,82,0
Kadin Zlacki-Johnson,185527,G,MORGAN ST,3,100.0,0,235,53.7,69.4,51.0,0,1,27,100.0,100.0,98.1,0,1,0,82,0,64,0,82,27,27,18,0,55,0
Tyler Nix,174573,TE,TENN TECH,12,48.2,0,309,59.9,41.2,55.2,0,0,6,6.9,6.4,100.0,0,0,0,82,0,0,0,170,6,94,0,0,76,91
John Anthony Jr.,161487,WR,LNDNWD,9,48.5,0,949,59.3,,63.4,0,0,0,0.0,0.0,,2,0,0,82,0,0,0,169,0,87,0,0,82,0
Cam'Ron Richardson,178511,G,ALCORN ST,10,100.0,0,107,56.8,29.2,58.2,0,2,15,100.0,100.0,93.3,0,2,0,82,0,7,0,82,16,16,39,0,66,0
Chandler Wilson,177935,QB,VA MILT IN,8,35.7,0,336,41.3,62.2,60.4,0,0,1,0.7,0.7,100.0,2,0,0,82,0,0,0,230,1,138,0,0,81,0
Mason Buttel-Strong,170675,G,E WASHGTON,5,100.0,0,161,49.5,44.1,52.4,0,2,34,100.0,100.0,97.1,2,2,0,82,0,41,0,82,34,34,41,0,48,0
Jai Boyd,177940,WR,W CAROLINA,9,36.3,0,344,65.4,,69.5,0,0,0,0.0,0.0,,1,0,0,82,0,0,0,226,0,144,0,0,82,0
Patrick Williams II,163278,WR,GRAMBLING,11,87.2,0,177,56.0,,67.2,0,0,0,0.0,0.0,,1,0,0,82,0,0,0,94,0,12,0,0,82,1
Ty Yocum,168361,TE,MERRIMACK,4,83.5,0,385,90.4,39.3,83.0,1,0,6,27.3,27.3,91.7,1,1,0,81,0,0,0,97,6,22,0,0,75,82
Branson Adams,150005,HB,W CAROLINA,12,16.5,0,344,76.5,24.3,78.1,3,4,57,17.6,18.0,93.9,0,7,0,81,0,0,0,492,61,339,0,0,20,1
Josiah Sagale,71554,G,IDAHO ST,5,100.0,0,186,45.4,14.9,58.4,0,3,55,100.0,100.0,97.3,1,3,0,81,0,72,0,81,57,57,7,0,24,0
TK Marshall,125298,HB,N DAK ST,16,31.4,0,250,67.1,50.9,65.9,1,2,33,21.6,22.3,89.4,1,5,2,81,0,0,0,258,37,166,0,0,44,0
Dalton Restelli,177832,TE,CHATTNOOGA,8,73.6,0,137,59.1,75.5,69.2,0,0,15,34.1,35.6,100.0,0,0,0,81,0,0,1,110,16,45,0,0,65,81
Darvon Hubbard,124320,HB,N ARIZONA,11,26.9,0,252,71.7,33.0,52.9,2,3,43,27.4,27.4,94.2,0,5,0,81,0,0,0,301,45,164,0,0,36,2
Van Weber,193276,QB,ALBANY,3,34.0,0,106,56.1,,60.2,0,0,0,0.0,0.0,,0,0,0,81,0,0,0,238,0,152,0,0,81,0
Gabriel Abel,165294,HB,STTHOM,9,37.2,0,1129,55.4,43.0,46.4,1,4,53,46.1,45.8,95.3,0,5,0,81,0,0,0,218,55,120,0,0,26,0
Jo'Shon Barbie,160174,HB,MCNEESE,12,22.4,0,217,65.6,64.7,62.8,0,2,42,25.1,24.6,97.6,0,2,0,81,0,0,0,362,43,175,0,0,38,0
Ike Ojukwu,186223,G,TXAMEA,4,100.0,0,1139,64.2,72.0,66.0,0,0,41,100.0,100.0,97.6,1,1,1,81,0,0,0,81,43,43,81,0,38,0
Antonio Martin,156308,HB,SE LA,12,16.8,0,294,77.7,63.2,54.2,1,1,43,21.8,22.1,97.7,2,2,0,81,0,0,0,482,47,213,0,0,34,1
Najih Rahman,177432,WR,BROWN,10,38.2,0,123,55.5,,35.1,0,0,0,0.0,0.0,,1,0,0,81,0,0,0,212,0,131,0,0,81,9
A.J. Coons,138298,WR,S DAKOTA,13,50.9,0,291,66.5,,65.9,0,0,0,0.0,0.0,,1,0,0,81,0,0,0,159,0,78,0,0,81,22
Deyandre Ruffin,184287,WR,SCAR STATE,11,38.3,0,290,66.1,,47.7,0,0,0,0.0,0.0,,0,0,0,80,0,0,0,209,0,128,0,0,80,0
Eli Stewart,143181,FB,DRAKE,12,74.1,0,153,54.8,79.7,50.9,0,0,13,33.3,31.7,100.0,0,0,0,80,0,0,0,108,13,41,0,0,67,15
Marcus Yarns,142272,HB,DELAWARE,9,22.5,1,151,84.9,61.2,56.4,0,2,52,27.1,28.9,96.2,1,3,1,80,0,0,0,356,58,201,0,0,22,0
Seth Cromwell,185002,HB,N ARIZONA,12,22.6,0,252,79.6,59.9,53.2,1,3,30,17.6,18.3,93.3,1,4,0,80,0,0,0,354,33,180,0,0,47,0
Taki Dadiotis,182782,C,SAN DIEGO,5,100.0,0,283,54.2,49.6,55.2,0,2,33,100.0,100.0,97.0,0,2,0,80,77,0,0,80,35,35,0,0,45,1
Joe Kerbacher,186634,WR,MERCYHURST,7,30.9,1,977,62.5,,57.5,0,0,0,0.0,0.0,,1,0,0,80,0,0,0,259,0,174,0,0,80,1
Ryder MacGillivray,157629,WR,N COLORADO,9,46.2,0,253,62.2,,61.1,0,0,0,0.0,0.0,,0,0,0,80,0,0,0,173,0,93,0,0,80,4
Ashton Maples,138129,WR,TENN TECH,11,31.9,0,309,59.1,,73.3,0,0,0,0.0,0.0,,0,0,0,80,0,0,0,251,0,171,0,0,80,3
Justin Franklin,147951,WR,E TENN ST,9,50.6,1,157,56.3,,63.2,0,0,0,0.0,0.0,,1,0,0,80,0,0,0,158,0,78,0,0,80,0
Eden James,160531,HB,HOWARD,12,24.3,0,184,68.2,73.6,51.7,0,1,23,14.3,14.0,97.8,0,1,0,80,0,0,0,329,24,172,0,0,56,0
Mark Bails,186349,WR,SO UTAH,4,49.1,0,298,69.3,,63.5,0,0,0,0.0,0.0,,0,0,0,80,0,0,0,163,0,82,0,0,80,0
Karl Khuns,174489,TE,CENT CT ST,11,93.0,0,133,53.2,74.4,56.8,0,0,9,60.0,62.5,100.0,1,0,0,80,0,0,0,86,10,16,0,0,70,65
Sean O'Brien,186138,TE,CENT CT ST,5,50.6,0,133,56.2,72.8,55.1,0,0,13,15.3,14.4,100.0,0,0,0,79,0,0,0,156,13,90,0,0,66,111
Devin Hester Jr.,185849,WR,FURMAN,11,38.2,0,170,60.8,,63.1,0,0,0,0.0,0.0,,1,0,0,79,0,0,0,207,0,128,0,0,79,0
Torbyn Eakins,172136,T,MOREHEAD,3,100.0,0,234,63.3,74.6,57.3,0,1,38,100.0,100.0,98.7,0,1,0,79,0,0,0,79,39,39,0,76,40,3
Albert Thomas,189291,WR,PRVIEW A&M,11,57.7,0,270,58.6,64.4,63.3,0,0,1,1.7,1.7,100.0,1,0,0,79,0,0,0,137,1,59,0,0,78,6
Malachi Hosley,177483,HB,PENN,10,17.8,0,267,88.7,56.4,49.0,1,0,34,17.4,19.2,95.6,0,2,1,79,0,0,0,444,41,213,0,0,38,0
Nick Dalessandro,160460,T,COLGATE,10,98.8,0,142,47.4,28.2,50.6,0,0,16,100.0,94.1,100.0,2,0,0,79,0,0,0,80,16,17,6,60,63,13
Josh Rillos,188651,WR,UTAHTC,7,29.9,0,1285,58.9,43.2,65.0,0,0,0,0.0,0.0,,1,0,0,79,0,0,0,264,0,185,0,0,79,0
Malcolm Terry II,121873,HB,COLUMBIA,10,33.6,0,145,76.0,58.0,59.1,0,3,51,40.2,40.5,97.1,0,3,0,79,0,0,0,235,53,131,0,0,26,0
Quincy Craig,159061,HB,PORTLAND,11,18.4,0,269,74.0,54.8,58.5,0,2,13,5.7,5.2,92.3,2,2,0,79,0,0,0,429,13,248,0,0,66,1
Reed Dexter,149657,WR,MARIST,10,30.9,0,213,54.3,,67.1,0,0,0,0.0,0.0,,0,0,0,79,0,0,0,256,0,177,0,0,79,0
Jack Coulson,102593,WR,VALPO,11,43.2,0,332,58.7,,60.1,0,0,0,0.0,0.0,,0,0,0,79,0,0,0,183,0,104,0,0,79,0
Jake Cox,141549,TE,IDAHO,5,69.3,0,185,63.9,49.5,64.4,0,1,13,28.3,27.1,96.2,0,1,0,79,0,0,0,114,13,48,0,0,66,94
Braden Contreras,143255,WR,ILL STATE,12,56.4,0,188,58.6,,65.6,0,0,0,0.0,0.0,,0,0,0,79,0,0,0,140,0,61,0,0,79,0
Shontrail Key,131580,T,INCAR WORD,4,100.0,0,189,58.7,65.5,60.4,0,0,32,100.0,100.0,100.0,1,0,0,78,0,0,11,78,33,33,0,67,45,0
Sam Hicks,158584,HB,ABILENE CH,14,12.2,0,100,81.6,58.0,45.2,1,3,55,14.2,14.8,96.4,0,4,0,78,0,0,0,638,60,405,0,0,18,5
Shane Willenbring,192050,C,S DAK ST,6,100.0,0,292,62.0,72.9,59.1,0,1,27,100.0,100.0,98.1,0,1,0,78,73,5,0,78,30,30,0,0,48,0
Jay Jones,134762,WR,S ILLINOIS,8,36.8,0,295,54.2,,74.3,0,0,0,0.0,0.0,,1,0,0,78,0,0,0,212,0,134,0,0,78,0
Stacy Dobbins,185107,WR,UC DAVIS,14,39.6,0,322,63.7,,66.2,0,0,0,0.0,0.0,,0,0,0,78,0,0,0,197,0,117,0,0,78,1
Nick Edwards,146939,G,TENN MARTN,9,100.0,0,310,60.5,80.3,56.7,0,0,29,100.0,100.0,100.0,0,0,0,78,0,78,0,78,32,32,0,0,46,0
Marquis Harris,163464,TE,GRAMBLING,12,47.0,0,177,62.2,68.8,41.5,0,0,2,2.3,2.2,100.0,2,0,0,78,0,0,0,166,2,90,0,0,76,128
Malik Dotson,176744,HB,E WASHGTON,9,31.7,0,161,84.5,63.2,63.7,0,2,14,15.4,14.7,92.9,0,2,0,78,0,0,0,246,14,95,0,0,64,0
Ethan Wright,123587,HB,YNGTOWN ST,11,21.2,0,353,77.3,51.3,70.0,0,1,30,17.0,16.8,98.3,0,1,0,78,0,0,0,368,31,184,0,0,47,4
Alex Geraci,148847,TE,DARTMOUTH,10,56.1,0,148,52.9,70.1,58.1,0,0,4,6.7,6.2,100.0,1,0,0,78,0,0,0,139,4,65,0,0,74,68
Kevin Johnson,103968,WR,HAMPTON,5,54.2,0,178,65.9,,51.7,0,0,0,0.0,0.0,,0,0,0,78,0,0,0,144,0,66,0,0,78,0
Zay Perkins,159212,WR,TOWSON,11,31.2,0,317,57.9,,73.1,0,0,0,0.0,0.0,,0,0,0,78,0,0,0,250,0,172,0,0,78,2
Mason Hackett,177628,HB,DAYTON,11,21.6,0,150,68.1,35.3,47.9,0,5,70,42.4,42.8,93.6,0,7,2,78,0,0,0,361,74,173,0,0,4,0
Danny Joiner,147316,TE,SE MO ST,3,44.3,0,293,46.6,70.1,61.1,0,0,8,8.2,7.6,100.0,2,0,0,77,0,0,0,174,8,105,0,0,69,153
Jamison Warren,150563,WR,NC A&T,7,32.4,0,246,61.2,44.9,47.2,0,0,0,0.0,0.0,,0,0,0,77,0,0,0,238,0,160,0,0,77,0
Adyn Wilkinson,192909,TE,SE LA,10,76.2,0,294,56.2,69.9,62.0,0,0,7,23.3,22.6,100.0,0,0,0,77,0,0,0,101,7,31,0,0,70,78
BJ Curry,178528,HB,ARKAPB,11,19.4,0,112,70.6,63.5,52.8,1,3,45,19.7,20.7,95.6,0,4,0,77,0,0,0,397,50,241,0,0,27,0
Charlie Vliem,158976,G,IDAHO,2,100.0,0,185,60.3,63.2,58.2,0,0,44,100.0,100.0,97.7,1,1,1,77,0,0,0,77,47,47,77,0,30,0
Jacob Trimble,176780,WR,MONTANA ST,8,64.7,0,233,57.4,,60.7,0,0,0,0.0,0.0,,0,0,0,77,0,0,0,119,0,41,0,0,77,7
Marco Maldonado,160469,HB,COLGATE,12,20.2,0,142,62.4,77.7,53.8,0,1,47,18.4,18.8,98.9,0,1,0,77,0,0,0,381,49,261,0,0,28,2
Chris Colby,186385,WR,VILLANOVA,11,39.1,0,334,65.0,,65.8,0,0,0,0.0,0.0,,1,0,0,77,0,0,0,197,0,120,0,0,77,0
Hess Horne,148110,QB,MERCER,6,61.1,0,219,41.9,,60.1,0,0,0,0.0,0.0,,0,0,0,77,0,0,0,126,0,48,0,0,77,0
Frank Moss,189235,G,GRAMBLING,7,100.0,0,177,54.1,43.9,54.2,0,2,30,100.0,100.0,96.7,0,2,0,77,0,0,0,77,31,31,77,0,46,0
Zy'Terrio Lee,172843,T,ALABAMA ST,6,100.0,0,105,62.3,77.7,55.1,0,2,34,100.0,100.0,97.1,0,2,0,76,0,0,0,76,36,36,0,76,40,0
Darius Hale,150185,HB,CENT ARK,12,21.5,0,132,76.7,37.3,44.1,0,3,46,26.4,27.3,94.6,2,4,1,76,0,0,0,353,50,183,0,0,26,31
Griffin Edwards,150676,TE,STF AUSTIN,6,73.1,0,301,53.4,54.1,62.2,0,1,15,35.7,34.9,96.7,0,1,0,76,0,0,0,104,15,43,0,0,61,84
J'Mari Taylor,150482,HB,NC CENT,11,15.7,0,247,86.3,71.9,57.9,1,0,48,19.8,20.0,99.0,0,1,0,76,0,0,0,484,51,255,0,0,25,0
Allen Middleton,171504,WR,S ILLINOIS,12,23.0,0,295,69.2,75.9,55.8,0,0,2,0.9,0.9,100.0,1,0,0,76,0,0,0,330,2,230,0,0,74,1
Brayden Latham,170591,HB,E KENTUCKY,13,23.2,0,159,70.8,73.4,56.2,0,3,33,25.2,26.4,95.5,0,3,0,76,0,0,0,327,39,148,0,0,37,0
Rushawn Baker,149262,HB,ELON,12,17.2,1,162,71.8,44.3,57.5,1,3,48,21.8,20.9,93.7,1,5,1,76,0,0,0,441,48,230,0,0,28,0
Michael Rostberg,172172,QB,STTHOM,10,36.0,0,1129,32.6,,60.0,0,0,0,0.0,0.0,,3,0,0,76,0,0,0,211,0,122,0,0,76,0
Alex Flores,86295,QB,MCNEESE,4,53.1,0,217,69.6,,60.0,0,0,0,0.0,0.0,,0,0,0,76,0,0,0,143,0,63,0,0,76,0
Eli Mirza,171752,WR,E ILLINOIS,6,32.8,0,158,64.4,63.6,60.3,0,0,1,0.7,0.6,100.0,0,0,0,76,0,0,0,232,1,156,0,0,75,0
Tymere Robinson,153308,HB,HAMPTON,12,25.9,0,178,73.6,20.7,64.6,1,3,11,9.7,10.7,81.8,0,4,0,76,0,0,0,293,13,121,0,0,63,2
Jordan McGill,150461,G,NC CENT,7,100.0,0,247,50.6,54.1,49.0,0,0,26,100.0,100.0,100.0,0,0,0,76,0,10,35,76,27,27,29,0,49,0
