player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Trey Clark,189306,HB,STETSON,11,27.0,0,302,77.1,78.9,66.0,1,1,64,34.0,34.7,98.4,1,2,0,76,0,0,0,282,69,199,0,0,7,0
Robert McMinn,150805,WR,ALABAMA ST,12,46.9,0,105,67.7,,78.7,0,0,0,0.0,0.0,,1,0,0,75,0,0,0,160,0,83,0,0,75,0
Luke Hansen,177629,HB,DAYTON,6,35.2,0,150,67.8,62.8,42.1,2,0,62,56.4,56.8,98.4,0,2,0,75,0,0,0,213,67,118,0,0,8,0
Kevin White,178287,QB,NC A&T,4,42.4,0,246,73.9,,60.0,0,0,0,0.0,0.0,,1,0,0,75,0,0,0,177,0,92,0,0,75,0
Joe Johnson,196884,T,SCAR STATE,8,100.0,0,290,65.8,74.9,60.9,0,3,31,100.0,100.0,95.2,0,3,0,75,0,0,37,75,33,33,0,36,42,0
Laquan Veney,147305,WR,NC A&T,11,28.3,0,246,59.0,,58.6,0,0,0,0.0,0.0,,0,0,0,75,0,0,0,265,0,190,0,0,75,0
Pauly Seeley V,178692,QB,WOFFORD,5,36.9,0,350,60.7,,60.0,0,0,0,0.0,0.0,,0,0,0,75,0,0,0,203,0,122,0,0,75,0
Grant Robinson,149893,HB,FURMAN,11,32.1,0,170,60.3,65.2,46.3,0,2,53,40.5,41.9,90.6,0,6,4,75,0,0,0,234,57,136,0,0,18,0
Malique Leatherbury,177052,WR,MORGAN ST,12,27.0,0,235,60.5,,60.4,0,0,0,0.0,0.0,,1,0,0,75,0,0,0,278,0,201,0,0,75,0
Plez Lawrence,159371,HB,INDIANA ST,11,24.2,0,191,65.1,81.6,53.3,0,0,32,21.5,21.3,100.0,0,0,0,75,0,0,0,310,34,160,0,0,41,0
Kamal Harris,191722,G,CORNELL,2,100.0,0,147,55.5,59.2,52.6,0,1,43,100.0,100.0,98.8,0,1,0,74,0,46,0,74,46,46,28,0,28,0
Ke'Nard King,160134,WR,NWSTATE,8,35.1,1,257,62.4,,41.6,0,0,0,0.0,0.0,,1,0,0,74,0,0,0,211,0,133,0,0,74,0
Chance Wilson,170708,QB,MONTANA ST,8,58.7,0,233,71.3,,60.0,0,0,0,0.0,0.0,,1,0,0,74,0,0,0,126,0,28,0,0,74,0
Brendan Cassamajor,149290,HB,COLGATE,12,51.0,0,142,74.8,55.4,68.1,0,0,21,42.0,41.2,100.0,0,0,0,74,0,0,0,145,21,51,0,0,53,0
Charlie Pietrosante,177431,T,BROWN,2,100.0,0,123,57.9,50.1,59.8,0,2,43,100.0,100.0,95.3,0,3,1,74,0,7,0,74,46,46,0,66,28,0
B.J. Fleming,164418,WR,N ARIZONA,8,42.5,0,252,69.7,,58.8,0,0,0,0.0,0.0,,0,0,0,74,0,0,0,174,0,97,0,0,74,0
Jayden Clerveaux,177373,HB,HOLY CROSS,12,21.0,0,181,79.1,85.2,58.8,0,0,45,37.2,37.5,100.0,3,0,0,74,0,0,0,353,48,128,0,0,26,0
James Louis,139438,HB,MOREHEAD,12,31.6,0,234,71.5,86.3,49.4,0,0,53,44.2,46.5,100.0,0,0,0,74,0,0,0,234,59,127,0,0,15,0
Michael Nesbit,177428,WR,BROWN,10,37.2,0,123,53.8,,62.9,0,0,0,0.0,0.0,,0,0,0,74,0,0,0,199,0,125,0,0,74,4
Tyler Daniels,186211,WR,TXAMEA,12,19.0,0,1139,57.2,63.1,67.0,0,0,1,0.3,0.3,100.0,1,0,0,74,0,0,0,390,1,317,0,0,73,0
Gabe Rosen,189144,T,VALPO,6,100.0,0,332,52.0,50.9,57.0,0,2,33,100.0,100.0,90.9,1,4,2,74,0,0,0,74,34,34,0,72,40,1
Kendric Rhymes,167130,HB,SOUTHERN U,13,20.6,0,297,74.0,81.5,49.2,0,1,43,23.5,23.0,96.5,2,2,1,73,0,0,0,355,44,191,0,0,29,0
TJ Cadden,171948,WR,BUCKNELL,9,31.3,0,125,73.3,,47.0,0,0,0,0.0,0.0,,0,0,0,73,0,0,0,233,0,160,0,0,73,0
Marcus Libman,148710,WR,COLUMBIA,10,31.2,0,145,69.1,,59.6,0,0,0,0.0,0.0,,1,0,0,73,0,0,0,234,0,161,0,0,73,1
Connor Wisham,169024,HB,PRVIEW A&M,9,30.8,0,270,69.9,54.0,53.9,2,1,50,38.8,40.4,97.0,0,3,0,73,0,0,0,237,57,141,0,0,16,0
Kevin Schaeffer,129904,TE,RHODE ISLD,8,75.3,0,274,49.6,51.1,64.7,1,0,11,32.4,31.4,95.5,0,1,0,73,0,0,0,97,11,35,0,0,62,92
Thomas Schulte,164813,C,MO STATE,6,100.0,0,230,57.3,70.9,54.2,0,2,33,100.0,100.0,93.9,0,3,1,73,45,0,0,73,34,34,28,0,39,0
Logan Wong,172146,G,MOREHEAD,3,100.0,0,234,67.8,49.1,76.9,0,5,50,100.0,100.0,95.0,0,5,0,73,0,0,0,73,51,51,45,26,22,2
Derek Harden Jr.,134760,G,S ILLINOIS,2,100.0,0,295,66.8,84.3,62.3,0,1,41,100.0,100.0,98.8,0,1,0,73,0,73,0,73,43,43,0,0,30,0
Zyion Claville,162954,WR,TEXAS STHN,6,48.3,0,313,50.4,,62.7,0,0,0,0.0,0.0,,0,0,0,72,0,0,0,149,0,77,0,0,72,0
Mark Biggins,105649,HB,CAMPBELL,8,27.0,0,131,67.4,84.7,59.1,0,0,26,21.3,20.3,100.0,0,0,0,72,0,0,0,267,27,133,0,0,45,0
Blake Youngblood,163931,WR,HOLY CROSS,9,65.5,0,181,59.1,,70.6,0,0,0,0.0,0.0,,0,0,0,72,0,0,0,110,0,38,0,0,72,4
Jakolby Longino,145488,QB,LAMAR,9,43.6,0,204,59.6,,60.1,0,0,0,0.0,0.0,,1,0,0,72,0,0,0,165,0,67,0,0,72,0
Duncan Johnson III,177871,T,SAMFORD,8,100.0,0,282,35.2,26.8,44.7,1,3,34,100.0,100.0,91.2,1,5,1,72,0,0,67,72,36,36,0,0,36,4
Jawaun Northington,165194,HB,MURRAY ST,12,27.0,0,236,79.1,65.2,55.9,0,2,29,27.6,26.3,96.6,0,2,0,72,0,0,0,267,30,114,0,0,42,0
ShunDerrick Powell,154768,HB,CENT ARK,11,16.6,0,132,86.2,60.4,56.5,0,3,38,16.7,17.5,93.4,0,4,1,72,0,0,0,434,42,240,0,0,30,2
Jonah Brewster,98514,G,HOUCHR,6,100.0,0,183,54.6,83.3,51.0,0,0,22,100.0,100.0,100.0,0,0,0,72,11,4,0,72,23,23,43,14,49,0
Shen Butler Lawson Jr,134539,HB,INDIANA ST,12,21.9,0,191,63.7,57.6,58.1,0,2,27,17.9,17.4,96.3,0,2,0,72,0,0,0,329,28,161,0,0,44,0
John Barr,181146,WR,NWSTATE,9,52.2,0,257,58.2,,61.0,0,0,0,0.0,0.0,,1,0,0,71,0,0,0,136,0,65,0,0,71,1
Xavier Harris,86420,WR,MONTANA,14,30.9,0,232,71.4,,68.3,0,0,0,0.0,0.0,,2,0,0,71,0,0,0,230,0,145,0,0,71,1
Dylan McFadden,149401,WR,LEHIGH,7,44.9,0,205,58.5,,53.3,0,0,0,0.0,0.0,,0,0,0,71,0,0,0,158,0,87,0,0,71,0
Landon Cooper,184992,TE,E WASHGTON,10,84.5,0,161,55.9,77.5,63.3,0,0,4,23.5,27.8,100.0,1,0,0,71,0,0,0,84,5,18,0,0,66,78
Khalil James-Ware,143330,T,MS VLY ST,6,100.0,0,228,27.5,0.0,61.0,2,10,46,100.0,100.0,87.0,0,12,0,71,0,0,11,71,48,48,2,50,23,7
X'Zavion Evans,174273,HB,NORFOLK,10,32.6,0,244,68.0,66.6,57.8,0,3,35,42.2,42.7,95.7,0,3,0,71,0,0,0,218,38,89,0,0,33,0
Matt D'Avino,185687,WR,LEHIGH,12,44.1,0,205,59.5,,79.5,0,0,0,0.0,0.0,,1,0,0,71,0,0,0,161,0,90,0,0,71,0
John Holbrook,172652,WR,FURMAN,10,33.0,0,170,59.9,,44.5,0,0,0,0.0,0.0,,0,0,0,71,0,0,0,215,0,144,0,0,71,1
Kordell Rodgers,197519,TE,TEXAS STHN,10,57.4,0,313,64.7,71.7,51.0,0,0,4,7.5,7.1,100.0,0,0,0,70,0,0,0,122,4,56,0,0,66,85
Mason Pierce,104954,WR,INCAR WORD,14,23.3,0,189,54.7,,52.8,0,0,0,0.0,0.0,,2,0,0,70,0,0,0,300,0,228,0,0,70,1
Alex Herrera,185214,TE,E ILLINOIS,3,43.5,0,158,70.8,70.0,65.0,0,0,4,4.3,5.2,100.0,0,0,0,70,0,0,0,161,5,96,0,0,65,37
Adrian Green,155922,WR,HOUCHR,10,41.2,1,183,53.9,,53.6,0,0,0,0.0,0.0,,1,0,0,70,0,0,0,170,0,99,0,0,70,0
Josh Fillion,164583,WR,NEW HAMP,12,40.0,1,240,52.3,,50.0,0,0,0,0.0,0.0,,1,0,0,70,0,0,0,175,0,105,0,0,70,2
Alex Jones,185968,T,DAVIDSON,5,100.0,0,149,71.5,55.4,71.2,0,1,23,100.0,100.0,93.5,0,2,1,70,0,0,34,70,23,23,0,36,47,0
Coleon Smith,130480,T,S ILLINOIS,4,100.0,0,295,58.7,58.9,56.8,0,3,37,100.0,100.0,95.9,0,3,0,70,0,0,69,70,40,40,0,0,30,0
Cody Brackeen,168058,G,MCNEESE,5,100.0,0,217,62.0,68.1,60.2,0,0,26,100.0,100.0,100.0,0,0,0,70,0,1,1,70,28,28,63,4,42,1
Koby Keenan,178093,TE,BRYANT,12,45.2,0,124,43.8,35.2,49.3,2,1,15,16.1,16.7,90.0,1,3,0,70,0,0,0,155,17,102,0,0,53,120
A'Ceon Cobb,156521,WR,FL A&M,7,36.5,0,164,64.3,,62.3,0,0,0,0.0,0.0,,2,0,0,70,0,0,0,192,0,122,0,0,70,0
Tye Edwards,158816,HB,N IOWA,12,17.0,0,255,82.2,68.4,54.7,0,1,21,11.1,11.8,92.9,0,2,1,69,0,0,0,407,24,203,0,0,45,0
Elias Batten,142519,G,LIUSHAR,8,100.0,0,1298,46.5,76.2,48.3,0,1,29,100.0,100.0,98.3,2,1,0,69,0,0,16,69,31,31,44,0,38,9
Caden Meis,106703,HB,N COLORADO,11,26.3,0,253,66.3,77.4,53.1,0,0,14,12.8,13.9,100.0,0,0,0,69,0,0,0,262,16,115,0,0,53,0
Jack Purdy,178689,WR,WOFFORD,9,37.5,0,350,60.0,,58.8,0,0,0,0.0,0.0,,0,0,0,69,0,0,0,184,0,115,0,0,69,0
Thomas Grippo,123387,C,LAFAYETTE,2,100.0,0,203,62.2,57.9,61.9,0,0,41,100.0,100.0,97.6,0,1,1,69,69,0,0,69,45,45,0,0,24,0
Zaire Cooper,149671,G,HOWARD,2,100.0,0,184,60.8,79.3,54.6,0,1,42,100.0,100.0,98.8,0,1,0,69,4,65,0,69,43,43,0,0,26,0
Nick Johnson,193062,WR,TXAMEA,4,36.5,0,1139,58.1,,49.9,0,0,0,0.0,0.0,,0,0,0,69,0,0,0,189,0,120,0,0,69,0
Kheagian Heckaman,163238,TE,TENN STATE,13,79.3,0,308,55.5,70.0,59.0,0,0,3,14.3,14.3,100.0,0,0,0,69,0,0,0,87,3,21,0,0,66,71
Luke Sprague,108964,QB,BETH COOK,4,51.9,0,119,81.2,,60.0,0,0,0,0.0,0.0,,0,0,0,69,0,0,0,133,0,59,0,0,69,0
Jordan Garrison,170642,WR,CAL POLY,9,33.7,0,129,59.1,,65.7,0,0,0,0.0,0.0,,0,0,0,69,0,0,0,205,0,136,0,0,69,2
Alexis Sanchez,164434,G,N ARIZONA,5,100.0,0,252,83.9,22.9,86.2,1,1,13,100.0,100.0,92.3,0,2,0,69,0,51,0,69,14,14,17,0,55,1
Johnathan Arellano,159596,T,E ILLINOIS,3,100.0,0,158,50.9,48.7,50.7,0,2,35,100.0,100.0,97.1,0,2,0,69,0,0,68,69,39,39,0,0,30,0
Cinsere Clark,155641,WR,ST FRANCIS,4,50.4,0,299,53.1,,59.4,0,0,0,0.0,0.0,,0,0,0,69,0,0,0,137,0,68,0,0,69,0
Jaden Green,185693,HB,LEHIGH,13,20.9,0,205,73.7,60.5,60.2,0,2,23,17.6,17.3,95.7,1,2,0,68,0,0,0,326,24,139,0,0,44,0
Will Thompson V,164113,C,STF AUSTIN,4,100.0,0,301,64.4,79.8,61.2,0,0,14,100.0,100.0,100.0,0,0,0,68,68,0,0,68,16,16,0,0,52,0
Da'Kendall James,84158,WR,TOWSON,6,38.9,0,317,51.8,,46.8,0,0,0,0.0,0.0,,3,0,0,68,0,0,0,175,0,107,0,0,68,0
Steve Hall,171764,HB,LNDNWD,12,22.8,0,949,81.2,88.1,53.2,0,0,32,21.8,22.6,100.0,0,0,0,68,0,0,0,298,35,155,0,0,33,0
Ha'Keem Monroe,161881,WR,CITADEL,8,60.7,0,139,47.8,,51.4,0,0,0,0.0,0.0,,0,0,0,68,0,0,0,112,0,44,0,0,68,0
Kyle Wickersham,148418,QB,RICHMOND,3,39.5,0,276,73.8,62.2,60.0,0,0,1,1.4,1.3,100.0,1,0,0,68,0,0,0,172,1,76,0,0,67,0
Santos Valdez,181614,G,TXAMEA,3,100.0,0,1139,58.4,58.5,55.8,0,2,52,100.0,100.0,98.1,0,2,0,68,9,47,0,68,55,55,12,0,13,0
Javion Phelps,148203,WR,S DAKOTA,14,38.6,0,291,69.4,,74.5,0,0,0,0.0,0.0,,0,0,0,68,0,0,0,176,0,108,0,0,68,0
Demari Davis,192925,WR,W ILLINOIS,9,27.8,0,345,71.4,,46.9,0,0,0,0.0,0.0,,2,0,0,68,0,0,0,245,0,173,0,0,68,0
Mason McSweeney,191902,TE,HOLY CROSS,10,87.2,0,181,62.3,66.6,63.4,0,0,2,16.7,16.7,100.0,0,0,0,68,0,0,0,78,2,12,0,0,66,33
Colin Melendez,186651,TE,MERCYHURST,7,58.1,0,977,43.1,59.1,49.9,0,1,6,11.3,12.5,91.7,0,1,0,68,0,0,0,117,7,56,0,0,61,87
Leon Evans,186150,G,IDAHO,6,100.0,0,185,57.5,81.7,56.3,0,0,36,100.0,100.0,100.0,1,0,0,68,23,0,0,68,37,37,42,0,31,0
Edan Stagg,159256,WR,COLUMBIA,6,31.9,0,145,69.6,,52.2,0,0,0,0.0,0.0,,0,0,0,68,0,0,0,213,0,143,0,0,68,0
Jackson Williams,192004,WR,N DAK ST,13,47.9,0,250,69.8,,60.3,0,0,0,0.0,0.0,,0,0,0,67,0,0,0,140,0,70,0,0,67,0
Peter Costelli,146432,QB,N COLORADO,3,39.2,0,253,71.8,,60.3,0,0,0,0.0,0.0,,0,0,0,67,0,0,0,171,0,87,0,0,67,0
Dwayne McGee,188561,HB,MERCER,14,15.2,0,219,82.8,61.6,55.1,1,1,36,21.2,21.0,94.4,0,3,1,67,0,0,0,440,37,176,0,0,30,0
Amauri Pesek-Hickson,122573,HB,N IOWA,11,21.6,0,255,73.4,55.1,60.9,1,2,26,15.5,16.7,94.2,2,3,0,67,0,0,0,310,29,174,0,0,38,1
Tyler Macon,146873,WR,ALCORN ST,9,41.4,0,107,67.3,,64.7,0,0,0,0.0,0.0,,0,0,0,67,0,0,0,162,0,77,0,0,67,0
Alex Ramirez,175125,C,IDAHO ST,2,100.0,0,186,63.5,69.3,59.5,0,2,48,100.0,100.0,97.9,0,2,0,67,67,0,0,67,52,52,0,0,15,0
Joshua Harris,149887,WR,FURMAN,3,40.1,0,170,71.1,,60.7,0,0,0,0.0,0.0,,1,0,0,67,0,0,0,167,0,100,0,0,67,0
Colter Lynch,172926,G,ABILENE CH,5,100.0,0,100,63.3,31.7,75.1,0,4,44,100.0,100.0,95.5,0,4,0,67,0,57,1,67,49,49,8,0,18,0
Barika Kpeenu,148156,HB,N DAK ST,16,18.9,0,250,72.0,38.6,72.4,0,1,27,16.0,15.1,98.1,0,1,0,67,0,0,0,354,27,179,0,0,40,0
Myles Parker,149765,WR,ALAB A&M,8,33.3,0,104,54.7,,60.2,0,0,0,0.0,0.0,,0,0,0,67,0,0,0,201,0,126,0,0,67,0
Tristen Riley,148550,WR,BRYANT,8,30.6,0,124,67.1,,55.6,0,0,0,0.0,0.0,,1,0,0,67,0,0,0,219,0,152,0,0,67,1
Q'Daryius Jennings,151215,HB,MURRAY ST,11,23.8,0,236,74.3,86.7,52.8,0,0,19,13.7,13.6,100.0,0,0,0,67,0,0,0,282,20,147,0,0,47,0
Ryan O'Connor,155510,QB,DELAWARE,3,31.6,0,151,70.8,,60.0,0,0,0,0.0,0.0,,0,0,0,67,0,0,0,212,0,138,0,0,67,0
Chandler Muller,154029,G,SCAR STATE,7,100.0,0,290,48.7,27.6,52.4,0,2,29,100.0,100.0,96.6,1,2,0,67,25,2,0,67,30,30,39,0,37,0
Jalen Mitchell,97173,HB,TENN TECH,12,19.4,0,309,70.2,70.5,50.6,0,0,28,17.4,18.0,96.4,1,1,1,67,0,0,0,345,31,172,0,0,36,1
Jayden Cook,142371,WR,STNY BROOK,8,53.7,0,303,56.2,33.1,69.8,0,1,2,3.7,3.6,75.0,2,1,0,66,0,0,0,123,2,56,0,0,64,0
Tysen Boze,164823,WR,S DAKOTA,13,73.3,0,291,60.0,,66.5,0,0,0,0.0,0.0,,1,0,0,66,0,0,0,90,0,24,0,0,66,0
Thomas Brown,149445,WR,NC A&T,11,46.8,0,246,55.9,,53.0,0,0,0,0.0,0.0,,1,0,0,66,0,0,0,141,0,75,0,0,66,0
Kirby Vorhees,177229,HB,S DAK ST,13,32.0,0,292,86.5,85.6,66.0,0,0,5,7.4,7.1,100.0,2,0,0,66,0,0,0,206,5,70,0,0,61,0
Tyion Berry,155969,WR,CENT ARK,11,29.2,0,132,60.9,,39.3,0,0,0,0.0,0.0,,0,0,0,66,0,0,0,226,0,160,0,0,66,0
Kareem Burke,160224,WR,ARKAPB,8,42.6,0,112,64.4,,62.4,0,0,0,0.0,0.0,,1,0,0,66,0,0,0,155,0,87,0,0,66,1
Chance Peterson,177110,WR,NC CENT,11,34.4,0,247,67.3,,69.4,0,0,0,0.0,0.0,,1,0,0,66,0,0,0,192,0,126,0,0,66,0
Richard Dennis,189309,G,STETSON,3,100.0,0,302,55.9,36.8,60.1,0,2,49,100.0,100.0,98.0,0,2,0,65,0,13,0,65,50,50,52,0,15,0
Ryan Ingram,139148,HB,WOFFORD,12,20.0,0,350,70.0,35.6,50.2,0,2,33,25.6,25.5,93.9,1,3,1,65,0,0,0,325,35,137,0,0,30,0
Niko Alailefaleula,178990,HB,SO UTAH,12,87.8,0,298,66.4,80.6,56.0,0,0,9,60.0,60.0,100.0,0,0,0,65,0,0,0,74,9,15,0,0,56,0
Connor Genal,98366,QB,MOREHEAD,7,42.5,0,234,51.2,,60.2,0,0,0,0.0,0.0,,1,0,0,65,0,0,0,153,0,82,0,0,65,0
Luke Daly,160436,WR,VILLANOVA,11,50.0,0,334,58.0,,57.7,0,0,0,0.0,0.0,,0,0,0,65,0,0,0,130,0,65,0,0,65,0
Gary Cooper,101684,WR,BRYANT,4,31.9,0,124,63.8,,67.3,0,0,0,0.0,0.0,,0,0,0,65,0,0,0,204,0,139,0,0,65,2
KZ Adams,156690,HB,SCAR STATE,12,20.4,0,290,66.7,57.2,42.1,0,2,41,21.7,22.6,92.7,0,4,2,65,0,0,0,319,45,199,0,0,20,0
Dylan Leiggi,128825,T,W ILLINOIS,7,100.0,0,345,35.2,12.4,51.5,2,1,33,100.0,100.0,92.4,1,4,1,65,0,0,65,65,35,35,0,0,30,0
Billy Dozier,130549,HB,BUTLER,10,42.5,0,127,74.9,82.2,52.1,0,0,14,27.5,27.5,100.0,0,0,0,65,0,0,0,153,14,51,0,0,51,0
Iaan Cousin,104816,WR,SAMFORD,6,40.4,0,282,81.4,65.1,55.3,0,0,1,1.1,1.1,100.0,0,0,0,65,0,0,0,161,1,94,0,0,64,14
JoJo Crump,192226,QB,VA MILT IN,11,40.4,0,336,59.0,,60.8,0,0,0,0.0,0.0,,0,0,0,65,0,0,0,161,0,64,0,0,65,0
Maxwell Wentz,159304,C,DARTMOUTH,4,100.0,0,148,60.3,74.0,56.8,0,1,35,100.0,100.0,98.6,0,1,0,65,49,16,0,65,36,36,0,0,29,0
Linden Clemmons,185304,T,WM & MARY,3,100.0,0,348,57.8,56.7,57.1,0,2,19,100.0,100.0,89.5,0,3,1,65,0,0,0,65,20,20,0,65,45,0
Collin Guggenheim,139460,HB,NICHOLLS,12,14.6,0,243,68.9,72.9,59.8,0,0,40,19.0,19.5,97.5,0,1,1,65,0,0,0,444,43,221,0,0,22,0
Mehki Wall,156261,WR,NC CENT,10,45.5,1,247,63.9,,69.1,0,0,0,0.0,0.0,,1,0,0,65,0,0,0,143,0,78,0,0,65,0
PJ London,164424,QB,N ARIZONA,7,50.8,0,252,49.8,,60.3,0,0,0,0.0,0.0,,0,0,0,65,0,0,0,128,0,52,0,0,65,0
Quin Bannon,171688,TE,WAGNER,5,94.2,0,338,64.0,70.5,64.4,0,0,4,50.0,50.0,100.0,0,0,0,65,0,0,0,69,4,8,0,0,61,45
Devon Cole Jr.,138297,WR,S DAK ST,8,66.3,0,292,51.2,,56.8,0,0,0,0.0,0.0,,0,0,0,65,0,0,0,98,0,33,0,0,65,0
Corey Warren Jr.,139486,HB,NICHOLLS,12,35.1,0,243,69.1,43.0,55.0,0,2,11,15.5,16.0,90.9,1,2,0,65,0,0,0,185,12,75,0,0,53,0
Tyshawn Tate,181203,TE,ALAB A&M,8,63.4,0,104,38.2,50.7,40.5,0,0,4,10.3,9.8,100.0,3,0,0,64,0,0,0,101,4,41,0,0,60,58
JT Smith,178693,HB,WOFFORD,11,20.4,0,350,63.1,52.0,62.3,0,5,34,17.2,17.6,92.6,0,5,0,64,0,0,0,313,37,210,0,0,27,0
Isaac Seide,105610,HB,NEW HAMP,10,17.3,0,240,64.6,38.4,41.7,0,3,50,21.6,20.9,91.0,0,6,3,64,0,0,0,370,51,244,0,0,13,0
Anthony James Jr.,168483,WR,MORGAN ST,6,50.0,0,235,53.5,,55.6,0,0,0,0.0,0.0,,3,0,0,64,0,0,0,128,0,64,0,0,64,0
Sam Slade,163930,HB,HOLY CROSS,11,23.0,0,181,72.4,78.6,48.8,0,0,43,25.4,25.8,100.0,0,0,0,64,0,0,0,278,46,178,0,0,18,1
Dylan Lord,185470,WR,ILL STATE,3,44.4,0,188,62.5,,72.1,0,0,0,0.0,0.0,,0,0,0,64,0,0,0,144,0,80,0,0,64,0
Nick Howard,108979,QB,BUTLER,12,24.2,0,127,83.2,,60.0,0,0,0,0.0,0.0,,0,0,0,64,0,0,0,264,0,60,0,0,64,0
Cayden Betts,178856,HB,MS VLY ST,12,52.5,0,228,71.0,77.6,59.8,1,0,27,51.9,53.6,98.1,0,1,0,64,0,0,0,122,30,56,0,0,34,10
Anthony Rucker,160399,TE,NC A&T,10,38.3,0,246,63.0,65.7,51.1,0,0,10,9.3,9.6,100.0,1,0,0,64,0,0,0,167,11,114,0,0,53,121
Kareame Cotton Jr.,150138,WR,NWSTATE,10,40.0,0,257,55.1,,61.9,0,0,0,0.0,0.0,,1,0,0,64,0,0,0,160,0,80,0,0,64,0
Lukkas Londono,148463,WR,TOWSON,11,33.7,0,317,59.1,,58.2,0,0,0,0.0,0.0,,1,0,0,64,0,0,0,190,0,126,0,0,64,1
Myseth Currie,170710,WR,N ARIZONA,9,71.9,0,252,66.9,,79.0,0,0,0,0.0,0.0,,0,0,0,64,0,0,0,89,0,25,0,0,64,0
Nick Bakken,192024,T,S DAK ST,6,100.0,0,292,62.9,74.9,63.1,1,0,23,100.0,100.0,97.8,1,1,0,64,0,0,0,64,26,26,0,64,38,0
Logan Mack,172893,WR,JACKSON ST,5,74.4,0,194,55.8,,62.4,0,0,0,0.0,0.0,,0,0,0,64,0,0,0,86,0,22,0,0,64,0
Luke Kokat,162211,TE,N DAK ST,11,76.2,0,250,46.2,73.0,55.5,0,0,5,20.8,20.0,100.0,0,0,0,64,0,0,0,84,5,25,0,0,59,62
Brandon Hayes,121459,WR,SE LA,12,40.4,0,294,56.2,,40.7,0,0,0,0.0,0.0,,1,0,0,63,0,0,0,156,0,86,0,0,63,0
Vinson Berry,191788,QB,NORFOLK,4,54.3,0,244,49.7,,60.2,0,0,0,0.0,0.0,,1,0,0,63,0,0,0,116,0,48,0,0,63,0
Tyler Charbonneau,147568,G,CAL POLY,4,100.0,0,129,51.6,77.0,47.7,0,1,20,100.0,100.0,97.5,1,1,0,63,0,47,0,63,22,22,16,0,41,0
Lincoln Cardillo,178376,HB,MARIST,11,21.5,1,213,64.1,51.9,48.1,0,1,27,13.6,13.8,98.1,2,1,0,63,0,0,0,293,30,217,0,0,33,6
Cam Banks,177977,G,NICHOLLS,4,100.0,0,243,58.1,42.6,58.7,1,1,22,100.0,100.0,95.5,0,2,0,63,0,48,0,63,23,23,14,0,40,0
Ty Arrington,104060,WR,DUQUESNE,9,40.4,0,155,57.2,,61.2,0,0,0,0.0,0.0,,0,0,0,63,0,0,0,156,0,93,0,0,63,2
Brandon Jimenez,102525,WR,VALPO,10,39.6,0,332,54.1,,57.9,0,0,0,0.0,0.0,,0,0,0,63,0,0,0,159,0,96,0,0,63,0
Ja'briel Mace,170926,HB,VILLANOVA,14,33.7,0,334,71.9,87.5,51.7,0,0,22,21.6,22.9,100.0,0,0,0,63,0,0,0,187,25,109,0,0,38,0
Tyler Skinner,175108,G,IDAHO,5,100.0,0,185,67.1,88.1,62.4,0,0,35,100.0,100.0,100.0,0,0,0,63,0,25,0,63,35,35,37,0,28,0
Jaxton Santiago,185442,WR,YALE,9,37.5,0,352,61.2,,41.5,0,0,0,0.0,0.0,,1,0,0,63,0,0,0,168,0,105,0,0,63,0
Luke Woodson,160519,HB,DRAKE,12,21.1,0,153,67.9,68.1,65.5,0,1,32,17.3,17.0,98.4,0,1,0,63,0,0,0,299,33,194,0,0,30,0
Dakevion Harris,196991,C,ALCORN ST,10,100.0,0,107,39.6,0.0,44.0,0,0,3,100.0,100.0,100.0,0,0,0,63,25,0,0,63,4,4,0,0,59,0
CJ Rogers,144508,QB,HOUCHR,7,38.5,0,183,42.0,,60.0,0,0,0,0.0,0.0,,2,0,0,62,0,0,0,161,0,91,0,0,62,0
Jalen Fletcher,189034,HB,N ALABAMA,12,27.3,0,389,70.3,31.7,49.7,0,0,5,4.5,4.2,100.0,0,0,0,62,0,0,0,227,5,118,0,0,57,0
Eli Gillman,159007,HB,MONTANA,14,14.7,0,232,86.5,76.6,54.6,0,0,24,11.7,11.5,100.0,0,0,0,62,0,0,0,421,25,217,1,0,37,0
Ke'Travion Hargrove,146841,HB,GRAMBLING,12,20.3,0,177,72.9,37.5,73.2,1,3,37,22.3,23.6,91.9,2,5,1,62,0,0,0,305,41,174,0,0,21,0
Ty Bourland,191383,TE,CAL POLY,5,88.6,0,129,65.3,62.5,63.1,0,1,6,42.9,46.7,91.7,2,1,0,62,0,0,0,70,7,15,0,0,55,65
Jett Booker,150171,WR,SE LA,12,74.7,0,294,60.7,,54.9,0,0,0,0.0,0.0,,0,0,0,62,0,0,0,83,0,21,0,0,62,1
Caleb Sanchez,191601,QB,COLUMBIA,3,50.4,0,145,79.4,,60.0,0,0,0,0.0,0.0,,0,0,0,62,0,0,0,123,0,55,0,0,62,0
