player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jaxson Dicus,189311,HB,STETSON,5,17,7,0,0.0,0,0,61,0,0,7,62,141.8,2,5,302,0,2,75.8,64.7,78.6,,66.4,58.1,67.2,54.1,13,0,16,1,31,29,0,0,1,18,1,61,62,3.65,3.6,0.52,13
Tanner Murray,158824,QB,SE LA,5,17,1,0,0.0,0,0,18,0,0,1,13,5.1,1,2,294,1,9,32.6,46.0,75.0,40.6,,,55.4,60.0,13,0,0,0,0,34,5,1,0,16,0,23,13,0.76,1.4,,3
Bo Kelly,158923,QB,CAL POLY,8,17,1,0,0.0,0,0,-16,0,0,0,0,0.0,1,3,129,2,0,51.0,72.5,65.7,76.4,,46.6,45.1,60.0,11,1,0,0,2,99,45,13,0,4,0,29,8,0.47,1.7,0.0,0
Josh Shaw,168354,HB,SCAR STATE,9,17,4,1,21.1,16,0,76,0,0,4,61,84.4,3,8,290,0,3,76.2,74.7,74.9,,,57.5,72.5,62.8,16,0,0,0,3,30,0,0,0,17,3,76,61,3.59,4.5,0.0,14
Harrison Bey-Buie,137994,HB,N IOWA,3,17,5,0,0.0,0,0,74,0,0,5,54,93.4,1,5,255,0,10,75.8,71.0,73.7,,73.7,58.4,69.3,59.1,10,0,0,0,2,23,0,0,0,17,0,74,54,3.18,4.4,0.0,7
Hollis Mathis,104797,WR,WM & MARY,12,17,2,2,45.2,56,0,123,7,17,2,36,62.0,4,5,348,0,5,77.6,76.8,56.9,71.6,,76.0,66.6,68.0,39,2,596,53,241,154,1,1,73,69,1,124,36,2.12,7.3,2.47,7
Arthur Rodgers,145270,HB,NC CENT,4,17,7,5,92.2,130,0,141,0,3,7,99,323.5,5,6,247,1,9,29.1,75.7,73.9,,12.9,71.6,75.5,59.8,32,0,9,1,7,19,0,0,1,18,0,141,99,5.82,8.3,1.29,8
Joshua Jones,177098,QB,NC CENT,4,17,4,2,33.6,45,0,70,0,0,3,34,52.0,4,8,247,0,9,74.2,87.9,77.0,73.4,,,82.1,60.0,44,0,0,0,0,45,64,3,0,14,3,134,98,5.76,7.9,,1
Jaden Stewart,177014,QB,DELWARE ST,5,17,6,0,0.0,0,0,58,0,0,3,43,89.6,5,5,152,3,6,44.3,48.5,30.5,42.7,67.5,,62.2,60.0,25,1,0,0,0,51,43,5,0,12,0,101,58,3.41,5.9,,4
Jaylon Tolbert,154757,QB,HOWARD,6,17,0,1,47.1,16,0,22,0,0,0,19,0.0,1,4,184,1,2,61.0,71.6,60.3,72.8,,50.2,58.7,60.4,16,2,0,0,1,100,12,4,0,13,2,34,21,1.24,2.0,0.0,6
Taj Hughes,160495,WR,DRAKE,12,17,2,2,51.8,44,0,85,1,19,2,31,41.2,3,4,153,0,12,79.6,83.0,24.0,,40.9,90.7,62.0,57.4,25,2,652,76,286,98,0,0,93,93,1,85,31,1.82,5.0,2.28,4
Blaine McAllister,155392,QB,PRINCETON,3,17,4,0,0.0,0,0,37,0,0,1,12,9.9,4,6,272,1,4,40.5,52.7,77.3,49.7,,,58.8,60.1,15,0,0,0,0,38,53,6,0,11,1,90,38,2.24,5.3,,6
Romon Copeland,153292,WR,AUSTINPEAY,12,17,8,2,48.6,71,0,133,3,18,7,60,118.7,5,9,116,0,11,86.7,73.1,67.8,53.9,62.1,71.2,77.5,62.2,52,1,596,63,400,279,13,1,90,79,3,146,60,3.53,8.6,1.49,3
Christian Vann,197721,HB,GARD-WEBB,5,17,3,1,27.3,15,0,55,1,0,3,41,36.2,1,2,171,0,2,75.9,63.7,75.2,,71.8,47.6,67.4,58.8,15,0,15,3,16,25,0,0,4,20,0,55,41,2.41,3.2,0.94,14
Hunter Simmons,148254,QB,S ILLINOIS,5,16,1,1,33.0,33,0,47,0,0,0,5,0.0,3,5,295,2,4,60.9,75.3,82.0,73.5,,,63.8,60.0,33,0,-4,1,0,72,53,6,1,11,1,100,23,1.44,6.3,,2
Obie Sanni,145354,HB,TENN TECH,4,16,10,3,67.6,115,0,170,0,0,10,84,308.8,4,4,309,1,10,29.1,74.2,76.5,,79.4,56.2,75.5,59.4,54,0,2,1,17,19,0,0,1,17,1,170,84,5.25,10.6,0.12,6
Jaelin Benefield,104802,HB,S ILLINOIS,3,16,7,1,16.9,15,0,89,1,0,7,49,107.2,2,4,295,0,10,75.6,65.4,77.2,,71.1,48.0,72.7,58.8,15,0,3,4,33,27,0,0,5,20,1,89,49,3.06,5.6,0.09,5
Jaylon Spears,150117,HB,NICHOLLS,2,16,4,1,53.7,29,0,54,0,1,4,52,81.3,1,2,243,1,10,31.0,62.4,76.5,,73.5,73.6,58.1,60.0,29,0,33,4,18,19,0,0,6,20,0,54,52,3.25,3.4,1.83,6
Garnett Davis III,192152,HB,MOREHEAD,3,16,5,2,43.4,36,0,83,0,0,5,61,119.1,3,4,234,0,5,75.5,73.5,74.8,,53.1,55.7,73.4,,19,0,0,0,10,16,0,0,0,16,0,83,61,3.81,5.2,0.0,11
Keegan Patterson,158465,QB,INDIANA ST,2,16,0,0,0.0,0,0,49,0,0,0,39,0.0,0,2,191,0,9,74.8,62.9,76.1,59.7,,,61.8,60.3,9,0,0,0,0,40,0,0,0,16,0,49,39,2.44,3.1,,3
Johntu Reed,159276,HB,CORNELL,6,16,6,1,32.8,22,0,67,0,2,6,58,116.0,2,4,147,0,11,76.4,67.6,78.2,,48.3,75.2,67.1,54.8,22,1,33,9,44,30,0,0,12,25,0,67,58,3.63,4.2,0.75,5
Ty Englehart,162239,QB,PRESBYTERN,4,16,2,1,51.5,50,0,70,0,0,1,64,41.0,3,4,271,1,5,48.1,60.1,78.8,58.2,,79.1,58.0,60.0,50,0,13,1,2,51,27,4,1,13,1,97,82,5.13,6.1,6.5,2
Corey Harris Jr.,177531,HB,TENN MARTN,5,15,0,1,27.4,20,0,73,0,0,0,31,0.0,2,5,310,0,2,75.2,74.8,73.1,,,56.4,73.4,60.0,20,0,0,0,4,16,0,0,0,15,0,73,31,2.07,4.9,0.0,13
Jack Kaiser,163892,HB,FORDHAM,6,15,1,0,0.0,0,0,38,0,0,1,21,9.3,0,3,168,0,8,75.4,69.1,74.0,,73.5,54.1,69.8,60.0,9,0,0,0,13,16,0,0,0,15,1,38,21,1.4,2.5,0.0,7
LJ Phillips Jr.,149465,QB,DAVIDSON,4,15,4,0,0.0,0,0,51,0,0,3,28,49.7,3,6,149,3,3,19.8,63.8,77.6,48.8,,,67.9,60.0,16,0,0,0,0,69,26,2,0,13,1,77,36,2.4,5.1,,9
Ty McCullouch,71780,WR,MONTANA ST,16,15,2,3,58.1,118,0,203,7,6,2,50,47.6,7,7,233,0,6,76.9,66.5,88.5,76.6,,60.9,86.8,62.9,64,1,524,41,325,512,0,0,62,56,2,203,50,3.33,13.5,1.61,4
Jacorey Love,192864,HB,SE MO ST,2,15,3,1,28.6,18,0,63,0,0,3,29,36.2,1,3,293,0,11,75.3,63.5,77.2,,80.2,53.1,65.9,60.0,18,0,2,1,34,18,0,0,2,16,0,63,29,1.93,4.2,0.06,4
Shawn Shipman,149824,HB,W ILLINOIS,6,15,3,1,43.8,28,0,64,0,0,3,71,88.7,3,3,345,0,3,75.2,66.6,75.2,,28.1,62.6,67.0,60.3,28,1,6,1,4,25,0,0,1,16,0,64,71,4.73,4.3,1.5,12
Jonathan Askew,188090,HB,MERCYHURST,5,15,8,3,54.1,53,0,98,0,2,8,71,263.0,4,6,977,0,6,75.6,73.7,76.7,,36.4,71.2,74.8,60.0,19,0,33,3,23,17,0,0,3,18,0,98,71,4.73,6.5,1.43,8
Rocco Koch,186165,QB,IDAHO,3,15,5,0,0.0,0,0,53,0,0,5,44,97.8,0,6,185,0,13,75.8,83.8,72.0,,,,74.9,,8,0,0,0,0,17,0,0,0,15,2,53,44,2.93,3.5,,1
Andrew Body,155202,QB,ALABAMA ST,1,15,6,2,40.3,56,0,85,0,0,5,90,409.1,5,7,105,0,5,72.6,81.5,0.0,60.5,,57.4,79.9,60.0,39,1,9,1,1,18,54,5,1,11,2,139,114,7.6,9.3,9.0,2
Max Mosey,163921,WR,HOLY CROSS,12,15,4,1,50.0,24,0,48,2,7,4,53,74.7,1,4,181,1,10,52.0,82.6,61.6,55.3,,84.2,63.9,65.4,24,2,714,37,248,226,0,0,53,52,2,48,53,3.53,3.2,2.88,4
Nick Josifek,175092,QB,IDAHO,6,15,0,0,0.0,0,0,6,0,0,0,7,0.0,3,5,185,1,4,45.6,65.7,78.8,68.7,,,55.6,60.1,21,0,0,0,0,46,81,9,0,6,0,87,30,2.0,5.8,,0
Julian Bumper,138405,HB,ELON,7,15,1,0,0.0,0,0,55,1,0,1,28,10.4,1,3,162,0,7,76.7,52.5,77.0,,42.8,49.1,54.2,60.0,10,0,27,3,38,18,0,0,4,18,1,55,28,1.87,3.7,0.71,8
Desmond Moultrie,139348,HB,JACKSON ST,9,15,2,0,0.0,0,0,46,0,0,2,25,20.8,1,2,194,0,6,75.5,64.3,75.6,,71.8,65.2,62.4,64.9,11,0,11,1,13,28,0,0,1,16,0,46,25,1.67,3.1,0.85,9
Jun Ahn,143175,HB,DRAKE,4,15,2,1,31.5,17,0,54,0,0,2,43,38.2,1,3,153,0,2,75.2,63.4,76.1,,,53.9,64.2,58.3,17,0,0,0,5,19,0,0,0,15,1,54,43,2.87,3.6,0.0,13
Jeff Hoenstine,171652,QB,ST FRANCIS,6,14,5,0,0.0,0,0,-3,0,0,1,1,6.3,5,7,299,3,4,30.3,62.7,53.7,55.2,,57.0,74.9,60.1,24,1,0,0,0,90,99,10,0,4,1,96,56,4.0,6.9,,0
Tyler Hughes,159218,QB,WM & MARY,6,14,9,1,30.1,66,0,96,0,0,2,10,80.0,4,8,348,0,0,71.7,68.2,76.6,38.6,,,87.2,60.0,66,0,0,0,0,26,123,9,0,5,3,219,25,1.79,15.6,,4
Jacob Holtschlag,172025,QB,GEORGETOWN,5,14,2,0,0.0,0,0,1,0,0,0,5,0.0,0,1,172,0,0,72.1,43.7,79.7,49.2,,,42.3,60.0,9,0,0,0,0,49,35,11,0,3,0,36,49,3.5,2.6,,2
Tyler Wilson,193052,HB,TENN TECH,3,14,2,1,38.6,22,0,57,0,0,2,45,45.9,1,3,309,0,12,74.8,60.7,73.6,,,57.5,59.1,67.6,22,0,0,0,4,17,0,0,0,14,2,57,45,3.21,4.1,0.0,2
Leo Boehling,192224,HB,VA MILT IN,7,14,2,0,0.0,0,0,49,0,0,2,41,39.0,0,0,336,0,7,74.8,58.3,77.6,,15.8,59.2,61.8,60.6,9,0,1,1,10,37,0,0,2,15,0,49,41,2.93,3.5,0.1,6
Damon Stewart,156626,QB,SE LA,3,14,3,0,0.0,0,0,31,0,0,3,28,69.4,0,2,294,1,3,42.2,42.5,77.9,30.0,,,65.2,60.0,8,0,0,0,0,54,13,3,0,11,0,44,33,2.36,3.1,,5
Isaiah Gordon,156790,HB,CHARLES SO,9,14,2,0,0.0,0,0,29,0,0,2,28,25.0,1,1,135,0,6,74.8,60.4,78.1,,72.2,59.4,61.8,51.0,12,0,3,2,19,29,0,0,3,16,0,29,28,2.0,2.1,0.16,8
Jonah Chong,128227,QB,N COLORADO,6,14,0,2,40.7,37,0,37,0,0,0,9,0.0,4,5,253,0,2,71.8,50.1,78.6,37.9,,,67.1,60.3,20,0,0,0,0,65,54,7,0,7,0,91,35,2.5,6.5,,4
Trevin Ewing,142282,WR,MAINE,12,14,7,4,73.4,94,0,128,1,2,7,90,251.6,5,5,212,1,0,30.6,66.2,83.1,,,62.7,70.1,61.0,39,0,174,9,102,66,0,0,14,23,1,128,90,6.43,9.1,1.71,0
Jalen Woods,178085,QB,SOUTHERN U,6,14,0,0,0.0,0,0,34,0,0,0,10,0.0,2,2,297,0,3,74.7,82.4,81.7,83.2,,,59.7,60.0,11,0,0,0,0,123,0,0,0,14,0,34,10,0.71,2.4,,5
Kolbe Burrell,130401,HB,NWSTATE,5,14,4,1,73.8,48,0,65,0,0,4,26,49.5,1,3,257,0,6,75.2,62.6,76.5,,81.0,58.7,64.3,50.1,48,0,1,1,13,30,0,0,3,15,0,65,26,1.86,4.6,0.08,8
Xavier Harris,86420,WR,MONTANA,14,14,3,4,69.3,97,0,140,0,8,3,57,128.0,6,5,232,0,11,77.3,71.4,0.0,,,70.3,70.4,68.3,40,2,276,21,138,85,0,0,28,35,0,140,57,4.07,10.0,2.0,1
Jared Rhodes,161499,HB,LNDNWD,2,14,2,1,42.5,17,0,40,0,3,2,33,65.5,2,3,949,0,10,75.0,63.5,77.7,,78.1,71.1,58.3,72.1,17,0,26,4,21,17,0,0,4,18,1,40,33,2.36,2.9,1.24,4
Kaiya Sheron,62530,QB,TENN MARTN,3,14,1,0,0.0,0,0,-1,0,0,0,4,0.0,1,3,310,5,2,14.2,70.1,79.6,75.9,,,49.0,60.0,13,2,0,0,0,57,54,12,0,2,0,53,40,2.86,3.8,,0
Narkel LeFlore,161956,HB,TENN MARTN,2,14,3,0,0.0,0,0,35,0,1,3,21,35.3,2,3,310,0,4,75.5,61.4,75.0,,73.2,59.6,61.4,60.0,11,0,5,3,16,17,0,0,3,17,0,35,21,1.5,2.5,0.31,10
Malik Cooper,144384,WR,WAGNER,12,13,3,0,0.0,0,0,39,2,0,3,33,31.7,1,4,338,0,10,76.2,57.5,40.0,,,54.9,65.3,68.0,13,1,120,11,121,118,0,0,17,24,0,39,33,2.54,3.0,0.99,3
Bryce Hicks,188064,HB,W GEORGIA,4,13,3,2,54.8,51,0,93,0,0,3,21,34.6,3,4,1177,0,2,75.0,72.5,74.9,,81.3,59.5,72.7,,33,0,12,1,16,13,0,0,2,14,0,93,21,1.62,7.2,0.75,11
Nahjee Adams,149373,HB,LAFAYETTE,4,13,4,0,0.0,0,0,39,0,0,4,37,87.6,0,1,203,0,1,74.8,63.9,74.4,,76.7,53.5,64.6,60.0,8,0,0,0,12,16,0,0,0,13,1,39,37,2.85,3.0,0.0,12
Danny Meuser,142987,HB,BUCKNELL,4,13,2,0,0.0,0,0,43,1,0,2,26,28.6,1,2,125,0,9,75.2,60.1,73.9,,75.4,39.9,64.0,60.0,11,0,5,1,11,16,0,0,3,14,0,43,26,2.0,3.3,0.45,4
Quincy Vaughn,138259,TE,N DAKOTA,12,13,2,0,0.0,0,0,21,1,2,2,9,11.5,0,11,249,0,1,75.2,76.9,59.3,74.6,70.2,63.8,82.9,61.4,3,1,111,11,107,122,0,0,15,24,2,21,9,0.69,1.6,1.04,1
Xavier Coleman,143822,HB,LAMAR,11,13,0,0,0.0,0,0,48,0,0,0,25,0.0,1,0,204,1,2,39.9,58.7,80.1,,83.5,65.0,52.9,58.9,11,0,26,5,41,34,0,0,10,18,0,48,25,1.92,3.7,0.63,11
Chance Newman,78465,TE,NWSTATE,9,13,2,0,0.0,0,1,30,2,0,2,21,19.0,2,3,257,2,10,27.8,34.3,0.0,,54.4,40.8,58.7,44.1,14,4,63,4,82,115,0,0,11,17,1,30,21,1.62,2.3,0.77,3
Brayden Smith,172688,WR,MERCER,11,13,3,0,0.0,0,0,75,4,5,3,43,56.3,3,4,219,0,6,87.2,64.6,84.9,,69.4,65.6,61.0,51.9,12,1,430,34,237,182,0,0,59,47,1,75,43,3.31,5.8,1.81,3
Zeke Burnett,161640,HB,SACRAMENTO,5,13,0,0,0.0,0,0,42,0,2,0,17,18.7,1,2,279,0,6,74.4,57.6,75.5,,79.6,59.7,57.9,53.6,14,0,12,1,12,16,0,0,1,14,1,42,17,1.31,3.2,1.0,7
Nick Whitfield Jr.,159490,QB,ST FRANCIS,6,13,3,0,0.0,0,0,-2,0,0,0,4,0.0,0,2,299,3,3,61.9,69.9,35.3,72.6,,,52.6,60.4,8,4,0,0,0,176,27,6,0,7,0,25,21,1.62,1.9,,1
Brigham Dunphy,165061,WR,STHLSK,8,13,1,0,0.0,0,0,51,1,5,1,38,45.0,3,3,1470,0,5,75.7,69.7,36.4,,,70.9,62.0,58.2,14,1,336,26,148,96,0,0,37,39,0,51,38,2.92,3.9,2.27,0
Einaj Carter,120737,WR,SCAR STATE,12,13,3,2,63.3,38,0,60,3,4,3,14,15.1,3,3,290,0,11,82.1,62.3,85.5,49.9,,61.9,63.6,59.7,23,2,582,37,338,243,0,0,62,50,0,60,14,1.08,4.6,1.72,0
Anthony Benzija,178407,QB,STETSON,8,13,3,3,84.0,89,0,97,0,0,3,36,75.0,3,6,302,0,4,74.3,90.4,74.2,,,,80.1,60.0,51,0,0,0,0,32,9,1,0,12,3,106,39,3.0,8.2,,4
Pauly Seeley V,178692,QB,WOFFORD,5,13,1,0,0.0,0,0,8,0,0,1,8,22.2,3,4,350,1,1,73.8,60.7,81.7,57.6,,,65.0,60.0,15,0,0,0,0,81,50,7,0,6,0,58,37,2.85,4.5,,0
Jaydyn Sisk,178882,QB,MS VLY ST,6,13,3,0,0.0,0,0,5,0,0,0,6,0.0,1,1,228,4,2,27.7,42.6,80.4,41.5,,,56.6,60.0,10,0,0,0,0,57,35,6,0,7,0,40,48,3.69,3.1,,2
Coulter Cleland,165212,QB,DAVIDSON,1,13,2,0,0.0,0,0,4,0,0,2,15,30.0,1,4,149,2,3,29.4,57.6,76.1,58.7,,,57.1,60.0,19,1,0,0,0,37,30,3,0,10,0,34,23,1.77,2.6,,6
Abram Johnston,192360,QB,NWSTATE,4,13,5,0,0.0,0,0,10,0,0,0,7,0.0,2,3,257,1,2,71.6,36.0,79.7,30.5,,60.0,59.5,60.0,18,0,0,0,1,60,59,9,0,4,0,69,41,3.15,5.3,0.0,0
Jayden Sumpter,185647,HB,GEORGETOWN,6,13,1,0,0.0,0,0,36,0,1,1,24,21.7,1,3,172,0,3,74.8,62.9,75.3,,69.6,74.0,59.9,59.6,12,0,23,4,20,15,0,0,4,17,0,36,24,1.85,2.8,1.15,10
Kiron Benjamin,191787,HB,NORFOLK,3,13,4,0,0.0,0,0,42,0,0,4,32,75.7,1,2,244,1,7,26.4,60.5,72.3,,49.7,59.7,60.8,60.0,10,0,0,0,1,14,0,0,0,13,0,42,32,2.46,3.2,0.0,6
Jackson Akins,191379,QB,CAL POLY,4,13,2,0,0.0,0,0,2,0,0,1,8,9.9,1,4,129,1,1,57.7,71.6,80.5,72.4,,79.0,54.4,60.0,12,0,0,0,1,45,12,4,0,9,0,14,22,1.69,1.1,0.0,4
Cortaz Williams,127560,HB,CENT CT ST,1,12,2,0,0.0,0,0,21,0,0,2,24,30.8,0,1,133,0,6,74.0,60.2,73.4,,,60.2,60.1,,5,0,3,1,6,12,0,0,1,13,0,21,24,2.0,1.8,0.5,6
Bronson Barron,141710,QB,SO UTAH,6,12,2,0,0.0,0,0,16,0,0,1,5,13.9,2,4,298,2,3,40.3,66.3,81.8,64.4,,,63.3,60.0,14,1,0,0,0,93,41,6,0,6,0,57,49,4.08,4.8,,1
Caden High,196883,WR,SCAR STATE,12,12,3,2,39.6,44,1,111,7,16,3,37,79.2,6,7,290,1,11,61.9,68.6,0.0,,,71.1,71.8,53.2,28,8,905,62,388,273,0,0,93,74,0,111,37,3.08,9.3,2.33,0
Van Weber,193276,QB,ALBANY,3,12,3,0,0.0,0,0,4,0,0,0,1,0.0,1,2,106,4,0,26.2,56.1,82.4,61.2,,,32.7,60.2,17,0,0,0,0,86,49,7,0,5,0,53,23,1.92,4.4,,2
Shamar Garrett,128323,WR,UTAHTC,10,12,0,1,44.8,30,0,67,6,4,0,18,12.5,1,2,1285,1,9,68.6,61.2,84.3,60.4,70.8,63.1,50.9,58.8,30,0,247,36,197,120,0,0,62,48,1,67,18,1.5,5.6,1.25,1
Tremel Jones,186201,WR,TENN TECH,12,12,8,4,72.5,116,0,160,2,9,8,72,268.4,7,6,309,0,6,77.7,60.1,86.8,,,57.3,78.8,52.0,57,0,274,26,294,171,0,0,57,38,3,160,72,6.0,13.3,0.93,1
Sean Williams Jr.,177494,HB,PENN,4,12,1,1,44.7,17,0,38,0,0,1,30,19.2,1,1,267,0,4,74.0,58.2,76.7,,44.9,55.0,59.9,57.0,17,0,5,1,26,25,0,0,1,13,0,38,30,2.5,3.2,0.19,7
Kellyn West,149466,TE,DAVIDSON,11,11,0,0,0.0,0,0,50,2,0,0,18,0.0,3,3,149,0,5,75.4,55.6,87.7,,41.0,47.5,61.9,69.0,13,1,100,7,100,199,0,0,11,18,0,63,18,1.64,5.7,1.0,6
Quest Powell,150467,QB,NC CENT,4,12,4,1,30.1,22,0,57,0,0,4,24,79.3,3,7,247,0,5,73.5,83.4,75.3,54.0,,,84.4,60.0,22,0,0,0,0,36,16,1,0,11,1,73,39,3.25,6.1,,1
Jaden Jones,147558,QB,CAL POLY,3,12,9,1,33.3,53,0,67,0,0,3,5,93.8,3,5,129,2,1,31.3,56.9,43.7,56.1,,,60.5,60.0,53,2,0,0,0,54,92,8,0,4,1,159,33,2.75,13.3,,2
Brennan Myer,192760,QB,BRYANT,7,12,2,0,0.0,0,0,-7,0,0,0,1,0.0,1,4,124,2,0,48.7,78.3,83.2,79.8,,,50.8,60.0,11,1,0,0,0,105,35,7,0,5,0,28,26,2.17,2.3,,5
Zach Sims,186100,QB,ALABAMA ST,5,12,4,0,0.0,0,0,4,0,0,2,10,31.3,2,3,105,1,1,46.2,55.2,81.1,47.3,,,66.8,60.1,14,0,0,0,0,125,33,4,0,8,0,37,40,3.33,3.1,,3
Trey Lindsey,123994,QB,ALBANY,4,12,0,1,30.8,24,0,35,0,0,0,4,0.0,3,4,106,1,2,38.8,59.4,13.8,60.3,,,60.6,60.0,24,1,0,0,0,17,43,5,0,7,1,78,8,0.67,6.5,,2
Jordan Heisey,161223,QB,DUQUESNE,7,12,1,0,0.0,0,0,16,0,0,1,19,23.5,1,2,155,1,0,72.9,59.8,78.0,62.4,,,53.0,60.0,11,0,0,0,0,52,13,3,0,9,0,29,24,2.0,2.4,,4
Sam Vidlak,146333,QB,STF AUSTIN,9,12,0,0,0.0,0,0,-3,0,0,0,2,0.0,2,3,301,3,1,60.4,82.7,86.2,83.1,,,50.1,60.1,12,2,0,0,0,201,54,9,0,3,0,51,41,3.42,4.3,,0
Enzo Arjona,159147,QB,MARIST,3,12,2,1,67.9,19,0,11,0,0,0,3,0.0,1,1,213,0,1,73.2,40.0,47.7,41.6,62.2,51.6,51.8,60.2,19,1,0,0,2,49,17,6,0,6,0,28,21,1.75,2.3,0.0,2
Mason Gudger,162140,HB,GEORGETOWN,2,12,3,3,69.8,67,0,96,0,0,3,53,88.3,3,3,172,0,2,74.7,71.0,75.0,,73.4,73.4,69.5,60.0,35,0,21,3,13,15,0,0,3,15,1,96,53,4.42,8.0,1.62,10
Dillon Fitzpatrick,188937,HB,DAYTON,3,12,3,1,61.1,33,0,54,0,0,3,52,108.3,1,2,150,0,7,74.0,72.8,73.8,,,58.8,70.8,60.0,33,0,0,0,2,13,0,0,0,12,0,54,52,4.33,4.5,0.0,5
Demetri Simmons,169590,HB,SCAR STATE,4,12,6,1,54.2,52,0,96,0,0,6,66,275.0,3,4,290,0,7,74.4,71.5,73.0,,,55.6,69.8,69.0,52,0,0,0,5,15,0,0,0,12,1,96,66,5.5,8.0,0.0,4
Jim Ogle,192530,QB,MURRAY ST,4,11,0,1,42.5,17,0,39,0,0,0,6,0.0,2,2,236,0,2,73.3,62.4,36.6,60.9,62.2,,63.9,60.0,17,1,0,0,0,51,1,1,0,10,0,40,6,0.55,3.6,,6
Daniel Greek,126950,QB,TARLETON,5,11,0,0,0.0,0,0,-4,0,0,0,7,0.0,0,0,401,0,0,72.7,70.9,80.6,69.8,,,61.0,60.0,8,0,0,0,0,118,8,2,0,9,0,4,10,0.91,0.4,,3
Landon Hochstein,172104,QB,BUTLER,4,11,0,0,0.0,0,0,25,0,0,0,7,0.0,1,4,127,0,4,73.1,51.7,3.2,37.2,,,66.8,60.0,13,1,0,0,0,29,0,0,0,11,0,25,7,0.64,2.3,,3
Carson Jones,159807,QB,FURMAN,7,11,1,0,0.0,0,0,16,0,0,0,3,0.0,2,4,170,1,1,58.2,67.5,60.6,69.0,,53.9,55.1,60.3,17,1,0,0,2,112,26,4,0,7,0,42,14,1.27,3.8,0.0,4
Michael Johnson,147784,HB,SACRAMENTO,3,11,2,1,58.1,50,0,86,0,0,2,35,45.5,2,2,279,0,3,41.1,62.3,74.1,,18.7,67.6,62.7,58.7,50,0,9,3,12,15,0,0,3,14,0,86,35,3.18,7.8,0.75,8
C.J. Henry,155870,QB,DELWARE ST,10,11,2,0,0.0,0,0,30,0,0,0,1,0.0,1,2,152,1,3,74.3,60.1,59.6,60.1,,,58.0,60.1,10,2,0,0,0,92,29,6,0,5,0,59,17,1.55,5.4,,1
Ryan Fontaine,170714,HB,N ARIZONA,3,11,1,1,31.9,22,0,69,0,0,1,41,31.1,2,4,252,0,11,73.8,73.2,74.1,,,88.6,69.2,59.1,22,0,25,1,2,16,0,0,1,12,0,69,41,3.73,6.3,12.5,0
Jeremiah Baxter,185579,CB,S ILLINOIS,1,11,7,0,0.0,0,1,41,0,0,7,39,225.6,1,4,295,0,3,73.5,74.8,72.2,,,58.8,72.0,60.0,10,6,0,0,2,14,0,0,0,11,1,41,39,3.55,3.7,0.0,8
Michael Lindauer,101049,QB,S ILLINOIS,4,11,5,1,55.3,52,0,76,0,0,3,25,117.2,1,1,295,1,3,49.3,72.4,79.1,71.3,,,61.3,60.0,52,0,0,0,0,52,18,3,0,8,0,94,35,3.18,8.5,,3
Anthony Reagan Jr.,186331,HB,HOWARD,6,11,0,0,0.0,0,0,19,1,0,0,24,0.0,0,2,184,0,3,76.7,45.9,74.1,,76.3,29.8,50.5,58.7,3,0,0,0,9,16,0,0,1,11,0,19,24,2.18,1.7,0.0,8
Billy Martin,188560,HB,MERCER,1,11,6,1,27.8,15,0,54,0,0,6,56,277.7,3,3,219,1,5,23.9,53.4,72.4,,,58.6,54.5,60.0,15,0,0,0,2,12,0,0,0,11,1,54,56,5.09,4.9,0.0,6
Trevahn Lawrence,150816,QB,ALCORN ST,6,11,2,1,37.8,17,0,33,0,0,2,17,69.4,2,2,107,0,5,72.5,55.9,41.8,56.5,,,57.8,60.0,17,1,0,0,0,63,12,4,0,7,0,45,31,2.82,4.1,,0
Tripp Holley,191864,QB,FORDHAM,3,11,3,0,0.0,0,0,14,0,0,1,4,44.4,2,4,168,2,0,26.2,50.2,76.8,39.2,,,68.5,60.0,11,0,0,0,0,22,52,8,0,3,1,66,34,3.09,6.0,,1
Grant Romfo,162178,HB,N DAKOTA,3,11,0,0,0.0,0,0,49,0,0,0,34,0.0,1,4,249,0,5,73.5,71.7,73.9,,80.4,57.4,69.4,60.0,13,0,0,0,3,13,0,0,0,11,1,49,34,3.09,4.5,0.0,6
Kyle Williams,173288,HB,MORGAN ST,2,10,3,0,0.0,0,0,40,0,0,3,29,79.1,1,2,235,0,7,73.3,68.8,72.6,,,73.7,66.1,60.0,10,0,5,1,4,13,0,0,1,11,0,40,29,2.9,4.0,1.25,3
Logan Bush,189162,HB,BUCKNELL,5,10,0,0,0.0,0,0,31,0,0,0,23,0.0,0,2,125,0,3,73.7,58.7,72.4,,70.1,56.8,59.4,,9,0,0,0,3,11,0,0,0,10,1,31,23,2.3,3.1,0.0,7
