player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Isaiah Johnson,121892,HB,ABILENE CH,10,119,28,9,39.3,250,0,636,1,2,28,350,64.9,18,40,100,1,37,77.0,76.2,32.5,,75.6,59.5,78.4,58.9,60,1,135,17,123,134,0,0,19,136,11,636,350,2.94,5.3,1.1,81
Quincy Craig,159061,HB,PORTLAND,11,118,28,10,40.8,249,0,610,2,5,28,375,70.9,19,35,269,0,66,88.9,74.0,19.5,54.9,54.8,67.0,78.1,58.5,37,2,310,30,213,181,0,0,44,148,5,610,375,3.18,5.2,1.46,40
Jaden McGill,184189,HB,TENN STATE,13,118,24,7,30.6,156,0,509,0,2,24,394,66.3,12,34,308,1,66,76.2,80.4,83.5,,58.2,76.5,78.7,57.2,30,0,101,13,103,137,0,0,13,131,2,509,394,3.34,4.3,0.98,51
Lamagea McDowell,122306,HB,PRVIEW A&M,12,117,22,6,27.0,124,0,459,0,1,22,347,55.5,10,33,270,0,99,88.8,73.9,86.8,,31.8,55.2,78.1,47.6,29,0,28,6,117,130,0,0,7,123,7,459,347,2.97,3.9,0.24,15
Ayden Pereira,159129,QB,MERRIMACK,11,116,42,6,23.3,157,0,368,0,0,19,277,96.1,18,32,385,8,25,37.2,71.6,75.0,57.0,,54.3,77.4,60.1,33,1,-1,0,1,309,307,42,0,74,2,675,476,4.1,5.8,-1.0,31
Thad Franklin Jr.,143940,HB,FL A&M,12,116,21,13,47.7,311,0,652,1,1,21,457,64.2,21,29,164,1,55,76.5,72.6,29.8,33.0,36.5,73.4,75.0,58.9,70,1,160,19,119,128,0,0,23,135,5,652,457,3.94,5.6,1.34,59
La'Vell Wright,146736,HB,AUSTINPEAY,10,115,21,7,43.8,268,0,612,4,1,21,378,60.3,15,33,116,0,35,88.6,71.7,83.2,,74.0,31.4,76.6,58.2,72,0,32,5,95,137,0,0,11,120,5,612,378,3.29,5.3,0.34,80
Dante Chachere,103930,QB,PORTLAND,11,115,31,8,26.6,221,0,444,0,0,18,126,39.3,28,41,269,8,45,37.1,63.6,69.2,58.7,,53.3,66.9,60.1,62,2,0,0,3,352,388,39,1,76,12,832,323,2.81,7.2,0.0,15
Cortezz Jones,138045,HB,LNDNWD,12,113,24,7,36.6,205,0,560,0,2,24,467,87.4,13,26,949,2,70,62.7,72.8,85.3,,73.5,61.9,73.0,53.8,51,0,70,10,77,140,0,0,12,123,5,560,467,4.13,5.0,0.91,43
Quintell Quinn,145895,HB,TEXAS STHN,10,112,32,7,35.3,228,1,646,0,0,32,464,118.4,20,30,313,0,20,88.3,79.0,0.0,,35.1,50.5,81.2,58.1,75,2,0,0,53,130,0,0,0,112,6,646,464,4.14,5.8,0.0,87
Ean Pope,171155,HB,CORNELL,10,112,21,4,25.7,130,0,506,2,4,21,284,49.1,13,26,147,1,71,75.9,65.5,85.3,,72.8,57.8,67.6,54.9,54,0,125,17,206,157,0,0,27,129,2,506,284,2.54,4.5,0.61,38
Lontrell Turner,172961,HB,INCAR WORD,14,111,28,10,41.3,229,0,554,1,1,28,409,86.9,18,33,189,3,84,49.7,72.0,35.2,,36.4,58.8,75.7,60.7,51,1,77,12,149,137,0,0,17,123,2,554,409,3.68,5.0,0.52,27
Steve Hall,171764,HB,LNDNWD,12,111,24,12,56.4,451,0,799,1,6,24,502,108.5,18,30,949,0,38,88.0,81.2,85.3,,88.1,59.1,84.0,53.2,93,0,83,14,115,143,0,0,20,125,5,799,502,4.52,7.2,0.72,72
Reggie Graff,165710,QB,UTAHTC,12,111,28,6,22.2,121,0,461,0,0,24,263,64.4,17,28,1285,7,62,55.3,68.2,85.9,57.4,,91.6,74.2,60.3,37,3,21,2,2,182,83,13,2,100,4,544,300,2.7,4.9,10.5,19
Malachi Imoh,142414,HB,WM & MARY,12,111,30,9,34.3,234,0,683,1,8,30,326,83.9,27,40,348,3,28,51.3,78.1,85.1,60.4,26.3,67.7,80.7,53.2,62,0,248,22,128,159,0,0,27,133,9,683,326,2.94,6.2,1.94,78
Tymere Robinson,153308,HB,HAMPTON,12,110,12,3,11.9,53,0,446,0,0,12,300,28.5,6,33,178,0,40,88.0,73.6,84.1,,20.7,64.7,74.8,64.6,21,0,42,5,102,172,0,0,5,115,11,446,300,2.73,4.1,0.41,68
Jawaun Northington,165194,HB,MURRAY ST,12,110,36,6,38.5,197,0,512,0,5,36,401,125.6,10,29,236,0,49,88.1,79.1,83.6,71.7,65.2,66.4,78.6,55.9,55,0,53,9,75,153,0,0,10,119,6,512,401,3.65,4.7,0.71,60
Jason Collins Jr.,173819,HB,MORGAN ST,11,110,28,9,50.6,313,0,618,2,5,28,375,88.6,13,26,235,1,52,76.2,78.8,83.4,,71.2,61.7,80.8,59.0,75,0,160,17,119,130,0,0,22,127,8,618,375,3.41,5.6,1.34,58
Sone Ntoh,109136,HB,MONMOUTH,12,110,25,6,33.8,165,0,488,0,0,25,385,77.4,10,45,231,0,58,75.0,84.0,84.4,,56.0,52.5,86.2,76.9,64,0,13,3,109,123,0,0,3,113,25,488,385,3.5,4.4,0.12,52
Corey Ibrahim,161876,HB,CITADEL,12,109,11,5,28.9,125,0,418,1,3,11,266,27.8,9,17,139,0,46,75.4,62.8,84.1,,40.3,72.7,62.4,54.8,48,0,121,14,79,210,0,0,18,123,1,432,266,2.44,4.0,1.53,61
Deondra Duehart,196879,HB,SCAR STATE,10,110,25,2,11.2,49,0,438,0,0,25,313,62.4,14,28,290,1,70,74.9,68.0,82.7,,85.0,51.1,68.4,65.9,30,0,13,4,88,139,0,0,4,114,7,438,313,2.85,4.0,0.15,39
Isaac Seide,105610,HB,NEW HAMP,10,110,36,5,39.3,168,0,427,1,5,36,399,115.3,10,23,240,1,60,75.8,64.6,85.2,,38.4,55.8,69.5,41.7,61,0,90,19,183,126,0,0,23,129,2,427,399,3.63,3.9,0.49,50
Zavion Woodard,165127,HB,STHLSK,11,109,13,4,23.6,93,0,394,0,3,13,286,35.9,10,21,1470,2,80,61.6,64.6,25.6,,77.7,48.6,66.0,60.3,31,1,33,8,80,134,0,0,8,117,4,394,286,2.62,3.6,0.41,26
Xzavier Vaughn,102342,QB,ALCORN ST,12,109,39,4,12.4,102,0,320,0,0,17,185,75.6,29,46,107,6,27,54.0,61.6,66.9,48.4,,61.3,77.0,60.3,39,2,4,1,2,298,500,45,1,65,11,820,482,4.42,7.5,2.0,14
John Michalski,177310,QB,SACR HEART,11,109,36,4,15.7,87,0,425,0,0,26,247,81.1,20,36,280,13,43,29.4,63.0,78.2,54.5,62.2,,69.7,60.0,37,2,0,0,0,363,129,20,0,89,6,554,344,3.16,5.1,,32
Ke'Travion Hargrove,146841,HB,GRAMBLING,12,107,44,8,39.6,195,0,492,2,4,44,418,153.7,12,22,177,2,47,62.8,72.9,0.0,,37.5,58.7,77.2,73.2,36,2,112,15,129,131,0,0,21,122,5,492,418,3.91,4.6,0.87,60
Aiden Ramos,170652,HB,CAL POLY,11,107,9,6,37.8,148,0,392,0,5,9,259,26.9,10,16,129,0,45,87.9,63.8,85.9,,68.0,71.2,61.7,57.4,42,0,145,19,146,162,0,0,23,126,2,392,259,2.42,3.7,0.99,59
Plez Lawrence,159371,HB,INDIANA ST,11,107,18,5,50.4,207,0,411,1,3,18,330,49.8,11,14,191,0,33,87.9,65.1,84.5,,81.6,72.1,62.8,53.3,89,0,222,23,118,150,0,0,26,130,3,411,330,3.08,3.8,1.88,69
Isaiah Ragland,170932,HB,VILLANOVA,12,106,30,4,34.1,174,0,511,3,3,30,312,84.5,11,21,334,1,53,74.8,76.7,83.0,,58.1,44.6,82.5,56.9,65,1,69,9,107,155,0,0,14,115,4,511,312,2.94,4.8,0.64,53
Nate Glantz,157587,QB,LNDNWD,12,106,15,7,26.9,146,0,335,0,0,8,185,26.3,15,33,949,7,52,44.6,65.8,89.0,58.8,,54.3,71.5,60.0,30,1,0,0,1,372,207,31,0,75,6,542,294,2.77,5.1,0.0,4
Matt Lawson,185454,HB,ILL STATE,12,104,13,7,35.9,158,0,440,0,1,13,277,32.4,14,25,188,0,10,87.6,70.0,20.6,,84.3,63.1,69.9,60.2,35,1,61,11,87,116,0,0,15,115,3,440,277,2.66,4.2,0.7,94
Jameson Wang,148782,QB,CORNELL,10,104,15,2,7.8,43,0,329,0,1,7,174,27.2,16,41,147,0,24,83.8,74.1,60.4,70.9,62.2,46.8,70.3,60.0,30,4,1,1,2,267,223,33,1,72,7,552,273,2.63,5.3,0.5,29
Tre Bradford,124088,HB,GRAMBLING,12,103,16,5,29.5,124,0,421,0,1,16,254,36.8,15,23,177,1,26,74.3,72.1,24.7,,70.6,65.9,72.3,57.8,41,1,47,11,94,123,0,0,12,114,5,421,254,2.47,4.1,0.5,76
Jaharie Martin,102441,HB,MAINE,11,103,27,2,8.1,31,0,383,0,1,27,287,70.3,7,26,212,1,81,74.3,67.8,84.8,,73.4,58.1,68.9,50.5,16,0,42,8,101,132,0,0,9,111,6,383,287,2.79,3.7,0.42,22
Bryce Cox,172019,HB,GEORGETOWN,11,102,32,8,42.0,230,0,547,1,5,32,403,123.9,18,34,172,0,29,87.4,73.1,84.2,,36.8,61.8,78.8,49.5,59,0,93,16,177,132,0,0,21,118,4,547,403,3.95,5.4,0.53,73
Connor Watkins,108971,QB,VILLANOVA,14,102,11,6,28.0,169,0,376,0,0,8,222,27.8,22,37,334,5,24,60.6,61.6,81.3,52.9,,,74.9,60.0,45,1,0,0,0,427,227,22,0,80,8,603,276,2.71,5.9,,32
Isaiah Smith,138255,HB,N DAKOTA,12,102,22,13,53.5,378,0,706,0,3,22,506,112.7,22,34,249,1,33,73.9,72.7,84.6,,74.0,58.0,73.2,66.0,69,0,159,8,92,143,0,0,11,110,8,706,506,4.96,6.9,1.73,69
Jojo Uga,193274,HB,ALBANY,11,101,24,3,12.7,54,0,425,0,1,24,311,72.6,9,32,106,2,33,59.4,75.0,0.0,,86.5,42.0,77.1,56.9,23,2,20,5,58,115,0,0,6,106,6,425,311,3.08,4.2,0.34,68
Davion Godley,192652,HB,WEBER ST,10,101,19,9,39.6,246,0,621,2,2,19,351,64.0,19,28,342,2,70,60.2,72.2,20.1,,28.5,58.0,74.9,56.6,61,1,87,13,84,112,0,0,18,114,4,621,351,3.48,6.1,1.04,31
Ludovick Choquette,141913,HB,LIUSHAR,12,101,33,8,34.9,187,1,536,2,4,33,382,120.6,14,23,1298,1,40,73.9,70.1,39.7,,70.0,54.2,72.6,69.2,44,1,78,15,137,169,0,0,20,116,2,536,382,3.78,5.3,0.57,58
Nate Thomas,148204,HB,IDAHO,8,101,20,7,35.2,190,2,540,0,1,20,409,81.0,15,28,185,0,51,87.5,80.4,83.8,,45.6,60.4,79.9,63.3,47,2,46,4,62,120,0,0,4,105,5,540,409,4.05,5.3,0.74,50
Tyson Greenwade,178606,HB,CHARLES SO,12,101,39,8,43.8,200,0,457,3,3,39,382,147.1,12,22,135,1,45,74.0,75.0,84.7,,40.1,42.9,81.0,62.4,54,0,58,7,100,173,0,0,14,108,3,457,382,3.78,4.5,0.58,54
Darvon Hubbard,124320,HB,N ARIZONA,11,100,19,3,31.3,124,0,396,0,2,19,331,60.4,4,20,252,0,80,87.3,71.7,84.3,,33.0,71.2,73.7,52.9,55,0,137,15,114,137,0,0,15,115,4,396,331,3.31,4.0,1.2,20
Shimique Blizzard,178296,HB,NC A&T,12,100,16,5,36.2,147,0,406,1,4,16,290,53.2,10,18,246,1,60,74.6,65.2,82.9,,53.5,53.0,67.6,57.8,39,0,72,9,106,119,0,0,11,109,3,406,290,2.9,4.1,0.68,39
Calvin Hill,97069,HB,HOUCHR,12,100,12,7,43.9,216,0,492,0,0,12,276,32.5,15,24,183,1,40,72.6,69.3,83.8,,60.7,50.9,71.0,57.6,54,0,11,2,58,121,0,0,3,102,4,492,276,2.76,4.9,0.19,58
Nathan Lamb,98020,QB,W ILLINOIS,12,99,32,3,18.1,88,0,228,0,0,13,180,59.9,18,39,345,8,18,66.2,78.7,64.0,75.2,62.2,80.7,70.9,60.1,36,3,-5,1,2,306,257,37,1,63,8,485,436,4.4,4.9,-2.5,22
Eden James,160531,HB,HOWARD,12,99,16,5,19.3,83,0,431,3,4,16,289,47.9,16,23,184,0,21,87.3,68.2,83.8,,73.6,58.7,71.2,51.7,19,0,153,23,138,157,0,0,29,122,3,431,289,2.92,4.4,1.11,76
Xavier Leigh,162311,HB,SACR HEART,11,98,10,9,50.1,264,0,527,0,4,10,237,31.1,15,25,280,2,29,58.9,66.7,83.0,,42.8,61.4,66.8,66.3,67,0,30,11,95,134,0,0,12,109,5,527,237,2.42,5.4,0.32,68
KZ Adams,156690,HB,SCAR STATE,12,98,22,7,37.6,181,0,482,1,4,22,249,60.1,14,22,290,0,54,88.3,66.7,84.5,,57.2,56.3,70.6,42.1,47,0,88,12,148,120,0,0,13,110,5,482,249,2.54,4.9,0.59,38
Quasean Holmes,159507,HB,GARD-WEBB,12,98,18,5,34.6,132,0,381,1,9,18,305,70.0,11,20,171,2,31,74.7,72.9,83.5,,78.0,75.1,70.7,63.5,51,0,178,22,110,121,0,0,24,120,4,381,305,3.11,3.9,1.62,66
Amauri Pesek-Hickson,122573,HB,N IOWA,11,98,29,7,29.6,134,0,452,1,4,29,296,85.2,17,23,255,3,51,47.6,73.4,0.0,,55.1,65.9,76.6,60.9,21,2,158,19,142,136,0,0,25,117,4,452,296,3.02,4.6,1.11,46
Mark Gronowski,138303,QB,S DAK ST,15,97,15,2,8.5,36,1,255,0,2,7,147,28.6,12,39,292,1,31,83.1,83.1,80.9,76.8,,72.7,76.3,61.0,20,1,24,2,7,432,167,30,2,69,10,422,238,2.45,4.4,3.43,7
Elisha Cummings,147611,HB,IDAHO,10,97,25,10,50.9,263,0,517,1,1,25,350,88.5,17,22,185,1,46,73.3,72.9,33.7,,72.0,52.1,77.5,64.0,43,1,69,9,140,117,0,0,15,106,1,517,350,3.61,5.3,0.49,48
Reagan Andrew,161309,QB,BUTLER,12,97,24,7,30.1,185,0,492,0,0,18,279,75.6,18,41,127,3,45,69.0,89.0,72.9,83.4,,91.0,75.8,60.0,41,1,34,1,2,214,122,16,2,82,8,614,349,3.6,6.3,17.0,26
Kelvin Dean Jr.,97429,HB,FL A&M,12,96,18,9,49.9,239,1,479,1,7,18,365,84.9,15,17,164,2,43,59.4,64.8,0.0,,39.8,69.8,66.0,58.8,56,2,125,16,109,104,0,0,20,112,1,479,365,3.8,5.0,1.15,51
Caden Meis,106703,HB,N COLORADO,11,95,13,3,17.5,57,0,326,2,2,13,271,42.0,6,26,253,0,64,86.8,66.3,84.4,,77.4,46.6,70.1,53.1,24,0,49,7,95,147,0,0,11,102,4,326,271,2.85,3.4,0.52,30
Jaylen Jenkins,178174,HB,STF AUSTIN,11,95,18,7,42.7,237,0,555,0,0,18,344,66.5,13,28,301,1,56,72.3,78.1,80.9,,65.0,57.8,77.3,65.4,72,0,48,3,48,103,0,0,3,98,3,555,344,3.62,5.8,1.0,39
Zach Calzada,98006,QB,INCAR WORD,14,95,28,2,11.3,53,0,185,0,0,10,107,28.8,20,34,189,2,38,74.3,74.9,49.6,71.5,,50.6,73.3,60.3,33,10,0,0,2,423,286,34,1,61,5,471,304,3.2,5.0,0.0,4
X'Zavion Evans,174273,HB,NORFOLK,10,95,18,9,54.8,273,0,498,0,0,18,363,70.9,11,16,244,2,65,57.0,68.0,81.8,,66.6,56.9,67.8,57.8,53,0,14,2,48,129,0,0,2,97,2,498,363,3.82,5.2,0.29,30
Stockton Owen,148679,HB,BROWN,10,95,5,2,9.0,31,0,343,0,4,5,249,18.9,4,23,123,0,53,87.4,74.8,83.9,,73.6,83.4,72.0,56.8,16,0,205,30,140,108,0,0,30,125,1,343,249,2.62,3.6,1.46,41
Ja'Quan Snipes,153312,HB,HAMPTON,9,94,19,7,45.7,244,0,534,0,0,19,397,81.1,12,26,178,0,28,86.9,75.4,82.1,,83.7,54.5,75.9,63.9,66,0,2,5,70,118,0,0,5,99,6,534,397,4.22,5.7,0.03,65
Darryle Evans,121677,HB,HOUCHR,12,94,8,6,45.5,220,0,484,1,1,8,215,21.2,10,16,183,1,42,72.4,69.2,81.9,,60.1,53.2,70.3,55.7,66,0,51,3,54,114,0,0,5,97,4,484,215,2.29,5.1,0.94,50
Isaac Stopke,176541,HB,MOREHEAD,11,93,18,3,15.2,45,0,296,0,0,18,300,61.1,8,22,234,0,27,86.7,74.4,82.8,,72.0,56.2,75.2,43.7,15,0,12,2,50,105,0,0,3,95,3,296,300,3.23,3.2,0.24,65
Matt Childs,192700,HB,BROWN,9,92,13,4,18.5,66,0,357,1,7,13,248,44.6,6,26,123,2,55,60.1,70.0,83.8,,35.9,89.7,63.9,81.2,20,0,384,29,148,103,0,0,33,121,2,357,248,2.7,3.9,2.59,37
Jaylen King,170801,QB,E TENN ST,10,92,13,6,32.2,165,0,417,0,0,13,218,49.1,18,27,157,2,54,68.2,57.2,76.3,54.7,62.2,54.3,61.0,60.0,57,3,0,0,1,293,96,16,0,76,5,513,259,2.82,5.6,0.0,9
Dylan Kedzior,171203,HB,BRYANT,10,92,10,2,23.2,96,0,414,3,9,10,266,47.8,6,14,124,2,38,59.5,66.5,83.1,,52.3,64.8,67.1,57.9,50,0,190,23,135,101,0,0,28,115,2,414,266,2.89,4.5,1.41,51
Logan Gingg,149620,HB,SAN DIEGO,10,92,9,6,35.2,176,0,500,0,0,9,284,28.9,12,30,283,0,18,86.7,72.8,82.4,,72.4,64.4,71.6,59.5,53,0,21,4,64,105,0,0,5,96,5,500,284,3.09,5.4,0.33,73
James Louis,139438,HB,MOREHEAD,12,92,26,3,15.4,61,0,395,1,0,26,303,88.3,14,19,234,1,21,72.1,71.5,82.9,,86.3,51.9,71.8,49.4,26,0,48,5,67,107,0,0,9,97,3,395,303,3.29,4.3,0.72,71
Angel Johnson,148226,HB,S DAK ST,11,92,31,10,48.8,317,1,650,0,6,31,321,121.8,15,31,292,2,55,61.1,88.1,83.9,,69.8,79.1,87.1,54.0,67,1,174,14,82,112,0,0,17,106,3,650,321,3.49,7.1,2.12,35
TJ Thomas,188550,HB,ELON,8,91,30,9,55.5,325,0,586,2,4,30,372,133.6,16,23,162,2,58,60.9,76.5,82.4,,63.5,59.4,79.4,54.7,74,0,108,13,102,108,0,0,18,104,5,586,372,4.09,6.4,1.06,32
Marco Maldonado,160469,HB,COLGATE,12,91,13,3,21.5,79,0,368,1,2,13,193,28.7,7,14,142,1,52,58.6,62.4,84.7,,77.7,53.3,64.6,53.8,28,0,119,20,209,120,0,0,27,111,2,368,193,2.12,4.0,0.57,39
Sawyer Seidl,177166,HB,N DAKOTA,11,91,20,7,42.9,211,1,492,0,1,20,345,81.2,12,16,249,1,29,73.6,73.2,82.2,,55.6,63.7,73.6,58.9,70,1,42,7,65,104,0,0,7,98,3,492,345,3.79,5.4,0.65,62
John Volker,155414,HB,PRINCETON,9,90,16,7,48.9,254,0,519,0,4,16,252,56.0,10,24,272,0,23,86.4,70.3,83.1,,60.1,56.7,72.7,69.6,75,1,75,10,136,115,0,0,13,100,6,519,252,2.8,5.8,0.55,67
Cooper Wallace,105556,HB,CITADEL,12,89,13,5,37.8,160,1,423,0,2,13,212,36.5,10,18,139,3,45,56.4,63.2,32.5,60.0,31.3,70.4,64.8,56.2,54,2,75,9,75,184,0,0,10,98,4,423,212,2.38,4.8,1.0,42
Quante Jennings,162253,HB,PRESBYTERN,12,89,25,9,41.4,248,0,599,0,0,25,385,108.1,22,31,271,0,58,86.6,84.5,83.7,,44.3,73.8,84.9,71.4,50,0,66,11,100,110,0,0,12,100,4,599,385,4.33,6.7,0.66,31
Adrian Cormier,159084,HB,WEBER ST,12,88,11,3,14.9,56,0,376,1,2,11,239,34.3,9,21,342,2,52,56.4,66.8,85.4,,50.2,65.6,66.7,58.8,23,0,96,15,97,95,0,0,19,103,0,376,239,2.72,4.3,0.99,34
JaCobian Morgan,123050,QB,JACKSON ST,14,88,11,3,25.7,116,1,317,0,0,7,160,24.2,12,23,194,11,27,29.4,69.3,70.1,67.9,,56.7,63.4,60.0,72,5,0,0,1,401,134,20,0,68,6,451,251,2.85,5.1,0.0,23
Caron Tyler,177813,QB,VALPO,10,88,10,8,46.5,239,0,316,0,0,2,111,9.2,16,20,332,5,27,34.2,64.3,85.9,55.3,,54.3,70.9,60.2,55,2,0,0,1,220,198,39,0,49,3,514,233,2.65,5.8,0.0,12
Mark Biggins,105649,HB,CAMPBELL,8,88,22,5,40.0,161,0,402,0,0,22,263,71.5,10,19,131,0,25,86.4,67.4,82.5,,84.7,52.3,68.8,59.1,64,0,12,4,96,134,0,0,5,92,3,402,263,2.99,4.6,0.13,63
Cam'Ron Ransom,147110,QB,BETH COOK,11,87,22,5,27.5,101,0,242,0,0,16,147,46.0,17,25,119,11,41,25.9,69.6,56.8,75.3,,41.5,52.9,60.2,29,5,0,1,3,282,125,16,1,72,5,367,280,3.22,4.2,0.0,16
B.K. Jackson,145318,HB,TXAMEA,12,87,11,4,38.2,163,0,427,1,2,11,191,28.0,5,21,1139,2,38,57.3,66.1,82.8,,62.3,58.4,67.9,58.4,69,0,105,15,140,103,0,0,19,102,4,427,191,2.2,4.9,0.75,49
Luke Hansen,177629,HB,DAYTON,6,87,23,5,30.0,110,0,367,0,4,23,271,86.7,9,23,150,2,48,55.6,67.8,84.8,,62.8,34.0,72.4,42.1,27,0,29,10,48,95,0,0,13,97,1,367,271,3.11,4.2,0.6,38
Q'Daryius Jennings,151215,HB,MURRAY ST,11,87,21,7,50.0,211,0,422,0,4,21,349,96.4,8,17,236,2,30,57.7,74.3,83.0,,86.7,65.1,76.2,52.8,65,0,122,17,120,135,0,0,24,104,2,422,349,4.01,4.9,1.02,53
Austin Smith,145763,QB,AUSTINPEAY,12,87,12,3,11.7,54,0,187,0,0,3,74,8.9,18,27,116,3,19,69.5,68.8,89.1,62.5,,50.2,72.7,60.9,23,2,0,0,2,324,273,37,0,50,4,460,261,3.0,5.3,0.0,15
Zay Davis,186039,HB,NWSTATE,12,87,13,3,34.7,74,0,213,4,8,13,240,56.8,5,7,257,1,50,72.5,54.7,32.5,,48.4,46.3,58.9,49.5,33,1,115,15,108,130,0,0,22,102,1,213,240,2.76,2.4,1.06,37
Glover Cook III,100831,HB,TENN MARTN,14,87,17,3,27.0,90,0,333,1,0,17,254,53.4,7,15,310,0,30,86.3,67.2,82.1,,47.3,53.7,69.9,57.3,33,0,50,6,85,111,0,0,9,93,3,333,254,2.92,3.8,0.59,56
Brian Santana-Fis,182865,HB,MAINE,12,86,16,6,32.3,130,0,402,1,2,16,219,47.7,13,18,212,1,59,71.1,67.4,83.7,,60.6,52.8,69.7,62.7,42,1,96,10,107,113,0,0,13,96,3,402,219,2.55,4.7,0.9,27
Corey Russell,102413,HB,SOUTHERN U,13,86,16,2,13.1,47,0,360,1,0,16,238,50.3,4,19,297,1,41,72.3,76.1,81.2,,62.0,47.2,78.9,56.8,28,0,21,2,66,104,0,0,3,88,3,360,238,2.77,4.2,0.32,45
Mike Chandler II,139371,QB,CAMPBELL,12,86,20,6,34.9,197,0,419,0,0,14,158,50.8,18,24,131,1,31,73.0,70.3,70.1,61.9,,71.2,72.7,60.9,72,1,18,2,7,206,146,21,2,67,3,565,217,2.52,6.6,2.57,24
Kekoa Visperas,147588,QB,E WASHGTON,11,86,12,2,13.6,56,0,279,0,0,9,106,25.2,10,32,161,3,43,75.1,80.7,87.9,75.3,,63.1,74.3,60.8,32,0,7,1,6,288,132,25,2,62,9,411,186,2.16,4.8,1.17,7
Jayden Johannsen,108935,QB,MURRAY ST,12,85,8,6,49.6,184,0,333,0,0,4,115,8.2,9,17,236,5,26,60.3,59.4,87.5,58.5,,59.9,58.2,60.6,64,0,0,0,1,312,38,10,0,75,3,371,149,1.75,4.4,0.0,32
Malik Dotson,176744,HB,E WASHGTON,9,85,15,4,17.8,91,0,512,0,0,15,282,51.3,20,30,161,0,26,86.2,84.5,83.6,,63.2,81.2,82.9,63.7,31,0,153,12,77,151,0,0,15,97,4,512,282,3.32,6.0,1.99,59
Simon Romfo,148126,QB,N DAKOTA,12,84,13,2,9.7,39,0,155,0,0,4,62,12.8,12,24,249,11,9,47.3,66.1,89.0,61.9,,,66.0,60.0,24,0,0,0,0,378,247,40,0,44,4,402,180,2.14,4.8,,26
Harlan Dixon,122669,HB,SE LA,12,84,12,7,33.1,143,1,432,2,2,12,207,35.2,14,17,294,1,34,70.9,64.1,24.0,,50.2,53.1,68.0,58.4,35,1,55,14,104,91,0,0,19,98,2,432,207,2.46,5.1,0.53,44
Naieem Kearney,149326,HB,GEORGETOWN,8,84,14,6,41.2,145,0,352,1,0,14,212,38.8,9,20,172,1,24,70.0,70.2,12.5,,71.2,49.4,73.5,55.2,33,1,19,7,78,92,0,0,9,91,6,352,212,2.52,4.2,0.24,60
Carter James,166688,HB,MARIST,10,83,9,3,20.2,58,1,287,0,2,9,193,24.8,5,12,213,1,22,71.5,64.1,40.2,34.7,78.1,72.4,62.1,58.4,20,1,105,20,162,103,0,0,28,103,1,287,193,2.33,3.5,0.65,58
Carson Gresock,185177,HB,GARD-WEBB,10,83,14,3,20.4,78,1,383,1,2,14,281,60.9,9,28,171,1,20,70.5,77.9,82.1,,47.0,53.4,81.6,49.6,35,1,83,6,74,101,0,0,8,89,10,383,281,3.39,4.6,1.12,63
C.J. Evans,121347,HB,TENN STATE,13,82,17,3,22.3,70,2,314,1,11,17,236,76.0,8,18,308,1,29,80.2,76.0,0.0,,86.6,87.4,71.6,48.0,38,3,306,24,118,102,0,0,27,106,3,314,236,2.88,3.8,2.59,51
Brian Trobel,179546,HB,MERCYHURST,11,82,15,5,39.0,171,0,439,0,5,15,207,54.9,13,26,977,1,47,71.0,73.7,23.3,72.6,75.6,65.2,74.3,57.0,56,1,142,10,111,94,0,0,11,92,4,439,207,2.52,5.4,1.28,30
Ayron Rodriguez,186672,HB,MERCYHURST,11,82,9,4,19.0,68,0,357,1,0,9,205,24.2,13,19,977,2,45,55.8,67.4,84.7,,58.1,53.4,70.0,80.9,19,0,60,11,174,111,0,0,15,93,2,357,205,2.5,4.4,0.34,26
Ja'Shawn Scroggins,160545,QB,HOWARD,10,81,13,6,24.2,153,0,354,0,0,7,158,31.8,20,30,184,6,20,53.7,60.8,53.6,51.3,,57.2,76.6,60.1,48,5,0,0,1,255,278,22,0,59,3,632,306,3.78,7.8,0.0,24
Dason Brooks,164060,HB,IDAHO ST,12,81,20,8,42.4,216,0,509,0,4,20,325,109.4,13,23,186,1,50,69.8,86.8,81.3,,81.6,69.3,85.9,54.7,75,0,62,7,55,105,0,0,9,88,4,509,325,4.01,6.3,1.13,19
Jake Cady,167521,QB,WAGNER,11,80,15,1,12.7,45,0,164,0,0,4,90,16.3,13,23,338,4,17,69.1,70.9,77.2,71.2,62.2,56.7,60.7,60.7,45,4,0,0,1,253,190,33,0,47,2,354,214,2.68,4.4,0.0,9
Andrew Frazier,173585,TE,DAVIDSON,11,79,24,3,18.6,71,0,299,1,0,16,157,52.0,10,17,149,2,23,56.7,62.4,88.8,60.8,,43.6,61.7,66.2,38,1,12,3,49,415,81,11,4,71,4,381,226,2.86,4.8,0.24,40
