player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Hayes Gibson,122513,S,DRAKE,5,3,0,50.0,0,0,153,0,0,55.4,53.4,81.9,68.8,46.7,30.3,1,0,0,0,20,33.3,5,0,0,68.8,2,0,0,51,0,100,175,2,0,0,2,0,118,173,4,71,4,3,7,0,4,1,0,24,0,12.0
Jordyn Morgan,122528,S,TEXAS STHN,1,0,0,,0,0,313,0,0,61.6,61.8,68.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,2,3,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,
Clinton Anokwuru,122545,ED,NWSTATE,12,15,0,,1,1,257,0,0,57.5,58.2,0.0,69.8,59.9,64.9,3,17,0,0,,13.0,7,0,11,0.0,0,4,0,1,0,2,655,654,0,13,514,127,0,1,291,362,0,20,32,5,0,24,0,0,0,
Johnquai Lewis,122568,S,MCNEESE,3,2,0,0.0,0,0,217,0,0,88.2,83.6,76.5,60.0,66.0,84.5,0,0,0,1,,0.0,0,0,0,0.0,0,0,0,34,0,30,52,0,0,0,0,0,16,52,1,21,2,3,5,0,1,0,0,0,0,
Delbert Mayberry,122569,CB,ALAB A&M,3,1,0,75.0,0,0,104,0,0,56.0,60.5,79.1,,78.8,44.8,0,0,0,0,14,25.0,2,0,2,126.6,6,0,0,7,108,69,118,0,0,0,0,0,1,118,0,49,2,2,5,0,8,0,2,43,40,7.2
Dabari Hawkins,122640,CB,TARLETON,14,7,0,54.5,0,0,401,0,0,61.9,64.0,85.2,59.7,70.4,73.0,0,0,0,0,38,11.1,4,3,3,106.3,24,0,0,29,468,281,536,5,0,0,5,0,3,531,1,254,28,8,25,2,44,0,4,300,59,12.5
Tyler Mansfield,122682,CB,SE LA,10,0,0,25.0,0,0,294,0,0,73.2,67.8,0.0,60.0,52.0,29.6,0,0,0,0,9,33.3,2,0,1,39.6,2,0,0,13,136,78,151,0,0,0,0,0,0,151,1,72,1,0,4,0,8,0,0,14,15,7.0
Joseph Mason,122684,ED,NICHOLLS,3,4,0,100.0,0,1,243,0,0,62.0,82.2,28.3,75.0,85.0,82.8,2,5,0,0,9,0.0,0,0,1,104.2,1,2,0,2,0,9,144,142,0,12,57,73,0,2,65,70,0,11,10,2,1,9,0,9,4,9.0
CJ Garnett,122745,LB,TXAMEA,7,0,0,50.0,0,0,1139,0,0,77.1,79.8,75.8,65.9,74.1,79.8,0,2,0,1,-2,0.0,0,0,0,16.7,1,1,0,61,0,34,72,6,0,0,6,0,0,66,10,28,5,4,4,0,2,3,0,-2,2,-2.0
Dwight Jacobs Jr.,122750,S,ALABAMA ST,1,0,0,,0,0,105,0,0,,60.1,73.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Montrell Campbell,122784,CB,ALAB A&M,10,6,0,65.6,0,1,104,0,0,72.9,75.1,83.5,58.9,80.0,79.2,0,0,0,1,50,6.3,2,3,0,130.1,21,0,0,36,371,187,411,0,0,0,0,0,0,411,1,223,4,4,24,1,32,0,4,359,84,17.1
Clyde Pinder,122844,DI,FL A&M,1,0,0,,0,0,164,0,0,,60.8,69.9,58.0,61.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,0,6,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,
AJ Roberts,123019,LB,STNY BROOK,11,9,0,54.5,0,1,303,0,0,58.7,67.5,89.0,61.2,73.1,57.9,2,5,0,1,24,16.1,9,2,0,50.8,12,4,0,293,0,219,661,318,0,0,318,0,1,343,127,315,49,24,38,3,22,11,0,117,62,9.8
Jahvante Royal,123020,CB,CENT CT ST,9,0,0,81.3,0,0,133,0,0,55.3,60.0,77.9,58.9,74.9,73.8,0,0,0,1,39,7.1,1,1,0,113.5,13,0,0,40,109,87,156,0,0,0,0,0,1,156,1,68,5,2,13,0,16,0,1,225,58,17.3
Latarie Kinsler,123042,ED,FL A&M,11,1,0,100.0,1,0,164,0,0,40.4,46.0,27.6,56.1,46.6,25.0,0,8,0,0,14,55.6,5,0,1,118.8,1,2,0,8,0,14,125,117,0,0,113,4,0,8,90,21,0,5,3,0,1,10,0,14,13,14.0
Angelo Anderson,123208,ED,TARLETON,12,3,0,,0,3,401,0,0,55.2,68.5,18.8,81.9,55.1,28.3,0,16,0,0,,39.1,9,0,3,0.0,0,7,0,0,0,2,335,335,0,0,328,7,0,0,186,147,0,16,11,1,0,23,0,0,0,
Rishi Rattan,123230,CB,AUSTINPEAY,12,4,0,50.0,0,0,116,0,0,72.4,71.0,83.5,63.7,60.0,69.1,1,0,0,1,43,12.5,3,1,0,58.0,11,0,0,45,190,181,290,10,0,0,10,0,0,280,11,98,45,6,17,0,22,1,1,95,26,8.6
Avery Morris,123323,LB,DUQUESNE,12,14,0,84.6,0,0,155,1,1,53.3,61.2,4.0,52.8,73.0,48.9,2,6,1,1,22,19.7,13,1,2,64.7,11,1,0,340,0,165,408,43,0,0,43,0,0,365,55,188,25,26,39,6,13,9,0,94,88,8.5
Xavier Spencer,123334,S,SOUTHERN U,3,2,0,0.0,0,0,297,0,0,40.6,43.3,76.3,,53.8,49.6,0,0,0,0,,25.0,1,0,0,39.6,0,0,0,6,14,20,44,1,0,0,1,0,18,43,0,24,5,0,1,0,2,0,0,0,0,
Lakeem Rudolph,123362,S,CAMPBELL,12,10,0,67.7,0,0,131,0,0,78.8,79.9,88.6,61.8,84.4,76.3,1,4,1,2,19,10.0,5,0,0,53.3,21,1,0,108,0,224,477,94,0,0,94,0,0,383,44,209,275,21,35,4,31,6,0,161,93,7.7
Tyree Saunders,123364,WR,ALABAMA ST,1,0,0,,0,0,105,1,1,,64.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Travis Collier,123446,CB,N ALABAMA,4,2,0,20.0,0,0,389,0,0,35.8,44.7,75.5,,70.7,46.7,0,0,0,0,20,25.0,1,0,1,83.3,1,0,0,6,30,17,43,0,0,0,0,0,4,43,0,26,3,1,1,0,5,0,1,20,0,20.0
Marcus Moore,123487,DI,HOUCHR,11,6,2,,0,1,183,0,0,60.4,73.7,84.4,66.9,73.8,60.9,1,3,0,0,,9.1,2,0,0,0.0,0,2,0,0,0,1,356,356,68,166,47,75,0,0,172,183,0,14,14,2,0,6,0,0,0,
Carter Odell,123609,S,ROB MORRIS,9,6,0,71.4,0,0,277,0,0,65.7,61.6,84.2,58.1,51.9,51.1,0,1,0,0,62,22.2,6,0,0,113.7,5,0,0,38,3,121,248,8,0,0,8,0,146,240,2,125,52,2,15,1,7,1,0,91,43,18.2
T.J. Marshall,123673,S,ABILENE CH,4,2,0,33.3,0,0,100,0,0,68.7,63.7,85.2,59.5,53.1,25.5,0,0,0,0,36,60.0,3,0,0,79.9,1,0,0,17,1,23,46,2,0,0,2,0,12,44,1,22,13,0,0,0,3,0,0,36,37,36.0
Darrell Starling Jr.,123723,S,PRVIEW A&M,14,16,0,70.8,0,0,270,0,0,74.5,72.8,89.3,65.8,67.5,48.9,1,10,0,1,23,19.4,19,3,0,80.8,34,2,0,225,0,332,740,94,0,0,94,0,13,646,52,356,407,39,63,7,48,13,1,247,157,7.3
Philjae Bien-Aime,123733,S,ROB MORRIS,6,0,0,60.0,0,0,277,0,0,63.5,62.9,83.1,,60.1,48.0,0,0,0,0,34,23.5,4,0,0,127.5,3,0,0,31,1,102,197,2,0,0,2,0,95,195,0,95,68,4,13,0,5,0,1,43,3,14.3
Jon Horton,123780,ED,GRAMBLING,9,6,0,100.0,0,0,177,0,0,75.2,64.7,0.0,60.7,70.6,73.8,1,4,0,0,2,9.5,2,0,3,79.2,1,3,0,1,0,1,212,211,0,1,187,23,0,1,118,93,0,6,13,2,1,8,0,2,1,2.0
David Laney,123822,S,GARD-WEBB,2,0,0,100.0,0,0,171,0,0,58.0,54.0,76.5,,48.9,19.9,0,0,0,0,12,100.0,2,0,0,116.7,1,0,0,31,0,14,46,0,0,0,0,0,0,46,0,32,15,0,0,0,1,0,0,12,15,12.0
Ty Moss,123828,S,TENN TECH,7,3,0,42.9,0,0,309,0,0,59.0,64.4,80.7,72.7,72.1,75.5,1,1,0,0,22,7.7,1,0,0,59.8,3,0,0,56,1,77,135,2,0,0,2,0,55,133,3,55,21,4,9,0,7,2,0,37,11,12.3
Ike Okoye,123888,ED,ST FRANCIS,9,3,0,,0,0,299,1,0,65.9,57.3,60.9,56.5,55.4,74.5,1,2,0,0,,6.3,1,0,1,0.0,0,2,0,1,0,0,351,350,0,26,240,84,0,1,174,177,0,11,12,4,0,5,0,0,0,
Rashad Whitehead,123898,ED,E TENN ST,2,1,0,,0,0,157,0,0,60.0,63.1,76.2,58.9,63.6,73.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,0,0,23,3,0,0,16,10,0,0,1,0,0,0,0,0,0,
Alajujuan Sparks Jr.,123936,DI,PRVIEW A&M,14,6,1,,0,0,270,0,0,,60.4,0.0,62.4,66.6,44.5,0,3,0,0,,17.6,3,0,5,0.0,0,0,0,0,0,0,282,282,262,20,0,0,0,0,119,163,0,8,8,0,0,3,0,0,0,
Eric Reed Jr.,124000,CB,SOUTHERN U,2,0,0,50.0,0,0,297,0,0,47.2,48.1,73.4,,60.4,74.2,0,0,0,0,73,0.0,0,0,0,95.8,1,0,0,2,12,11,15,1,0,0,1,0,0,14,0,4,0,0,1,0,2,0,0,73,61,73.0
Vito Tisdale Jr.,124079,CB,E KENTUCKY,12,9,0,53.6,0,0,159,0,0,76.2,77.2,14.8,,83.4,71.7,0,0,2,4,55,10.0,4,9,5,57.6,30,0,0,31,655,383,742,4,0,0,4,0,3,738,0,359,49,5,27,1,56,0,2,386,113,12.9
Joel Williams,124083,S,TEXAS STHN,3,7,0,33.3,0,0,313,0,0,66.2,70.0,80.5,,76.2,80.0,0,0,0,1,15,9.1,2,0,0,42.4,2,0,0,16,0,88,152,1,0,0,1,0,118,151,0,64,17,3,13,0,6,0,1,18,0,9.0
Antoine Sampah,124112,ED,CAMPBELL,10,1,0,100.0,0,0,131,1,0,51.8,58.2,84.8,58.8,62.0,62.2,2,2,0,0,37,14.3,2,0,0,158.3,6,0,0,30,0,27,156,110,0,0,109,1,0,46,51,78,16,7,11,0,6,4,1,76,48,12.7
Darryle Ware,124262,LB,CITADEL,12,15,0,85.0,0,0,139,0,0,35.5,64.6,83.9,65.6,86.3,71.3,3,6,0,0,59,8.2,4,2,0,152.1,17,2,0,303,0,140,338,21,1,0,20,0,2,317,44,154,12,20,30,2,20,11,2,290,142,17.1
Trel Riley,124294,CB,SE MO ST,12,2,0,51.3,0,0,293,0,0,65.0,61.9,35.0,62.3,50.7,50.9,0,1,0,1,39,19.4,6,4,3,73.9,20,0,0,51,413,252,483,4,0,0,3,1,9,479,5,226,4,4,23,0,39,1,1,292,61,14.6
Jordan Jefferson,124325,DI,SACRAMENTO,1,0,0,,0,0,279,0,0,,62.8,69.8,58.8,62.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,
Chase Lloyd,124356,S,FL A&M,8,6,0,60.0,0,0,164,0,0,65.7,69.2,83.1,58.3,74.1,83.8,0,0,0,2,67,4.5,1,0,0,104.2,3,0,0,142,1,150,302,2,0,0,2,0,115,300,3,149,42,2,15,0,5,0,1,120,73,40.0
Ife Ohalete,124679,S,MONTANA ST,2,0,0,100.0,0,1,233,0,0,69.9,69.2,71.7,,60.0,79.4,0,0,0,0,12,0.0,0,0,0,116.7,1,0,0,2,0,11,14,0,0,0,0,0,12,14,0,3,0,0,2,0,1,0,0,12,10,12.0
Shug Bentley,124795,LB,STETSON,11,20,0,62.5,0,0,302,0,0,70.8,81.8,43.7,67.1,83.3,67.6,4,2,0,1,24,12.9,11,3,1,57.8,10,1,0,472,0,211,481,4,0,0,4,0,0,477,32,238,5,32,54,3,16,7,0,114,55,11.4
Toby Bolton,124922,CB,TENN TECH,11,3,0,61.1,1,0,309,0,0,54.6,53.0,4.1,,51.7,39.5,0,0,0,0,45,31.3,5,1,3,141.0,11,0,0,18,222,154,246,0,0,0,0,0,0,246,0,92,4,4,8,0,18,0,2,220,67,20.0
Jett Sutton,125047,S,N DAKOTA,5,0,0,50.0,0,0,249,0,0,80.4,79.9,78.2,,73.1,62.2,0,0,0,0,16,14.3,1,2,0,77.1,1,0,0,25,0,27,57,0,0,0,0,0,28,57,0,30,2,0,6,0,2,0,0,16,11,16.0
Cam Haynes,125258,LB,WAGNER,6,2,0,,0,2,338,0,0,78.6,62.8,78.6,69.8,45.9,33.6,0,2,0,0,,26.7,4,0,0,0.0,0,0,0,86,0,21,92,1,0,0,1,0,0,91,12,59,5,5,9,1,0,2,0,0,0,
Dyshier Clary,125320,DI,STNY BROOK,11,8,1,,0,0,303,1,0,52.7,74.0,32.0,72.5,75.5,34.7,2,14,0,0,,25.6,10,0,3,0.0,0,6,0,0,0,0,458,458,359,95,1,3,0,0,243,215,0,23,21,5,0,22,0,0,0,
Robert Johnson,125366,DI,W GEORGIA,11,6,0,,0,0,1177,0,0,45.1,61.8,66.2,56.0,70.2,28.2,4,9,0,0,,28.0,7,0,1,0.0,0,2,0,21,0,6,489,467,46,303,51,67,0,22,250,233,1,10,12,1,0,15,0,0,0,
Robert Sanders,125671,ED,PRINCETON,10,8,0,75.0,0,0,272,0,0,51.0,57.7,88.4,60.5,56.4,44.5,0,3,0,0,14,23.1,6,0,0,125.0,3,2,0,7,0,16,285,277,0,2,273,2,0,8,134,135,0,7,12,2,4,5,1,20,15,6.7
Jayvont Williams,125672,S,VILLANOVA,9,1,0,25.0,0,0,334,0,0,85.9,74.0,79.0,59.9,43.8,37.2,0,0,0,1,4,33.3,2,1,0,0.0,2,0,0,53,1,51,104,0,0,0,0,0,26,104,1,52,24,1,3,0,8,0,0,7,6,3.5
Peyton Kramer,125693,WR,TARLETON,1,0,0,,0,0,401,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Tyson Williams,125941,CB,ABILENE CH,14,12,0,64.0,1,0,100,0,0,67.6,71.4,88.6,71.4,79.9,72.2,1,0,0,1,64,11.6,8,6,3,98.3,48,0,0,143,436,519,874,12,0,0,12,0,53,862,3,352,229,14,49,1,75,1,3,632,265,13.2
Luke Smith,126242,LB,FURMAN,1,0,0,,0,0,170,0,0,,53.6,68.2,,55.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,
James Stewart,126263,ED,TENN STATE,12,14,3,100.0,0,3,308,0,0,62.7,90.2,48.9,90.3,86.2,60.9,4,31,0,0,3,16.9,13,1,3,118.8,1,9,0,6,0,16,657,650,0,2,629,19,0,7,301,340,0,45,50,12,1,44,1,3,2,3.0
Marquis Hood,126582,DI,NC A&T,12,12,2,,0,1,246,0,0,65.3,80.3,40.4,84.3,73.0,74.8,6,13,0,0,,5.0,2,0,3,0.0,0,9,0,9,0,1,645,636,30,544,34,28,0,9,349,295,0,30,26,5,0,28,0,0,0,
Montre Samuels-Parker,126822,DI,N DAKOTA,14,7,0,,0,0,249,1,0,63.4,62.6,86.0,58.4,63.0,28.2,5,13,0,0,,25.6,10,0,0,0.0,0,2,0,1,0,4,627,626,82,466,13,65,0,1,375,248,0,19,22,2,0,20,0,0,0,
Chase Allen,126962,S,AUSTINPEAY,12,4,0,65.5,0,0,116,1,0,74.3,68.7,84.1,56.7,55.8,46.5,0,1,0,0,26,20.5,8,4,0,92.9,19,0,0,128,3,223,438,1,0,0,1,0,7,437,4,211,299,10,27,2,29,1,1,172,105,9.1
Jack Stoll,127096,LB,CENT CT ST,13,17,0,80.0,0,0,133,0,0,46.1,56.7,82.3,51.3,66.1,38.7,6,8,0,0,27,20.7,24,1,0,129.6,24,0,0,670,0,382,757,16,0,0,16,0,3,741,60,315,65,49,75,16,30,14,3,213,97,8.9
Sean Line,127117,LB,HARVARD,11,20,1,82.6,0,1,179,0,0,73.5,75.3,82.0,64.6,76.0,77.8,6,6,0,1,51,9.8,10,1,0,108.9,19,2,0,375,3,262,564,29,0,0,29,0,1,535,37,265,156,41,72,4,23,14,2,173,132,9.1
Jordan Nabors,127151,WR,STF AUSTIN,1,0,0,,0,0,301,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Cinque Williams,127302,S,TXAMEA,11,13,0,82.1,0,2,1139,0,0,62.4,74.3,88.7,63.4,91.8,67.6,3,3,0,0,40,14.8,12,3,2,124.7,32,0,0,174,2,329,670,41,0,0,41,0,110,629,20,321,342,24,56,6,39,6,3,303,132,9.5
Jeremy Mendez,127362,DI,TENN TECH,13,1,1,,0,0,309,0,0,62.0,64.9,83.9,58.7,66.6,42.8,3,6,0,0,,22.2,4,0,0,0.0,0,3,0,3,0,6,369,366,48,303,5,10,0,3,205,158,0,12,13,2,0,12,0,0,0,
Cortaz Williams,127560,HB,CENT CT ST,1,0,0,,0,0,133,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Kaleb Purdy,128032,S,TENN TECH,11,10,0,52.2,0,0,309,0,0,80.4,81.6,87.1,66.9,78.6,79.1,1,2,0,1,25,10.0,4,1,0,46.5,12,1,0,222,2,303,537,5,0,0,5,0,215,532,7,227,93,11,26,2,23,4,0,105,59,8.8
Elijah Thomas,128040,S,LNDNWD,5,0,0,,0,0,949,0,0,64.3,52.4,0.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,1,4,8,1,0,0,1,0,4,7,0,4,0,0,0,0,0,0,0,0,0,
Trevon Piggee,128041,DI,E ILLINOIS,12,9,0,100.0,1,1,158,0,0,64.5,64.9,21.6,63.7,65.7,45.4,6,8,0,0,1,20.0,5,0,3,79.2,1,2,0,2,0,0,394,392,33,317,3,39,0,2,208,186,0,10,11,0,1,16,0,1,3,1.0
Myles Turner,128105,LB,TOWSON,12,14,0,66.7,0,1,317,0,0,58.3,63.6,85.8,50.7,68.6,67.8,0,7,0,0,14,13.0,6,0,0,81.3,4,0,0,330,0,127,338,4,0,0,4,0,0,334,29,182,2,13,26,3,6,7,0,34,27,8.5
Amari Williams,128142,DI,FL A&M,11,6,0,,1,0,164,0,0,67.0,68.5,55.1,60.5,71.0,71.8,1,6,0,0,,6.3,1,0,1,0.0,0,1,0,0,0,0,291,291,16,116,96,63,0,0,152,139,0,6,9,2,0,8,0,0,0,
Devon Edwards,128149,LB,LNDNWD,7,12,0,90.0,0,0,949,0,0,60.9,70.4,24.8,56.7,82.1,58.4,1,4,0,0,15,17.6,6,0,1,96.3,9,1,0,253,0,116,288,20,0,0,20,0,4,268,43,129,11,7,16,1,10,6,0,71,63,7.9
Brandon Guzman,128153,CB,CAMPBELL,11,2,0,54.8,0,0,131,0,0,59.6,59.7,85.0,55.9,58.8,65.3,1,0,0,0,96,13.0,6,5,2,94.4,34,0,0,33,504,326,563,3,0,0,3,0,2,560,3,234,21,7,38,1,62,1,2,533,237,15.7
Sanjay Strickland,128168,LB,LNDNWD,12,31,0,83.9,0,3,949,0,0,67.3,73.2,84.5,67.9,75.2,62.8,2,11,0,0,35,14.5,16,1,0,113.3,26,2,0,491,4,298,645,56,0,0,56,0,4,589,62,285,89,39,63,4,31,15,1,267,154,10.3
Davion Blackwell,128223,LB,AUSTINPEAY,6,1,0,70.0,0,0,116,0,0,52.0,50.0,81.1,51.5,51.0,68.7,1,2,0,0,18,14.3,1,0,0,81.3,7,0,0,74,1,71,114,20,0,0,20,0,0,94,11,32,19,2,5,0,10,3,0,50,39,7.1
Devin Gunter,128231,CB,BETH COOK,12,2,0,54.5,0,0,119,0,0,62.9,65.3,82.3,,73.7,69.4,0,0,0,0,83,12.0,3,4,1,129.9,18,0,0,21,291,183,314,0,0,0,0,0,0,314,0,131,1,2,20,0,33,0,3,429,159,23.8
Angel King,128234,S,WEBER ST,11,17,0,60.0,0,0,342,1,0,55.1,60.8,84.7,54.2,68.8,82.0,0,4,0,2,85,8.8,6,0,1,96.4,18,0,0,242,15,262,507,20,0,0,20,0,100,487,5,240,129,15,45,1,30,4,2,359,201,19.9
Mikale Greer,128324,CB,N ARIZONA,12,2,0,54.8,0,0,252,0,0,71.6,70.7,25.8,82.3,59.1,54.9,0,0,1,1,42,18.8,3,4,1,73.9,17,1,0,17,325,234,365,20,0,0,20,0,0,345,4,127,2,5,11,0,31,1,1,214,64,12.6
Read Sunn,128435,LB,E WASHGTON,12,33,0,82.8,1,2,161,0,0,64.0,76.6,59.7,58.4,88.2,75.5,2,8,0,0,45,11.5,13,1,2,114.5,24,2,0,456,1,282,699,75,0,0,75,0,4,624,77,340,162,41,67,9,29,12,1,253,144,10.5
A.J. Seay,128788,CB,FURMAN,9,3,0,72.4,0,0,170,0,0,49.6,53.1,81.6,60.0,72.2,71.0,0,0,0,0,41,9.5,2,0,3,115.3,21,0,0,15,226,141,245,0,0,0,0,0,0,245,1,103,4,6,16,0,29,0,2,208,61,9.9
Spencer Rich,129054,LB,TXRG,12,26,0,72.0,0,0,1445,3,0,72.1,81.8,52.3,57.4,91.2,78.7,3,7,0,0,85,9.4,9,2,1,108.1,18,1,0,487,1,319,622,14,0,0,14,0,2,608,42,261,117,32,61,2,25,11,1,196,179,10.9
Sam Ofurie,129115,LB,RHODE ISLD,14,5,0,58.3,0,0,274,0,0,76.2,70.1,82.5,66.0,59.2,53.5,1,8,0,0,6,22.6,7,1,0,63.2,7,2,0,214,0,91,243,3,0,0,3,0,1,240,27,125,25,12,19,2,12,11,0,21,11,3.0
Jeremiah Bailey,129179,ED,E KENTUCKY,12,12,0,100.0,0,0,159,1,0,64.4,76.1,58.6,61.5,83.8,69.7,4,26,0,0,6,11.8,6,0,2,83.3,2,2,0,1,0,5,717,716,15,87,187,427,0,1,365,347,0,28,33,3,2,32,0,8,14,4.0
Byron Davis,129319,CB,TENN STATE,11,5,2,55.1,0,1,308,0,0,80.2,79.4,0.0,66.7,81.5,68.9,1,2,0,2,66,13.6,6,6,3,82.4,27,1,0,60,4,281,637,36,0,0,36,0,18,601,21,335,519,12,33,3,49,4,3,364,153,13.5
Taylor Goodson,129554,CB,E ILLINOIS,8,1,0,60.0,0,0,158,0,0,71.1,70.5,80.0,54.1,66.3,80.7,0,0,0,0,4,0.0,0,0,0,64.6,3,0,0,12,0,60,89,1,0,0,1,0,2,88,3,26,74,2,3,1,5,0,0,5,7,1.7
Jordan Swain,129565,DI,MERCER,13,13,2,,0,0,219,0,0,55.7,65.3,41.1,65.8,66.5,60.7,3,19,0,0,,12.5,4,0,3,0.0,0,4,1,0,0,3,638,638,53,573,1,11,0,0,375,260,0,16,15,2,0,26,0,0,0,
Jerome Nichols,129591,LB,FL A&M,10,9,0,100.0,0,0,164,0,0,50.1,63.4,79.3,51.9,76.2,61.7,0,0,0,0,42,12.9,4,0,0,118.8,9,0,0,134,0,47,154,7,0,0,7,0,0,147,17,90,13,11,18,1,9,0,0,122,57,13.6
Lamont Narcisse,129858,CB,MARIST,12,10,0,54.3,0,0,213,0,0,67.5,69.2,85.3,71.3,69.5,81.5,1,0,0,1,41,5.1,2,4,3,75.5,25,0,0,19,507,299,539,8,0,0,8,0,0,531,4,236,5,11,27,1,46,1,2,250,60,10.0
Jake Miller,130307,LB,MERCYHURST,12,23,1,73.7,0,3,977,0,0,64.2,76.4,83.9,52.9,83.2,77.5,0,1,0,0,57,7.4,6,1,0,119.2,14,0,0,474,0,212,488,6,0,0,6,0,2,482,33,243,5,26,52,6,19,1,1,174,78,12.4
Donny Marcus,130340,HB,CENT CT ST,1,0,0,,0,0,133,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Cole Lakatos,130373,WR,WAGNER,1,0,0,,0,0,338,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Logic Hudgens,130410,CB,TXRG,12,5,0,61.1,0,0,1445,0,0,82.9,84.7,50.1,67.9,86.9,76.7,1,0,1,3,39,7.7,4,3,6,64.0,33,0,0,34,642,411,704,8,0,0,8,0,4,696,3,290,15,17,43,4,54,1,2,283,67,8.6
Lonnie Rice,130418,LB,BRYANT,12,21,0,82.2,1,1,124,0,0,49.9,68.1,0.0,90.8,79.2,82.4,5,17,0,0,72,7.9,7,0,7,140.4,37,2,0,601,0,334,691,21,0,0,21,0,1,670,80,277,67,20,61,1,45,24,4,476,362,12.9
Jeremiah Batiste,130509,CB,CHATTNOOGA,11,0,0,45.2,0,0,137,0,0,67.1,65.8,37.2,58.2,61.9,53.0,0,0,0,1,45,20.8,5,3,4,88.2,14,0,0,38,464,266,512,7,0,0,7,0,1,505,2,244,2,6,19,1,31,0,3,221,75,15.8
Anthony Enechukwu,130649,S,JACKSON ST,1,0,0,,0,0,194,0,0,61.2,61.0,70.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,4,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,
Jeremiah Piper,130659,CB,YNGTOWN ST,1,0,0,,0,0,353,0,0,,46.3,67.6,,46.7,21.7,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,1,4,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,
Logan Wilson,130669,DI,INDIANA ST,11,5,2,,2,0,191,0,0,65.6,67.5,14.2,69.1,66.5,56.8,7,14,0,0,,12.9,4,0,4,0.0,0,3,0,4,0,1,453,449,32,374,21,22,0,4,249,203,0,18,22,4,0,24,0,0,0,
Markell Johnson,130982,LB,TARLETON,9,1,0,50.0,0,0,401,1,0,66.2,60.8,0.0,60.0,67.0,26.7,0,0,0,1,10,40.0,4,0,2,20.8,2,0,0,52,0,32,67,0,0,0,0,0,0,67,1,34,12,2,5,1,4,0,0,16,9,8.0
Luke Reilly,131072,DI,LEHIGH,2,0,0,,0,0,205,0,0,,66.7,73.4,65.4,62.4,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,21,21,1,20,0,0,0,0,16,5,0,0,0,0,0,1,0,0,0,
Jivon Oggs,131183,CB,E TENN ST,12,7,0,63.4,1,1,157,1,0,70.6,71.7,89.7,73.1,67.8,49.3,4,1,0,2,42,22.4,11,3,1,75.5,26,1,0,166,4,344,602,38,0,0,38,0,52,564,23,235,341,20,31,3,41,6,2,242,121,9.3
