player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Corey Wilson,153317,S,MAINE,2,0,0,,0,0,212,0,0,61.2,61.0,67.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,2,3,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,
Jadon Carter,153406,S,MORGAN ST,12,4,0,70.9,0,2,235,0,0,71.4,74.0,21.0,58.6,85.2,62.8,0,3,0,2,31,15.5,11,1,4,97.0,39,2,0,157,3,377,690,13,0,0,13,0,223,677,19,294,293,25,56,6,55,5,4,353,200,9.1
Shawan Lewis,153427,DI,ALBANY,2,1,0,,0,0,106,0,0,,71.0,76.4,59.9,75.4,72.2,2,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,49,48,7,36,1,4,0,1,30,19,0,1,1,0,0,2,0,0,0,
Tavon Hardwick,153933,CB,ARKAPB,10,6,0,83.3,0,0,112,0,0,67.1,63.8,85.4,64.0,52.4,42.7,0,1,0,0,16,25.7,9,1,1,111.8,20,0,0,71,0,170,369,22,0,0,22,0,1,347,16,183,274,9,20,1,24,1,1,180,116,9.0
Kyle Knox,153945,S,ARKAPB,11,4,0,83.3,0,0,112,0,0,42.1,44.7,84.1,56.8,50.4,44.9,0,1,0,1,25,26.7,8,0,1,110.4,10,0,0,140,0,168,342,5,0,0,5,0,145,337,4,170,51,4,18,0,12,1,2,112,83,11.2
Jonathan Cabral-Martin,153976,CB,N IOWA,12,17,0,60.0,0,2,255,0,0,73.4,73.2,22.8,83.9,69.7,64.5,0,0,0,1,77,12.9,9,7,5,90.3,33,1,0,100,246,357,702,12,0,0,12,0,18,690,9,336,325,16,44,1,55,1,3,365,203,11.1
Jermaine Williams,153988,DI,STHLSK,1,0,0,,0,0,1470,0,0,,63.3,76.8,57.2,64.8,66.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,23,23,16,7,0,0,0,0,12,11,0,0,1,0,0,0,0,0,0,
Cameron Franklin,153996,S,PRVIEW A&M,8,2,0,60.0,0,0,270,0,0,75.8,70.1,0.0,,62.1,73.0,0,0,0,0,5,8.3,1,0,1,64.6,3,0,0,62,56,56,133,2,0,0,2,0,8,131,0,77,5,6,9,1,5,0,0,9,4,3.0
Tim Alderman,154072,ED,NC A&T,12,9,2,0.0,1,0,246,2,1,60.4,79.7,69.0,68.8,85.6,63.7,2,26,0,0,,13.5,5,0,1,39.6,0,6,0,2,0,4,499,496,0,23,398,75,0,3,277,218,1,25,23,3,1,34,0,0,0,
Malik Harp,154107,LB,SCAR STATE,13,11,1,72.7,0,0,290,1,1,65.6,77.8,85.1,51.0,90.4,57.9,0,6,0,0,66,16.5,13,3,0,125.6,16,0,0,440,0,281,532,15,0,0,15,0,1,517,31,220,75,35,55,5,22,6,2,172,104,10.8
Kobe McClendon,154229,ED,LNDNWD,12,10,0,100.0,0,1,949,1,0,66.1,70.9,69.4,58.6,78.0,60.8,2,17,0,0,7,17.5,7,0,1,95.8,1,3,0,7,0,11,491,479,1,17,377,84,0,12,250,230,5,20,23,1,1,22,0,7,2,7.0
Jayden Patrick,154239,CB,LNDNWD,12,8,0,65.3,0,1,949,3,0,76.0,71.6,86.3,68.8,45.2,37.4,0,0,0,0,72,26.2,17,5,0,112.0,32,0,0,44,570,386,698,2,0,0,2,0,2,696,2,310,79,17,40,5,49,0,3,413,152,12.9
Rodney Dansby,154603,LB,HOUCHR,12,36,0,64.7,0,1,183,0,0,77.8,81.7,37.6,60.0,87.3,79.9,1,3,1,1,30,8.5,9,2,3,80.3,11,0,0,386,0,242,639,156,0,0,156,0,0,483,59,338,97,37,61,5,17,4,1,119,72,10.8
Xavier Toliver,154606,S,HOUCHR,10,4,0,71.4,0,0,183,0,0,61.6,65.9,84.3,,70.8,55.4,0,0,0,0,50,19.5,8,1,0,128.0,10,0,0,120,2,123,301,20,0,0,20,0,84,281,0,178,74,14,29,0,14,0,2,90,30,9.0
Leisaan Hibbert,154609,S,RHODE ISLD,14,9,0,54.5,0,0,274,1,1,68.3,75.5,86.0,61.2,88.2,74.3,0,1,1,1,29,12.8,6,1,1,38.4,6,0,0,120,4,264,434,8,0,0,8,0,273,426,7,163,28,9,32,3,11,1,0,76,48,12.7
Raylyn Manley,154647,CB,AUSTINPEAY,11,5,0,70.5,2,0,116,0,0,62.7,64.5,0.0,,83.4,84.4,0,0,0,0,55,4.7,2,5,3,115.0,31,0,0,12,434,285,446,0,0,0,0,0,0,446,0,161,0,4,36,1,44,0,2,412,139,13.3
Shamar Graham,154660,LB,TOWSON,10,5,0,100.0,0,0,317,0,0,70.1,72.4,81.3,60.8,74.5,72.0,0,3,0,0,20,12.0,3,0,0,99.0,4,1,0,74,0,59,174,50,0,0,50,0,0,124,31,84,50,11,17,2,4,4,0,31,20,7.8
Chris Gales,154723,LB,ALBANY,10,18,0,70.8,0,2,106,0,0,76.7,73.6,50.2,72.3,67.3,68.4,1,10,0,0,19,12.9,8,1,2,75.5,17,5,0,159,1,134,378,136,0,0,136,0,0,242,73,171,80,20,36,1,24,16,0,83,72,4.9
Jay Jones II,154745,LB,HOWARD,12,4,0,71.4,0,0,184,0,0,66.1,67.0,29.7,65.9,66.3,48.0,0,4,0,2,30,21.2,7,1,1,55.4,5,1,0,165,0,88,248,64,0,0,64,0,4,184,32,128,15,14,22,1,7,5,0,56,46,11.2
Emerson Martin,154749,DI,DELWARE ST,11,4,0,,0,0,152,0,0,60.3,55.9,37.3,54.1,60.5,66.1,1,6,0,0,,6.7,1,0,2,0.0,0,1,0,2,0,1,386,384,13,173,62,136,0,2,227,158,0,7,10,1,0,8,0,0,0,
Ty Williams Jr.,154784,CB,NC A&T,11,5,0,56.3,0,0,246,0,0,48.8,54.6,85.3,,77.6,83.4,0,0,0,0,62,5.6,2,2,1,100.3,27,0,0,87,288,275,498,0,0,0,0,0,36,498,0,223,87,6,29,1,48,0,2,431,200,16.0
Rufus Toe,154792,ED,HOUCHR,11,3,0,,0,0,183,0,0,51.9,56.2,81.0,62.7,55.5,26.2,1,1,0,0,,38.5,5,0,0,0.0,0,0,0,10,0,6,114,103,0,20,51,32,0,11,23,85,1,4,5,0,0,2,0,0,0,
Les Odimara,155200,CB,TARLETON,8,4,0,42.9,0,0,401,0,0,63.6,64.5,77.5,,65.5,58.0,0,0,0,1,19,16.7,1,1,1,25.6,3,0,0,7,70,50,85,0,0,0,0,0,0,85,0,35,5,0,1,0,7,0,0,46,6,15.3
Rex Connors,155292,S,UC DAVIS,5,5,0,75.0,0,0,322,0,0,67.4,72.5,82.9,68.7,76.7,77.4,0,1,0,0,31,4.0,2,3,0,141.9,12,0,0,208,1,164,304,3,0,0,3,0,54,301,4,136,37,13,43,0,16,1,2,145,50,12.1
Xavier Kately,155297,CB,ALCORN ST,1,0,0,,0,0,107,0,0,,60.0,66.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Jacob Williams,155300,LB,TEXAS STHN,1,0,0,100.0,0,0,313,0,0,48.1,66.6,75.2,56.9,82.0,80.6,0,0,0,0,16,0.0,0,0,0,118.8,1,0,0,25,0,11,29,2,0,0,2,0,0,27,2,16,2,4,5,0,1,0,0,16,0,16.0
Connor Hulstein,155382,TE,MARIST,1,0,0,,0,0,213,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Samy Lamothe,155387,S,PRINCETON,7,2,0,0.0,0,0,272,0,0,58.0,63.1,79.8,47.9,73.7,54.7,0,0,0,0,,8.3,1,1,0,39.6,0,0,0,64,2,69,142,3,0,0,3,0,62,139,1,72,11,3,9,0,3,0,0,0,0,
Jalen Newman,155393,CB,MONMOUTH,4,1,0,50.0,0,0,231,0,0,40.4,41.1,78.8,,53.0,21.5,0,0,0,0,70,80.0,4,0,1,135.4,5,0,0,4,99,66,105,0,0,0,0,0,1,105,0,39,1,0,0,0,10,0,2,193,108,38.6
Payton Tally,155409,LB,NICHOLLS,12,16,0,78.6,0,0,243,0,0,54.5,60.5,86.3,64.8,63.3,60.5,1,3,0,0,44,15.7,11,2,0,112.5,22,2,0,371,4,239,575,87,0,0,87,0,7,488,37,299,105,22,43,1,28,6,1,228,128,10.4
Jaylen Gullatte,155442,CB,WAGNER,1,0,0,0.0,0,0,338,0,0,76.7,76.7,74.0,,65.5,76.2,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,0,25,11,25,0,0,0,0,0,0,25,0,14,0,0,2,0,2,0,0,0,0,
Ricky Rich,155519,LB,SO UTAH,4,1,0,100.0,0,0,298,0,0,61.1,55.6,75.7,55.0,52.8,62.9,0,2,0,0,14,14.3,1,0,0,111.1,3,0,0,51,1,25,54,1,0,0,1,0,0,53,4,25,1,1,5,0,3,2,0,32,16,10.7
Neil Daily,155538,LB,MONTANA ST,10,8,0,65.2,0,0,233,1,0,74.5,72.5,80.7,44.9,71.1,62.1,0,1,0,0,25,15.0,6,2,0,108.1,15,0,0,211,0,159,265,1,0,0,1,0,0,264,7,99,51,14,26,2,23,1,2,125,71,8.3
Jeremiah Harris II,155541,LB,PRVIEW A&M,3,0,0,,0,0,270,0,0,60.0,50.9,0.0,,60.4,79.0,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,16,0,1,18,0,0,0,0,0,0,18,0,17,2,3,4,0,0,0,0,0,0,
Justin Luke,155542,WR,N ALABAMA,3,0,0,100.0,0,0,389,0,0,52.5,53.2,72.2,,60.0,74.3,0,0,0,0,9,0.0,0,0,0,104.2,1,0,0,1,1,10,11,0,0,0,0,0,8,11,0,1,1,0,1,0,1,0,0,9,14,9.0
Christopher Walley,155558,ED,ALCORN ST,10,2,1,,0,0,107,0,0,60.0,69.6,82.8,75.2,54.3,31.6,0,12,0,0,,37.5,3,0,0,0.0,0,1,0,0,0,0,161,160,0,20,106,34,0,1,107,54,0,3,3,0,0,13,0,0,0,
Porter Connors,155570,LB,UC DAVIS,5,10,0,50.0,0,0,322,1,0,82.1,81.2,79.6,63.4,78.5,70.8,1,2,0,0,13,12.5,4,2,0,58.3,4,0,0,274,1,159,313,7,0,0,7,0,1,306,15,139,29,9,18,2,8,3,0,28,15,7.0
Jayden Stanley,155573,S,UC DAVIS,14,18,0,74.4,0,1,322,1,0,66.3,65.8,88.5,,62.7,42.1,0,0,0,1,28,21.2,21,3,2,84.6,29,0,0,394,4,472,852,13,0,0,13,0,259,839,0,380,180,19,60,3,39,0,0,292,124,10.1
Malik Moore,155617,LB,STF AUSTIN,3,3,0,100.0,0,0,301,0,0,51.1,53.9,73.3,57.4,61.5,75.7,0,0,0,0,35,0.0,0,0,0,158.3,1,0,0,2,0,3,17,14,0,1,4,9,0,3,6,8,1,0,0,0,1,0,1,35,12,35.0
Rafael Fasolino,155766,LB,LIUSHAR,9,16,0,68.2,0,0,1298,0,0,74.0,76.3,34.5,65.1,79.4,59.4,1,3,0,0,19,16.2,11,1,1,80.1,15,0,0,280,0,169,359,16,0,0,16,0,0,343,10,180,63,29,41,9,22,4,0,112,101,7.5
Omar Emmons,155769,S,TARLETON,14,7,0,42.9,0,3,401,0,0,80.3,79.5,86.7,65.4,74.1,77.8,1,2,1,2,35,8.8,3,4,1,27.4,12,1,0,81,25,201,429,35,0,0,35,0,7,394,16,212,278,10,24,4,28,4,0,130,26,10.8
Kaden White,155771,S,TOWSON,12,3,1,64.7,0,1,317,1,0,73.9,73.0,48.4,66.1,71.6,62.0,1,4,0,0,33,15.8,9,3,1,77.2,22,2,0,134,0,221,467,74,0,0,74,0,0,393,40,206,259,27,45,2,34,7,0,173,137,7.9
Jordan Helton,155785,S,JACKSON ST,9,1,0,50.0,0,0,194,0,0,75.9,72.9,79.2,,61.6,71.7,0,0,0,0,13,10.0,1,1,0,70.8,1,0,0,46,1,74,126,0,0,0,0,0,74,126,0,52,5,4,8,0,2,0,0,13,9,13.0
Sahnai Swain-Price,155821,DI,RHODE ISLD,1,3,0,,0,0,274,0,0,,66.8,75.1,55.1,71.5,73.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,8,22,0,1,0,0,16,15,0,0,0,0,0,0,0,0,0,
Blake Smith,155827,S,TARLETON,13,3,0,43.8,0,2,401,1,0,79.0,73.2,86.5,,57.8,32.4,0,0,0,2,18,30.9,17,3,0,18.5,7,0,0,107,2,264,513,0,0,0,0,0,359,513,0,249,44,9,35,1,16,0,0,75,47,10.7
Luke Jakubauskas,155863,ED,WAGNER,11,11,0,46.2,0,1,338,2,0,90.0,71.8,25.3,71.0,60.5,68.2,4,8,0,1,16,10.8,4,3,3,21.0,6,4,0,54,0,47,440,371,0,4,359,8,0,69,169,224,15,21,22,3,13,16,0,36,50,6.0
Joshua Randall,155871,ED,SE LA,13,2,0,,1,0,294,1,0,73.5,88.2,41.5,91.5,68.3,81.0,2,25,0,0,,4.5,1,0,2,0.0,0,9,0,1,0,13,371,370,0,0,330,40,0,1,197,161,0,22,19,4,0,36,0,0,0,
Brandon Tolvert,155894,DI,TARLETON,14,14,0,,0,0,401,1,0,63.1,81.5,63.7,74.3,80.8,76.9,2,13,0,0,,2.3,1,0,1,0.0,0,4,0,1,0,1,448,447,19,360,24,44,0,1,211,236,0,21,28,6,0,19,0,0,0,
Jalen Hodo,155897,S,CENT ARK,8,5,0,50.0,0,0,132,0,0,39.8,45.2,80.1,64.5,52.6,67.3,1,0,0,0,7,15.4,2,0,0,97.9,1,0,0,37,0,47,115,0,0,0,0,0,68,115,1,67,10,3,6,0,2,1,1,7,7,7.0
Hunter Parsons,155915,ED,MONTANA ST,16,8,1,100.0,0,1,233,0,0,57.0,62.5,87.7,60.2,63.2,54.6,8,16,0,0,50,17.6,6,0,0,118.8,1,4,0,0,0,12,664,664,0,0,636,28,0,0,407,245,0,19,20,5,1,28,0,50,44,50.0
Adrian Green,155922,WR,HOUCHR,1,0,0,,0,0,183,0,0,,60.3,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Mike Johnson,155971,LB,MERRIMACK,1,0,0,,0,0,385,0,0,63.2,61.8,63.7,,,76.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,
Sam Martin Jr.,156180,CB,WAGNER,12,12,0,61.0,1,1,338,0,0,73.9,77.0,53.3,57.4,87.1,69.3,1,2,0,0,33,13.5,13,4,4,92.0,25,0,0,135,590,401,766,10,0,0,10,0,7,756,9,356,23,28,71,5,41,3,2,225,58,9.0
Brenyen Scott,156181,S,SCAR STATE,13,9,0,68.2,0,0,290,0,0,63.3,64.2,42.3,53.7,68.0,69.5,0,1,0,1,78,14.8,9,0,1,131.6,15,0,0,275,7,301,520,17,0,0,17,0,170,503,14,205,50,18,43,3,22,1,5,311,174,20.7
Keith Wheeler,156191,WR,HOUCHR,1,0,0,,0,0,183,0,0,,60.0,63.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,
Zach Neilsen,156198,ED,LNDNWD,12,5,0,100.0,0,0,949,0,0,57.5,54.0,85.7,50.2,57.9,39.9,0,6,0,0,11,23.8,5,0,0,112.5,1,0,0,11,0,9,306,295,0,2,242,51,0,11,156,141,0,7,11,1,1,6,0,11,8,11.0
Dayne Hodge,156200,S,YNGTOWN ST,12,17,2,72.5,0,0,353,1,0,73.3,72.0,87.0,56.8,70.9,53.6,1,5,0,1,32,20.8,21,3,0,103.3,29,0,0,330,9,398,776,55,0,0,55,0,127,721,38,340,255,25,63,2,40,6,2,332,192,11.4
Carter Wyatt,156254,LB,ELON,7,2,0,100.0,0,0,162,0,0,66.8,63.6,74.6,,55.1,54.0,0,0,0,0,7,16.7,1,0,0,95.8,1,0,0,28,0,19,30,0,0,0,0,0,0,30,0,11,2,1,3,0,1,0,0,7,5,7.0
Mehki Wall,156261,WR,NC CENT,1,0,0,,0,0,247,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Khamauri Rogers,156342,CB,JACKSON ST,12,2,0,42.4,0,0,194,1,0,59.8,60.1,84.8,,59.0,29.1,0,0,0,1,45,31.3,10,3,1,71.3,14,0,0,15,483,304,506,0,0,0,0,0,0,506,0,202,7,6,20,0,33,0,1,288,53,20.6
Bryce Purnell,156364,DI,MAINE,12,5,0,,0,0,212,0,0,66.4,66.4,82.8,60.1,65.1,78.3,3,2,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,0,300,298,15,273,0,10,0,2,139,161,0,5,6,0,0,6,0,0,0,
Trevell Mullen,156404,CB,ILL STATE,4,0,0,57.1,0,0,188,0,0,51.6,53.3,75.7,,63.5,53.1,0,0,0,0,23,33.3,1,1,0,132.7,4,0,0,8,50,37,58,0,0,0,0,0,0,58,0,21,0,0,2,0,7,0,3,73,0,18.3
Caden Crawford,156446,ED,S DAKOTA,15,25,4,100.0,0,0,291,0,0,75.8,88.1,88.6,74.7,88.9,76.2,8,31,0,0,5,8.9,7,0,0,87.5,1,4,0,5,0,3,687,681,0,39,469,173,0,6,367,317,0,40,47,6,1,43,0,5,1,5.0
Brodie Tagaloa,156469,DI,SACRAMENTO,1,0,0,,0,0,279,0,0,,66.0,70.8,67.7,59.7,70.8,0,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,8,8,0,5,1,2,0,0,4,4,0,1,0,0,0,1,0,0,0,
Rashad Rochelle,156502,WR,INDIANA ST,2,0,0,,0,0,191,0,0,60.0,62.8,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Anthony Johnson,156509,ED,MONMOUTH,9,0,0,,0,0,231,0,0,,45.7,77.2,53.0,44.6,20.8,0,0,0,0,,100.0,3,0,0,0.0,0,0,0,0,0,0,45,45,0,0,32,13,0,0,26,19,0,0,0,0,0,0,0,0,0,
Jahbari Hill,156529,LB,N ALABAMA,4,3,0,54.5,0,2,389,0,0,54.5,69.3,79.7,80.9,80.6,64.6,0,1,0,0,20,12.0,3,0,1,102.5,6,1,0,121,4,87,169,12,0,0,12,0,0,157,8,74,32,11,19,2,11,2,1,65,72,10.8
Kareem Wilson Jr.,156532,DI,RHODE ISLD,1,0,0,,0,0,274,0,0,,40.1,0.0,58.4,52.0,17.6,0,0,0,0,,100.0,1,0,1,0.0,0,0,0,0,0,0,13,12,0,9,0,3,0,1,3,10,0,0,0,0,0,0,0,0,0,
Kobe Byrd,156572,S,MS VLY ST,11,2,1,78.3,0,0,228,1,0,69.2,67.9,86.6,65.5,62.4,39.9,0,1,0,1,39,22.5,9,2,0,134.0,18,0,0,116,0,214,445,39,0,0,39,0,114,406,14,217,176,16,29,4,23,1,4,253,124,14.1
Nasir Bashir,156637,CB,NORFOLK,8,3,0,64.7,0,0,244,0,0,69.6,67.7,83.4,,54.8,71.1,0,0,0,2,51,14.8,4,0,0,90.9,11,0,0,13,259,175,321,1,0,0,1,0,33,320,0,146,14,5,20,0,17,0,2,144,63,13.1
Maximus Pulley,156648,S,WOFFORD,11,18,0,70.6,0,0,350,1,0,92.1,92.8,88.0,58.6,88.4,79.3,1,1,2,5,35,11.7,11,4,0,60.3,24,0,0,234,1,411,755,12,0,0,12,0,381,743,13,331,127,26,65,1,34,2,1,238,92,9.9
Ashtin Rustemeyer,156662,DI,LNDNWD,11,6,0,,0,1,949,0,0,49.7,67.0,84.2,65.9,67.2,37.4,2,17,0,0,,25.0,6,0,0,0.0,0,2,0,5,0,3,440,434,63,346,12,13,0,6,222,215,0,10,12,1,0,21,0,0,0,
Rian Black,156675,WR,RHODE ISLD,1,0,0,,0,0,274,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Kaleb Hutchinson,156677,S,MERCER,13,12,1,52.8,0,0,219,0,0,65.2,68.6,87.3,81.6,68.9,51.6,0,0,0,3,38,19.2,15,3,1,66.4,19,2,0,416,7,402,684,4,0,0,4,0,178,680,3,279,78,22,51,3,36,2,3,236,62,12.4
Corey Warren,156680,DI,SAMFORD,11,10,0,0.0,0,0,282,0,0,60.0,67.0,83.4,57.8,71.0,50.9,0,5,0,0,,17.4,4,0,0,39.6,0,2,0,0,0,0,435,435,6,233,15,181,0,0,229,206,0,9,9,0,1,7,0,0,0,
David Portu,156683,ED,CHARLES SO,12,13,3,75.0,0,2,135,1,0,67.9,70.2,22.7,71.3,68.0,50.4,5,17,0,0,13,17.2,10,0,4,89.6,3,4,0,34,0,14,584,549,1,85,247,216,0,35,301,269,0,31,35,4,4,26,0,24,8,8.0
Carter Banks,156726,ED,CENT CT ST,13,3,1,100.0,1,1,133,0,0,48.0,56.6,15.2,65.7,57.8,63.3,3,10,0,0,37,17.6,3,0,3,158.3,3,5,0,34,0,48,354,292,0,4,282,6,0,62,168,138,26,12,11,3,3,18,1,66,31,22.0
James Gillespie,156784,DI,SACRAMENTO,11,2,0,,0,0,279,0,0,,69.9,82.8,60.4,71.8,47.6,1,0,0,0,,15.4,2,0,0,0.0,0,0,0,0,0,0,174,174,60,105,5,4,0,0,76,98,0,4,9,1,0,1,0,0,0,
Beau Blankenship,156794,TE,GARD-WEBB,1,0,0,,0,0,171,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Cam Pedro,156804,WR,SE MO ST,1,0,0,,0,0,293,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jackson Marshall,156815,LB,GARD-WEBB,12,17,0,44.4,0,0,171,0,0,78.7,74.2,49.8,59.8,69.3,64.8,6,6,0,0,18,13.2,9,1,2,52.1,4,1,0,528,0,178,557,14,0,0,14,0,0,543,74,305,15,23,42,3,9,13,0,28,22,7.0
Je'Careon Lathan,156827,CB,NWSTATE,10,12,0,61.1,0,1,257,0,0,61.3,60.5,0.0,58.1,72.4,65.5,0,1,0,0,47,14.0,8,3,5,83.8,22,0,0,113,32,228,494,1,0,0,1,0,55,493,2,264,291,10,37,1,36,1,0,266,129,12.1
Alhaji Kamara,156834,CB,STNY BROOK,10,7,0,50.0,0,0,303,0,0,65.5,66.4,83.9,60.0,67.1,68.4,0,0,0,1,44,11.8,4,6,0,89.2,20,0,0,35,357,238,439,1,0,0,1,0,5,438,1,200,41,7,23,0,40,0,3,296,84,14.8
Keshawn Lynch,156835,ED,NORFOLK,12,13,0,,0,0,244,0,0,60.0,63.8,85.6,59.9,63.9,61.1,5,8,0,0,,10.3,3,0,0,0.0,0,1,0,1,0,0,427,426,1,39,286,100,0,1,200,227,0,9,13,1,0,14,0,0,0,
Karl Odrick Jr.,156899,ED,CHATTNOOGA,4,1,0,,0,0,137,0,0,,53.4,81.0,53.3,55.0,46.1,0,0,0,0,,20.0,1,0,1,0.0,0,0,0,0,0,0,61,61,0,0,59,2,0,0,29,32,0,2,3,0,0,0,0,0,0,
Andrew Yanoshak,156956,ED,DAYTON,11,2,1,0.0,1,0,150,0,0,60.3,60.1,9.5,60.6,64.2,57.0,1,2,0,0,,15.4,2,0,3,39.6,0,1,0,0,0,3,271,271,0,18,190,63,0,0,129,139,0,7,9,1,1,4,0,0,0,
Michael Robinson Jr.,157147,ED,JACKSON ST,2,0,0,,0,0,194,0,0,60.0,88.3,69.2,,82.6,77.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,1,5,3,0,0,3,0,0,2,0,4,0,3,3,0,0,0,0,0,0,
L.J. Hewitt,157172,CB,CENT ARK,8,0,0,90.0,0,0,132,0,0,46.7,51.9,79.1,53.9,72.2,52.2,0,0,0,0,52,20.0,2,1,0,158.3,9,0,0,12,121,55,136,1,0,0,1,0,1,135,2,79,1,5,8,2,10,0,3,188,49,20.9
Gumbo Gaskins,157183,S,SAMFORD,12,10,0,59.4,1,0,282,0,0,65.6,64.3,50.5,58.0,64.0,56.5,3,4,0,2,38,14.3,7,1,2,93.9,19,0,0,183,3,293,548,49,0,0,49,0,1,499,35,220,312,14,32,2,32,7,4,221,114,11.6
Deven Wright,157199,ED,SACRAMENTO,11,6,1,100.0,0,0,279,1,0,67.6,74.7,52.9,72.8,71.1,68.1,4,4,0,0,6,10.0,2,0,1,91.7,1,3,0,1,0,4,241,240,0,0,238,2,0,1,130,107,0,12,12,3,1,11,0,6,11,6.0
Dre Greeley,157210,CB,E WASHGTON,11,1,0,57.1,0,0,161,0,0,60.8,63.6,81.2,55.3,75.0,87.3,0,0,0,1,60,0.0,0,4,2,105.1,16,0,0,18,195,116,218,4,0,0,4,0,0,214,2,100,1,5,15,0,28,0,3,232,72,14.5
Liam Huber,157213,S,N COLORADO,6,0,0,,0,0,253,0,0,64.1,70.9,69.4,60.0,69.3,77.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,17,0,3,21,1,0,0,1,0,1,20,1,17,2,0,2,0,0,0,0,0,0,
Terian Williams II,157274,S,BUCKNELL,5,3,1,35.7,0,0,125,0,0,60.9,65.2,82.4,94.7,58.1,61.7,0,2,0,0,62,16.1,5,2,1,101.2,5,1,0,125,1,129,266,6,0,0,6,0,102,260,4,133,32,5,23,1,14,3,2,100,28,20.0
Hut Graham,157335,WR,ABILENE CH,1,0,0,,0,0,100,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jeremiah Aaron,157367,WR,PRVIEW A&M,1,0,0,,0,0,270,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Raleigh Collins III,157369,S,NEW HAMP,13,6,0,62.5,0,1,240,0,0,76.7,69.7,86.0,65.3,53.7,54.9,0,3,0,2,16,18.6,8,1,1,33.1,10,0,0,149,2,191,377,30,0,0,30,0,147,347,19,167,49,14,29,0,16,3,0,71,42,7.1
Isaiah Perez,157429,DI,E WASHGTON,12,12,2,0.0,1,0,161,0,0,61.1,71.1,67.4,69.3,69.7,63.1,4,16,0,0,,13.0,6,0,1,39.6,0,3,0,0,0,6,516,516,75,383,27,31,0,0,255,255,0,22,28,0,1,23,0,0,0,
