player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Da'Kendall James,84158,WR,TOWSON,11,11.5,10,59.7,42.9,6,14,0,6.1,3,-0.08,24,317,3,74.2,19.0,67.5,63.1,68.4,0.3,1,2,61,0.3,1,333,4,39.3,46,96.1,320,12.9,43,82.3,77,3,86.8,289,522,216,4.7,11.3,1.63
Freddie Roberson,88719,WR,E WASHGTON,10,10.5,23,58.4,10.0,1,10,0,11.8,6,-0.01,34,161,1,57.6,44.5,77.3,,77.4,0.0,0,3,80,0.0,0,352,0,42.9,45,96.0,338,41.5,146,107.8,77,7,58.5,206,794,504,11.2,17.6,2.35
Jarrod Barnes,61138,WR,CENT ARK,11,12.9,8,51.9,18.2,2,11,0,14.9,7,0.02,30,132,0,46.6,59.2,65.2,,64.9,0.0,0,2,80,0.0,0,377,1,42.1,40,96.0,362,25.5,96,93.9,77,5,74.5,281,697,291,7.3,17.4,1.93
Michael Carner,91830,WR,SAN DIEGO,10,14.2,2,52.6,56.3,9,16,0,11.1,5,-0.06,30,283,0,59.8,73.9,69.4,63.6,71.3,0.0,0,3,49,0.3,1,333,3,38.6,40,96.1,320,5.4,18,80.0,76,4,94.6,315,602,140,3.5,15.1,1.88
D'Ante' Cox,134756,WR,S ILLINOIS,11,10.7,7,60.5,39.1,9,23,1,8.0,4,0.28,28,295,0,69.2,75.4,65.0,63.5,64.1,0.0,0,1,67,0.2,1,430,2,49.9,46,92.6,398,20.0,86,98.4,76,3,80.0,344,696,318,6.9,15.1,1.75
Garrett Oakey,89496,WR,COLGATE,11,11.4,5,53.9,41.7,5,12,0,4.7,2,-0.25,22,142,0,78.5,75.1,70.6,,71.2,0.3,1,2,41,0.0,0,334,1,36.1,41,96.4,322,85.0,284,70.0,76,2,14.1,47,458,155,3.8,11.2,1.42
Raphael Williams Jr.,149997,WR,W CAROLINA,11,14.1,1,61.8,33.3,3,9,0,6.0,3,0.15,28,344,1,75.2,44.2,65.1,67.6,66.6,0.2,1,5,73,0.7,3,447,3,48.7,47,94.9,424,94.6,423,88.8,76,6,4.0,18,661,197,4.2,14.1,1.56
Eric Johnson,143121,WR,LEHIGH,11,9.8,5,64.0,42.9,6,14,0,9.4,5,0.01,34,205,0,64.2,74.8,70.1,,70.1,0.2,1,3,43,0.0,0,404,2,43.1,48,93.6,378,9.9,40,94.2,75,5,89.6,362,598,208,4.3,12.5,1.58
Quinton Lane,109511,WR,STETSON,10,13.7,7,60.8,30.0,3,10,0,8.2,4,-0.05,29,302,0,68.8,73.5,69.3,,69.0,0.0,0,0,98,0.0,0,412,0,39.5,45,95.9,395,6.6,27,129.3,74,8,93.4,385,720,328,7.3,16.0,1.82
Cody Chrest,109726,WR,SM HOUSTON,9,13.6,5,48.6,42.9,9,21,0,7.7,3,-0.26,27,281,0,63.1,78.4,70.5,,70.8,0.0,0,4,60,0.0,0,368,2,34.4,36,93.2,343,10.6,39,60.0,74,2,89.4,329,548,140,3.9,15.2,1.6
Jamoi Mayes,129394,WR,CHATTNOOGA,11,14.5,5,55.4,30.8,4,13,0,10.9,5,0.17,32,137,0,58.9,82.1,70.0,,70.8,0.0,0,1,34,0.0,0,334,2,51.1,41,97.0,324,7.5,25,92.1,74,4,92.5,309,558,164,4.0,13.6,1.72
Cameron Crayton,109717,WR,GEORGETOWN,11,14.1,4,52.7,46.7,7,15,1,15.2,7,0.13,24,172,0,45.4,72.8,61.3,,60.7,0.6,2,3,37,0.0,0,357,1,47.8,39,95.0,339,6.4,23,54.7,74,0,93.0,332,455,98,2.5,11.7,1.34
Tristan Golightly,122560,WR,ABILENE CH,11,14.7,9,54.1,63.6,7,11,0,9.1,4,0.15,31,100,0,65.9,73.9,70.8,,69.8,0.0,0,0,72,0.0,0,402,1,46.0,40,96.3,387,11.4,46,101.0,74,4,88.6,356,636,205,5.1,15.9,1.64
Avante Cox,61837,WR,S ILLINOIS,11,10.6,9,62.2,16.7,1,6,0,6.1,3,0.29,27,295,0,74.5,76.3,63.7,,64.6,0.2,1,2,70,0.0,0,409,2,50.4,46,93.6,383,36.4,149,113.1,74,8,63.1,258,612,295,6.4,13.3,1.6
Sam Schnee,88668,WR,N IOWA,11,12.2,6,66.7,64.3,9,14,1,11.1,6,0.31,38,255,0,58.3,73.9,78.4,,78.3,1.9,6,1,70,0.0,0,324,2,53.1,48,95.1,308,81.5,264,110.0,72,3,16.7,54,764,235,4.9,15.9,2.48
Nana Burris,149719,WR,STETSON,9,10.6,8,62.5,50.0,6,12,0,2.2,1,-0.08,23,302,0,86.5,73.4,77.3,,78.9,0.0,0,4,53,0.0,0,310,3,40.3,45,96.1,298,10.6,33,80.6,72,3,89.0,276,616,261,5.8,13.7,2.07
Jacob Sharp,103564,WR,WEBER ST,12,14.6,4,48.6,22.2,2,9,0,23.9,11,0.13,27,342,2,26.5,22.6,59.2,67.7,61.0,0.0,0,1,55,0.7,2,279,3,48.5,35,94.6,264,8.6,24,82.3,72,3,91.4,255,546,250,7.1,15.6,2.07
Thomas Greaney,78771,TE,ALBANY,11,11.1,12,71.8,47.6,10,21,1,1.9,1,0.2,35,106,0,83.0,74.3,84.4,66.3,86.1,50.9,225,0,40,9.0,40,442,3,48.0,51,84.2,372,34.2,151,142.6,71,9,14.0,62,700,251,4.9,13.7,1.88
Kym Wimberly,109723,WR,HARVARD,8,9.9,18,71.8,71.4,5,7,0,0.0,0,0.06,28,179,1,92.2,47.5,85.0,63.4,87.0,0.0,0,0,37,0.5,1,199,1,40.7,51,94.0,187,46.2,92,116.5,71,4,53.3,106,609,300,5.9,11.9,3.26
DeQuan Dallas,61482,WR,MURRAY ST,11,8.1,6,56.3,33.3,4,12,0,14.9,7,-0.36,17,236,0,47.5,76.0,61.6,,61.6,0.4,1,2,70,0.0,0,285,0,28.3,40,96.8,276,93.3,266,71.9,71,2,5.3,15,429,278,7.0,10.7,1.55
Jalen Jones,142606,WR,PRESBYTERN,11,12.8,7,54.9,55.6,5,9,0,9.3,4,-0.21,20,271,0,65.2,73.0,64.0,63.2,64.9,0.3,1,8,44,0.3,1,358,1,37.5,39,95.0,340,55.0,197,47.7,71,2,44.7,160,512,216,5.5,13.1,1.51
Joshua Harris,149887,WR,FURMAN,13,10.9,11,67.6,41.2,7,17,0,5.9,3,0.11,29,170,0,75.1,79.8,66.6,69.0,67.1,0.0,0,1,56,0.5,2,414,2,47.1,48,94.4,391,6.0,25,115.2,71,5,94.0,389,667,309,6.4,13.9,1.71
Landon Parker,88746,WR,WOFFORD,11,17.2,10,57.1,57.1,12,21,1,9.1,4,0.1,30,350,0,65.9,73.1,82.3,,82.8,0.0,0,1,68,0.0,0,285,2,39.6,40,94.0,268,4.9,14,105.9,70,3,95.1,271,804,192,4.8,20.1,3.0
Hayes Sutton,109537,WR,BROWN,10,7.7,7,67.1,50.0,2,4,0,11.3,6,-0.15,22,123,0,58.9,59.9,64.7,46.2,64.2,3.6,14,7,60,1.5,6,390,0,39.1,47,92.8,362,92.1,359,57.7,70,3,1.3,5,419,208,4.4,8.9,1.16
Jah'Marae Sheread,84443,WR,FL A&M,11,12.6,12,60.0,0.0,0,6,0,4.5,2,0.12,23,164,0,78.9,82.7,73.8,,75.4,0.0,0,1,44,0.0,0,290,1,43.3,42,95.5,277,38.6,112,94.9,70,3,60.0,174,580,210,5.0,13.8,2.09
Rob DiNota,109375,WR,SACR HEART,11,8.9,16,72.5,75.0,6,8,0,3.8,2,-0.03,34,280,0,81.8,84.0,77.0,,78.5,0.0,0,0,58,0.0,0,355,0,43.7,50,93.5,332,98.3,349,117.7,69,3,1.7,6,675,337,6.7,13.5,2.03
Bryson Daughtry,78832,WR,ELON,12,14.3,11,62.3,40.0,4,10,0,4.4,2,0.14,36,162,0,78.9,73.2,76.6,,78.0,0.0,0,2,74,0.0,0,354,0,45.9,43,95.8,339,96.9,343,119.1,69,6,3.1,11,797,264,6.1,18.5,2.35
Damian Harris,142993,WR,BUCKNELL,11,13.1,8,44.9,37.5,3,8,0,16.2,6,-0.45,20,125,0,43.2,74.7,61.8,,62.6,0.0,0,4,43,0.0,0,273,0,31.3,31,96.0,262,33.3,91,41.8,69,1,66.7,182,357,138,4.5,11.5,1.36
Elijah Dotson,57394,HB,N COLORADO,11,2.7,11,71.0,40.0,2,5,0,9.3,5,-0.15,17,253,0,64.2,71.6,64.2,61.8,56.6,1.0,4,1,32,16.2,67,414,2,40.6,49,80.0,331,15.5,64,86.3,69,2,21.0,87,354,326,6.7,7.2,1.07
Michael Love,97098,WR,LIUSHAR,11,8.6,19,73.9,57.1,8,14,0,5.6,3,-0.01,30,1298,1,72.3,57.5,76.6,34.9,79.9,3.8,13,3,71,0.3,1,346,4,43.7,51,93.4,323,86.1,298,101.8,69,3,7.8,27,691,335,6.6,13.5,2.14
Nick DeGennaro,129503,WR,RICHMOND,13,8.7,10,73.9,12.5,1,8,0,3.8,2,0.13,28,276,1,82.0,46.3,63.8,60.9,63.0,0.0,0,2,33,0.2,1,456,0,49.2,51,96.9,442,11.0,50,87.9,69,1,89.0,406,521,201,3.9,10.2,1.18
Beau Kelly,52154,WR,PORTLAND,11,11.5,5,60.3,50.0,2,4,0,2.4,1,0.02,30,269,0,85.2,80.7,75.7,,76.4,0.0,0,5,65,0.0,0,352,0,44.2,41,94.3,332,97.2,342,86.2,68,5,2.3,8,652,271,6.6,15.9,1.96
Lyndon Rash,61284,WR,GRAMBLING,11,11.3,1,47.1,30.8,4,13,0,22.0,9,-0.36,18,177,0,27.3,72.6,61.4,61.0,59.8,0.3,1,2,83,0.3,1,361,1,31.3,32,92.5,334,15.2,55,85.2,68,5,84.5,305,517,203,6.3,16.2,1.55
Erik Surratt,105756,WR,CENT CT ST,11,13.9,6,64.7,60.0,9,15,0,0.0,0,-0.23,22,133,0,91.7,73.9,74.4,,75.1,0.0,0,0,70,0.0,0,323,1,37.8,44,95.0,307,9.9,32,110.2,68,4,90.1,291,565,169,3.8,12.8,1.84
Kemari Averett,60941,TE,BETH COOK,11,8.3,6,60.3,44.4,4,9,0,6.8,3,-0.08,27,119,0,60.6,73.5,64.0,54.3,65.9,36.9,155,6,39,5.7,24,420,4,40.9,41,88.8,373,48.1,202,77.7,68,7,14.0,59,454,186,4.5,11.1,1.22
Anthony Frederick,109623,WR,BRYANT,10,19.4,2,50.0,20.0,3,15,0,8.1,3,0.02,25,124,0,67.1,54.5,65.1,,65.5,0.0,0,4,61,0.0,0,358,3,46.2,34,93.0,333,0.8,3,76.3,68,4,99.2,355,611,102,3.0,18.0,1.83
Chandler Harvin,104111,WR,DELAWARE,13,13.5,6,58.8,37.5,6,16,0,4.8,2,0.12,29,151,1,77.6,40.4,70.1,66.7,69.3,0.0,0,3,74,0.3,1,323,0,46.6,40,94.7,306,7.7,25,105.0,68,7,91.6,296,619,190,4.8,15.5,2.02
Dawson Snyder,109579,WR,ST FRANCIS,12,15.6,7,55.9,61.1,11,18,0,11.6,5,0.33,34,299,0,53.2,73.3,73.1,,73.9,0.0,0,2,55,0.0,0,400,1,49.3,38,95.3,381,4.5,18,102.1,68,4,95.5,382,752,203,5.3,19.8,1.97
Solomon Davis,109517,WR,VALPO,12,13.9,4,62.7,45.0,9,20,0,10.6,5,-0.1,27,332,0,59.8,74.3,75.5,,76.4,0.0,0,2,67,0.0,0,282,1,36.6,42,95.0,268,85.8,242,107.9,67,4,14.2,40,742,290,6.9,17.7,2.77
Jalen Burbage,109610,WR,LEHIGH,11,10.7,5,64.2,36.4,4,11,0,6.5,3,-0.11,22,205,0,73.1,80.3,64.7,,64.6,0.0,0,1,37,0.0,0,378,1,41.0,43,92.3,349,58.2,220,95.7,67,3,41.8,158,506,163,3.8,11.8,1.45
Montigo Moss,142290,WR,MAINE,11,10.7,7,53.7,60.0,9,15,0,12.2,5,0.0,27,212,0,57.4,72.8,69.4,,69.4,0.0,0,1,40,0.0,0,349,0,42.0,36,95.4,333,21.8,76,97.2,67,6,78.2,273,429,119,3.3,11.9,1.29
Tyler Adams,148905,WR,BUTLER,11,14.7,2,58.2,33.3,6,18,0,9.3,4,0.01,24,127,0,63.9,73.4,74.9,,76.0,0.0,0,3,75,0.0,0,241,0,44.9,39,97.1,234,42.7,103,99.7,67,5,57.3,138,689,286,7.3,17.7,2.94
Roy Alexander,142206,WR,ALBANY,11,10.3,10,70.1,33.3,3,9,0,2.1,1,0.06,27,106,0,87.1,77.7,66.3,65.7,67.1,0.2,1,2,47,0.5,2,414,3,43.6,47,93.2,386,96.6,400,96.0,67,2,1.4,6,610,255,5.4,13.0,1.58
Elijah Steward,159749,WR,LAFAYETTE,11,6.1,20,64.2,60.0,3,5,0,15.7,8,-0.42,17,203,0,43.5,46.6,62.3,,65.7,1.8,5,3,39,0.0,0,272,0,29.1,43,96.0,261,91.2,248,69.7,67,2,5.5,15,368,262,6.1,8.6,1.41
Jadon Janke,78938,WR,S DAK ST,15,13.9,15,76.1,25.0,1,4,0,3.8,2,0.19,35,292,0,82.4,69.4,78.3,61.0,81.4,0.0,0,2,51,0.3,1,373,4,49.7,51,96.8,361,35.7,133,126.1,67,5,63.8,238,774,385,7.5,15.2,2.14
Justin Shorter,149419,WR,HOLY CROSS,13,11.7,4,53.0,33.3,4,12,0,7.9,3,0.28,21,181,0,69.3,76.2,71.3,,71.2,0.0,0,1,39,0.0,0,292,1,48.7,35,93.5,273,92.1,269,90.4,66,4,7.9,23,479,144,4.1,13.7,1.75
Sam Phillips,149833,WR,CHATTNOOGA,11,12.6,8,66.7,53.3,8,15,0,4.3,2,0.22,32,137,0,79.5,74.2,73.1,,73.8,0.0,0,4,53,0.0,0,303,1,51.5,44,96.7,293,8.9,27,84.2,66,2,91.1,276,661,210,4.8,15.0,2.26
Damoriea Vick,78821,WR,SE MO ST,11,7.7,5,65.2,37.5,3,8,1,2.3,1,0.18,29,293,0,85.9,73.3,72.9,67.5,71.1,0.0,0,2,31,0.9,3,331,1,50.2,43,95.2,315,85.8,284,90.2,66,4,13.6,45,416,221,5.1,9.7,1.32
Antoine Murray,61302,WR,HOWARD,11,15.1,3,63.1,42.9,3,7,0,4.7,2,0.08,26,184,0,79.4,45.1,70.9,,73.6,0.0,0,2,54,0.0,0,351,0,45.2,41,95.2,334,19.1,67,101.7,65,4,80.9,284,614,142,3.5,15.0,1.84
Draycen Hall,141635,HB,N ARIZONA,11,0.8,16,78.5,75.0,3,4,1,1.9,1,0.0,18,252,1,88.2,70.0,71.2,54.3,83.7,0.0,0,0,30,16.3,49,301,1,42.5,51,82.1,247,13.6,41,93.8,65,1,7.6,23,343,361,7.1,6.7,1.39
Davon Wells,142483,WR,LIUSHAR,11,14.6,3,60.0,36.4,4,11,0,11.4,5,-0.04,26,1298,0,58.3,82.9,71.8,,70.3,1.1,4,3,64,0.0,0,351,1,41.9,39,94.3,331,23.6,83,99.5,65,5,74.4,261,640,176,4.5,16.4,1.93
Marcus Riley,77967,QB,BETH COOK,11,10.3,6,61.5,25.0,2,8,0,4.8,2,-0.05,20,119,1,77.7,42.7,64.9,66.6,64.1,0.0,0,2,73,0.6,2,347,3,42.9,40,94.2,327,66.9,232,102.3,65,5,32.3,112,563,293,7.3,14.1,1.72
Jamal Glaspie,97402,WR,N ARIZONA,7,12.9,2,56.9,0.0,0,7,0,9.8,4,-0.01,20,252,0,63.8,73.4,64.1,65.1,63.8,0.0,0,2,80,0.7,2,305,1,39.9,37,95.4,291,10.2,31,69.8,65,1,89.8,274,436,175,4.7,11.8,1.5
Trevis Graham,102925,WR,N COLORADO,11,14.1,14,56.3,36.4,4,11,0,10.0,4,-0.16,18,253,0,61.9,38.3,57.3,62.6,57.7,0.0,0,4,55,0.2,1,471,4,41.0,36,95.3,449,16.8,79,68.8,64,3,83.2,392,464,147,4.1,12.9,1.03
Elijah Sarratt,159499,WR,ST FRANCIS,12,14.1,6,62.5,61.1,11,18,1,0.0,0,0.28,30,299,0,86.0,76.0,78.8,,81.5,0.0,0,1,65,0.0,0,343,2,48.5,40,95.0,326,30.3,104,131.0,64,13,69.7,239,672,225,5.6,16.8,2.06
Cayden Jordan,84157,WR,CHARLES SO,10,10.9,1,50.0,33.3,3,9,0,11.1,4,-0.25,21,135,0,58.3,79.6,56.6,60.9,56.9,0.0,0,3,55,0.2,1,432,1,34.5,32,94.9,410,51.4,222,51.2,64,0,48.6,210,415,143,4.5,13.0,1.01
Karl Reynolds,161429,WR,HOUCHR,8,13.8,9,48.4,57.1,4,7,0,8.8,3,-0.37,14,183,0,65.2,72.3,60.0,66.8,60.5,0.0,0,3,66,1.2,4,329,1,32.4,31,93.6,308,10.6,35,77.6,64,5,89.1,293,440,173,5.6,14.2,1.43
Al'Dontre Davis,61698,WR,NICHOLLS,10,16.2,3,50.0,46.2,6,13,0,8.6,3,-0.1,21,243,1,65.7,36.6,71.1,,70.5,0.0,0,2,42,0.0,0,219,1,40.2,32,97.7,214,11.9,26,78.8,64,4,88.1,193,419,69,2.2,13.1,1.96
D.J. Rias,146573,WR,SAMFORD,13,7.1,11,78.1,75.0,3,4,0,0.0,0,0.23,27,282,2,92.4,27.4,66.8,64.5,66.6,1.2,5,0,80,0.2,1,429,2,47.6,50,96.0,412,16.6,71,135.0,64,6,82.3,353,569,335,6.7,11.4,1.38
Zachary Leslie,64189,WR,NC A&T,8,12.4,7,59.4,30.0,3,10,0,7.3,3,0.05,25,246,0,70.3,72.8,80.5,,82.4,0.0,0,1,77,0.0,0,205,2,40.5,38,97.6,200,24.9,51,113.9,64,5,75.1,154,658,317,8.3,17.3,3.29
Da'Quan Felton,104059,WR,NORFOLK,11,13.9,7,59.4,57.1,8,14,0,5.0,2,0.03,26,244,0,77.6,72.9,78.3,60.5,79.3,0.0,0,1,90,0.4,1,269,2,42.3,38,93.7,252,14.9,40,118.5,64,7,84.8,228,568,269,7.1,14.9,2.25
Jacory Rankin,143304,WR,MS VLY ST,9,9.9,4,55.6,40.0,2,5,0,16.7,7,-0.29,17,228,0,41.3,72.9,63.5,,62.5,0.0,0,4,62,0.0,0,277,1,34.1,35,96.4,267,94.9,263,74.2,63,5,4.7,13,391,151,4.3,11.2,1.46
Dominic Kibby,162256,WR,PRESBYTERN,11,17.6,4,66.7,54.5,6,11,0,8.7,4,-0.17,25,271,0,65.7,76.8,67.9,,70.1,0.0,0,2,75,0.0,0,361,2,39.1,42,95.0,343,19.7,71,133.5,63,7,79.8,288,797,269,6.4,19.0,2.32
Jafar Armstrong,61555,WR,W ILLINOIS,11,13.8,2,47.6,50.0,7,14,0,9.1,3,-0.31,18,345,0,64.9,48.2,56.0,,57.2,0.0,0,8,58,0.0,0,375,4,33.4,30,96.5,362,22.4,84,43.7,63,3,76.8,288,388,122,4.1,12.9,1.07
Jalen Dummett,139376,WR,LAMAR,11,7.1,5,54.0,28.6,2,7,0,15.0,6,-0.34,19,204,0,46.7,52.8,59.3,,60.3,0.0,0,4,59,0.0,0,299,1,30.1,34,96.0,287,88.0,263,57.8,63,3,11.7,35,323,246,7.2,9.5,1.13
Cooper Hutton,142156,WR,UC DAVIS,11,8.6,10,74.6,57.1,4,7,0,4.1,2,0.09,25,322,1,81.7,38.6,73.9,,75.1,0.0,0,4,54,0.0,0,241,0,48.9,47,95.9,231,67.2,162,92.3,63,4,32.8,79,504,235,5.0,10.7,2.18
Sevonne Rhea,102928,WR,LAMAR,10,16.7,2,38.1,27.3,3,11,0,20.0,6,-0.28,14,204,0,35.4,54.5,60.0,61.0,60.1,0.0,0,1,75,0.4,1,281,2,29.7,24,95.4,268,7.8,22,62.1,63,1,92.2,259,448,94,3.9,18.7,1.67
Kobay White,40782,WR,MAINE,9,10.9,1,58.7,33.3,3,9,0,7.5,3,-0.06,19,212,1,69.3,38.3,67.5,,68.5,0.0,0,1,77,0.0,0,246,2,41.6,37,96.7,238,34.1,84,77.1,63,1,65.9,162,414,122,3.3,11.2,1.74
Andrew McElroy,149817,WR,STTHOM,11,11.3,2,69.8,37.5,3,8,0,2.2,1,0.27,31,1129,0,79.5,64.7,79.6,,81.3,0.0,0,1,75,0.0,0,218,0,49.5,44,93.6,204,58.7,128,138.0,63,7,41.3,90,715,342,7.8,16.3,3.5
JJ Jenkins,109592,WR,COLUMBIA,10,14.1,3,60.7,27.3,3,11,0,11.9,5,-0.02,16,145,0,57.7,73.1,58.9,61.9,61.0,0.0,0,1,64,0.3,1,308,4,39.2,37,95.1,293,2.3,7,91.6,61,3,97.7,301,431,112,3.0,11.6,1.47
LaMartez Brooks,88738,WR,MURRAY ST,10,11.2,4,49.2,42.9,6,14,0,16.7,6,-0.37,20,236,0,42.2,80.8,62.3,70.8,66.0,0.4,1,2,51,0.8,2,247,5,27.6,30,95.5,236,11.3,28,68.5,61,3,87.9,217,332,160,5.3,11.1,1.41
Isaiah Wooden,100230,WR,SO UTAH,11,14.2,9,62.3,25.0,2,8,0,0.0,0,-0.01,25,298,0,91.1,78.9,83.3,63.9,81.1,0.0,0,3,76,0.3,1,319,0,44.1,38,95.6,305,26.3,84,118.4,61,6,72.4,231,804,440,11.6,21.2,2.64
Zedakiah Centers,70657,WR,CAL POLY,10,11.7,10,59.0,37.5,3,8,0,12.2,5,-0.09,23,129,2,55.9,22.8,70.0,,70.3,0.0,0,4,64,0.0,0,317,1,44.1,36,98.1,311,97.8,310,88.8,61,5,2.2,7,549,217,6.0,15.3,1.77
Takairee Kenebrew,91450,WR,N ALABAMA,11,16.2,10,47.5,20.0,2,10,2,14.7,5,-0.05,18,389,0,49.1,71.7,71.2,,73.1,0.0,0,6,62,0.0,0,302,4,36.9,29,95.0,287,14.9,45,85.2,61,8,85.1,257,637,230,7.9,22.0,2.22
Matt Ross,104250,WR,VALPO,12,12.2,7,54.1,50.0,9,18,0,10.8,4,-0.05,20,332,0,60.0,72.9,65.3,,64.4,0.3,1,0,46,0.0,0,331,1,38.6,33,94.0,311,6.0,20,91.8,61,3,93.4,309,414,108,3.3,12.5,1.33
Sterling Berkhalter,54221,WR,NC A&T,11,14.9,3,50.8,50.0,6,12,0,6.1,2,0.09,18,246,1,72.9,32.2,65.2,,65.4,0.0,0,4,42,0.0,0,289,1,43.0,31,96.5,279,6.6,19,57.9,61,2,93.4,270,437,125,4.0,14.1,1.57
Dylan Laube,88664,HB,NEW HAMP,12,1.7,10,81.7,100.0,1,1,0,2.0,1,0.07,20,240,0,87.6,79.3,83.1,56.3,87.2,0.0,0,1,87,14.3,61,426,0,44.9,49,81.2,346,2.8,12,103.7,60,2,1.4,6,474,414,8.4,9.7,1.37
Kyle Lepkowski,88696,TE,NEW HAMP,13,10.5,8,70.0,75.0,9,12,1,4.5,2,0.1,28,240,0,72.8,73.2,69.1,65.5,76.0,60.0,255,0,42,11.1,47,425,4,46.4,42,84.5,359,35.3,150,109.2,60,2,3.5,15,542,183,4.4,12.9,1.51
Devin Smith,150475,WR,NC CENT,11,10.0,6,63.3,0.0,0,2,0,11.6,5,0.35,22,247,1,57.5,47.1,60.3,,60.5,0.0,0,2,64,0.0,0,338,2,53.3,38,93.2,315,96.7,327,109.7,60,6,3.3,11,509,268,7.1,13.4,1.62
Rickie Johnson,73804,WR,UTAHTC,11,10.8,7,65.0,16.7,1,6,0,9.3,4,0.03,23,1285,2,64.5,24.4,70.2,22.2,70.4,0.3,1,1,79,0.3,1,293,1,42.7,39,93.2,273,95.9,281,131.5,60,6,3.8,11,704,346,8.9,18.1,2.58
Garett Maag,87714,WR,N DAKOTA,12,14.1,2,68.3,33.3,3,9,0,6.8,3,0.17,27,249,0,72.7,73.2,70.6,,70.8,0.3,1,1,38,0.0,0,348,1,47.3,41,96.0,334,22.7,79,117.4,60,5,77.0,268,541,158,3.9,13.2,1.62
Deon Cormier,89525,WR,HOUCHR,11,6.1,13,67.8,72.7,8,11,0,9.1,4,-0.47,15,183,0,65.9,73.2,60.5,,60.4,0.0,0,2,20,0.0,0,293,0,36.3,40,94.9,278,95.6,280,69.0,59,1,4.4,13,268,118,3.0,6.7,0.96
Kyndel Dean,61337,WR,FURMAN,13,8.9,7,76.3,20.0,1,5,0,4.3,2,0.09,15,170,2,80.6,25.5,57.0,67.7,58.8,0.0,0,1,38,0.6,2,355,7,48.2,45,95.2,338,7.6,27,88.2,59,0,92.4,328,420,188,4.2,9.3,1.24
Maurice Massey,99236,WR,SE LA,12,11.8,11,67.8,66.7,6,9,0,4.8,2,0.25,25,294,0,77.7,72.9,77.1,,78.0,0.0,0,1,39,0.0,0,256,1,50.8,40,98.4,252,12.9,33,111.2,59,4,87.1,223,525,199,5.0,13.1,2.08
David Pantelis,151153,WR,YALE,10,11.3,11,66.1,40.0,4,10,0,13.3,6,-0.08,22,352,0,53.0,73.9,72.9,,75.6,0.0,0,1,50,0.0,0,200,1,40.4,39,94.0,188,90.0,180,97.9,59,2,10.0,20,517,273,7.0,13.3,2.75
JJ Holloman,61275,WR,TENN STATE,11,9.6,10,57.6,30.0,3,10,0,12.8,5,-0.29,19,308,0,53.1,72.2,62.7,,61.1,0.3,1,1,26,0.0,0,305,0,31.9,34,97.7,298,20.7,63,74.3,59,1,79.0,241,362,135,4.0,10.6,1.21
James Burns,130513,WR,AUSTINPEAY,10,12.4,3,64.4,25.0,2,8,0,5.0,2,-0.03,15,116,1,76.7,43.6,60.4,,62.3,0.0,0,4,78,0.0,0,234,2,43.6,38,96.2,225,15.4,36,92.7,59,5,84.6,198,523,245,6.4,13.8,2.32
Vance Jefferson,149629,WR,SAN DIEGO,9,8.5,10,71.2,54.5,6,11,0,6.7,3,-0.02,25,283,0,72.3,73.9,79.0,,79.4,0.4,1,2,59,0.0,0,240,1,41.1,42,95.0,228,55.0,132,116.6,59,6,42.9,103,501,252,6.0,11.9,2.2
Jacari Carter,142525,WR,MERRIMACK,11,12.6,1,52.5,30.0,3,10,0,8.8,3,-0.06,17,385,1,65.1,64.6,65.1,,65.2,0.0,0,0,76,0.0,0,277,2,36.2,31,95.3,264,98.6,273,108.2,59,5,1.4,4,482,161,5.2,15.5,1.83
Shawn Harris Jr.,105004,WR,STNY BROOK,11,14.2,5,44.1,8.3,1,12,0,13.3,4,-0.26,19,303,0,52.2,77.2,61.0,,62.9,0.0,0,5,70,0.0,0,263,4,39.8,26,96.6,254,18.3,48,38.7,59,1,81.7,215,419,165,6.3,16.1,1.65
Elijah Smoot,149236,WR,TENN MARTN,11,12.7,6,57.6,0.0,0,6,0,10.5,4,-0.03,21,310,1,63.1,39.2,61.4,,63.4,0.0,0,3,74,0.0,0,364,3,42.3,34,94.2,343,19.8,72,84.1,59,3,80.2,292,542,185,5.4,15.9,1.58
Metrius Fleming,105030,WR,TENN TECH,11,13.6,3,53.4,25.0,2,8,1,8.8,3,0.13,21,309,0,65.8,76.5,61.8,62.1,63.6,0.0,0,0,32,0.3,1,318,4,46.2,31,94.3,300,26.1,83,81.5,58,1,73.0,232,406,104,3.4,13.1,1.35
Braden Contreras,143255,WR,VALPO,12,13.0,4,51.7,30.0,3,10,0,14.3,5,-0.06,21,332,0,49.3,73.3,63.3,,62.6,0.0,0,3,49,0.0,0,350,0,37.7,30,94.9,332,23.4,82,74.4,58,3,76.6,268,466,129,4.3,15.5,1.4
