player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Parker Day,56151,HB,RUTGERS,8,0,0,278,,,,,,,56.1,,,78.9,0,0,0,0,31,28,0,34,0
Tavyn Jackson,56164,S,COAST CAR,13,0,0,141,60.0,,,59.9,,,61.3,60.5,,78.2,0,0,0,32,0,74,8,32,0
Jamyest Williams,56165,HB,GA STATE,7,0,0,175,,,,62.3,,,59.4,72.3,,68.5,0,0,0,0,0,39,0,10,0
Eric Coley,56200,S,SYRACUSE,12,2,0,304,59.8,,,,,,63.6,,,42.0,0,2,0,7,67,51,16,42,1
Noah Daniels,56206,CB,TCU,8,0,0,305,59.9,,,,,,65.5,57.7,,69.9,0,0,0,2,0,0,0,16,0
Christian Braswell,56207,CB,RUTGERS,12,0,4,278,59.9,,,,,,65.3,,,27.9,0,5,0,36,13,1,22,35,2
John Davis,56230,CB,N TEXAS,1,0,0,251,59.9,,,,,,60.0,,,63.6,0,0,0,1,0,0,0,0,0
Adrian Frye,56233,CB,TEXAS TECH,9,0,0,315,60.1,,,,,,61.2,55.4,,79.2,0,1,0,7,45,2,18,24,1
Jordan Perryman,56240,CB,WASHINGTON,9,1,0,340,59.6,,,,,,68.7,,,74.1,0,1,0,32,0,0,10,10,0
Shea Pitts,56242,LB,UCLA,6,0,0,324,60.0,,,,,,59.1,,,68.0,0,0,0,1,0,22,0,4,0
Elijah Gates,56243,S,FRESNO ST,2,0,0,169,60.0,,,,,,60.2,,,65.6,0,0,0,1,0,0,0,1,0
Jay Shaw,56244,CB,WISCONSIN,13,0,0,349,59.4,,,,,,39.6,,,28.7,0,2,0,33,0,0,0,10,0
Mo Osling III,56246,S,UCLA,13,0,0,324,59.7,,,,,,86.4,,,70.4,1,0,0,58,13,2,14,6,6
Stone Azarcon,56269,S,UTAH,6,0,0,328,,,,,,,69.3,,,71.1,0,0,0,0,3,11,0,7,0
Armani Marsh,56292,CB,WASH STATE,12,0,0,341,59.7,,,,,,62.2,,,67.6,0,0,0,41,16,5,0,4,0
Jalen Harris,56321,ED,ARIZONA,12,0,0,109,58.5,,75.2,,,,61.4,,,68.8,0,0,59,64,0,0,0,3,0
Jose Ramirez,56323,ED,E MICHIGAN,2,0,0,160,59.0,,,,,,59.6,,,64.8,0,0,0,3,0,0,0,1,0
Cole Maxwell,56332,ED,BAYLOR,4,0,0,118,59.0,,,,,,60.4,,,68.6,0,0,0,5,0,0,0,2,0
Marcus Valdez,56333,ED,BOSTON COL,11,0,0,121,59.1,,,,,,60.1,,,70.4,0,0,0,44,0,0,55,9,0
Myles Cecil,56334,DI,VANDERBILT,10,0,0,333,58.2,,,,,,61.8,,,69.3,0,0,0,23,0,28,0,1,0
Nick Figueroa,56335,ED,USC,13,0,0,326,81.1,,,,,,89.2,,,71.0,0,0,0,31,0,4,0,7,0
Terrance Lang,56343,ED,COLORADO,12,0,0,143,58.0,,,,,,57.8,,,68.1,0,0,0,70,0,0,0,1,0
Taijh Alston,56348,ED,W VIRGINIA,10,0,0,343,58.9,,,,,,60.0,,,67.9,0,0,0,29,0,0,0,4,0
Brian Miller,56358,T,GA SOUTHRN,4,0,0,174,,,66.1,,,,63.0,,,71.0,0,0,15,0,0,0,0,0,0
Jelani Arnold,56376,DI,KANSAS,11,0,0,198,59.6,,,,,,68.3,,,66.6,0,0,0,1,0,0,33,0,1
Sam Burt,56379,DI,KANSAS,13,0,0,198,58.1,,,,,,58.0,,,67.9,0,0,0,47,0,0,0,1,0
Zayin West,56384,ED,KENT STATE,12,0,0,201,58.5,,75.3,61.8,,,71.9,,,75.5,0,1,62,49,0,65,47,10,0
Andre Jones Jr.,56395,ED,LA LAFAYET,12,0,0,207,58.8,,,,,,59.6,,,68.0,0,0,0,40,0,0,0,4,0
Ibrahim Kante,56423,ED,BUFFALO,12,0,0,126,58.9,,,,,,60.6,,,69.3,0,0,0,42,4,2,0,7,0
Brock Martin,56439,ED,OKLA STATE,12,0,0,262,58.5,,,,,,58.7,,,66.4,0,0,0,39,0,0,0,2,0
Marcus Haynes,56441,ED,DOMINION,12,0,0,263,58.7,,60.0,,,,56.5,,,28.8,0,1,2,47,11,0,0,9,1
Damion Barber,56443,DI,MARSHALL,11,0,0,214,79.6,,,,,,87.4,,,70.3,0,0,0,19,0,0,0,13,0
TyJuan Garbutt,56473,ED,VA TECH,9,0,0,337,59.3,,,,,,60.6,,,67.2,0,0,0,30,0,0,0,6,0
Zion DeBose,56476,ED,KANSAS,6,0,0,198,60.0,,,,,,60.2,,,63.4,0,0,0,7,0,0,0,0,0
Christian Mejia,56478,DI,WASH STATE,11,0,0,341,57.8,,,,,,57.5,,,67.4,0,0,0,32,0,0,0,2,0
Victor Jones,56486,ED,AKRON,12,0,0,102,59.4,,,,,,60.6,,,70.9,0,0,0,57,1,0,0,1,0
Antoine Cook,56490,ED,KENT STATE,9,0,0,201,58.6,,,,,,59.2,,,66.5,0,0,0,16,0,0,0,3,0
Alec Jackson,56550,G,AUBURN,12,0,0,115,,,75.4,,,,65.6,,,74.1,0,0,56,0,0,0,0,0,0
Tashawn Manning,56551,G,KENTUCKY,2,0,0,202,,,66.6,,,,62.8,,,63.8,0,0,12,0,0,0,0,0,0
Walter Haire,56555,DI,BOWL GREEN,13,0,0,122,57.7,,,,,,63.1,,,71.0,0,0,0,31,0,0,70,8,1
Shaundre Mims,56570,DI,E CAROLINA,13,0,0,156,59.2,,,,,,59.6,,,66.5,0,0,0,27,0,0,0,0,0
Kolby Wyatt,56615,ED,HAWAII,13,0,0,180,59.9,,68.4,,,,69.2,,,71.6,0,0,24,14,0,34,0,18,0
Demontrey Jacobs,56619,T,USF,12,0,0,327,,,74.7,,,,65.8,,,75.9,0,0,50,0,0,0,0,0,0
Jamal Woods,56640,DI,ILLINOIS,11,0,0,187,,,,,,,61.4,,,64.2,0,0,0,0,0,0,51,0,0
Deon Pate,56641,DI,ILLINOIS,1,0,0,187,,,,,,,60.0,,,62.1,0,0,0,0,1,0,0,0,0
Alfred Bryant,56647,ED,INDIANA,12,0,1,190,59.0,,,,,,53.7,,,29.1,0,1,0,55,0,0,0,23,0
Jamare Edwards,56686,DI,JAMES MAD,10,0,0,197,58.2,,,,,,58.9,,,68.0,0,0,0,33,0,0,0,5,0
Bryce Brand,56691,ED,BOWL GREEN,12,0,0,122,58.5,,,,,,59.7,,,67.0,0,0,0,26,0,0,0,8,0
B'Ahmad Miller,56693,DI,ARIZONA ST,5,0,0,110,58.8,,,,,,58.8,,,64.4,0,0,0,7,0,0,0,0,0
DJ Johnson,56704,ED,OREGON,11,0,0,264,58.9,,,,,,59.6,,,68.3,0,0,0,33,0,9,0,1,0
Isaac Hampton,56712,DI,CHARLOTTE,3,0,0,136,59.0,,,,,,59.0,,,64.1,0,0,0,5,0,0,0,0,0
Phil Paea,56717,DI,UTAH ST,3,0,0,329,58.8,,,,,,59.3,,,65.6,0,0,0,6,0,0,0,1,0
Caleb Sampson,56729,DI,KANSAS,13,0,0,198,58.3,,,,,,59.1,,,68.7,0,0,0,31,0,0,0,6,0
Damian Jackson,56747,ED,BUFFALO,13,1,0,126,59.3,,,,,,63.6,,,88.8,2,0,0,33,79,62,38,27,0
Xach Gill,56758,DI,TEMPLE,12,0,0,306,58.6,,71.9,,,,61.4,,,70.0,0,0,40,60,0,0,0,7,0
Jordon Riley,56759,DI,OREGON,13,0,0,264,57.5,,,,,,58.0,,,67.4,0,0,0,38,0,0,31,1,0
Kofi Wardlow,56785,ED,CHARLOTTE,11,0,0,136,59.1,,23.0,,,,41.8,,,28.8,0,1,32,6,0,0,43,0,0
Kaieem Caesar,56792,DI,OHIO,14,0,0,259,70.2,,,,,,76.2,,,70.4,0,0,0,53,0,0,0,6,0
Jerron Cage,56796,DI,OHIO STATE,13,0,0,260,58.2,,,,,,45.7,,,27.4,0,1,0,16,0,0,0,6,0
Deslin Alexandre,56807,ED,PITTSBURGH,9,0,0,268,59.1,,,,,,61.7,,,67.2,0,0,0,8,0,0,0,10,0
Brendan Bordner,56812,T,FAU,12,0,0,165,,,76.2,,,,65.8,,,75.0,0,0,63,0,0,0,0,0,0
Brad Johnson,56831,LB,S CAROLINA,12,0,0,289,60.1,,,,,,61.6,,,71.1,0,0,0,37,0,0,35,7,1
M.J. Webb,56833,DI,S CAROLINA,6,0,0,289,58.4,,63.8,,,,60.5,,,66.7,0,0,8,12,0,0,0,4,0
Zach Morton,56853,ED,AKRON,12,0,0,102,71.3,,72.8,,,,77.5,,,70.6,0,0,43,54,0,0,0,1,0
Justin Ellis,56855,ED,GA SOUTHRN,13,0,0,174,58.4,,,,,,59.0,,,71.1,0,0,0,67,0,0,43,13,0
Curtis Harper,56859,DI,AKRON,12,0,0,102,58.3,,,,,,58.5,,,69.1,0,0,0,51,0,0,0,1,0
Terrell Cooper,56860,ED,TCU,15,0,0,305,59.0,,,,,,60.3,,,69.1,0,0,0,51,0,0,0,9,0
Ifeanyi Maijeh,56866,DI,RUTGERS,12,0,0,278,57.5,,,,,,51.6,,,29.1,0,1,0,55,1,0,0,14,0
Nelson Mbanasor,56883,ED,TEXAS ST,10,0,0,314,58.5,,,,,,59.7,,,71.2,0,0,0,46,0,0,0,7,0
Odua Isibor,56901,ED,CAL,4,0,0,130,59.7,,60.0,,,,62.0,,,65.5,0,0,5,7,0,0,0,4,0
Martin Andrus Jr.,56905,DI,UCLA,3,0,0,324,58.8,,,,,,58.7,,,65.3,0,0,0,6,0,0,0,2,0
Jacob Lichtenstein,56912,DI,MIAMI FL,8,0,0,220,91.1,,69.3,,,,90.1,,,72.5,0,0,26,3,0,0,30,1,0
JBril Glaze,56930,DI,USF,1,0,0,327,59.6,,,,,,59.8,,,62.4,0,0,0,1,0,0,0,0,0
Lamonte Mcdougle,56934,DI,UTSA,11,0,0,331,58.1,,,,,,57.8,,,66.0,0,0,0,22,0,0,0,0,0
Chidi Ogbonnaya,56961,DI,BAYLOR,13,0,0,118,70.3,,,,,,69.0,,,28.5,0,1,0,56,0,0,0,1,0
Vidal Scott,56965,DI,TEXAS TECH,10,0,0,315,58.4,,,,,,59.5,,,67.8,0,0,0,13,0,0,24,2,0
Cory Durden,56976,DI,NC STATE,12,0,0,248,57.9,,,,,,58.5,,,68.5,0,0,0,37,0,0,0,8,0
Eli Huggins,56987,DI,KANSAS ST,12,0,0,199,58.3,,,,,,58.6,,,67.6,0,0,0,29,0,0,0,4,0
Zi'Yon Hill-Green,56991,DI,LA LAFAYET,13,0,0,207,80.4,,,,,,90.1,,,68.0,0,0,0,35,0,0,0,5,0
Jordan Ferguson,56995,ED,MIDDLE TN,13,0,0,224,71.0,,,,,,82.8,,,71.7,0,0,0,54,0,0,24,9,0
Ja'Kerrius Wyatt,56997,DI,MIDDLE TN,12,0,0,224,57.9,,,,,,58.7,,,68.9,0,0,0,41,0,0,0,9,0
Sherman Timbs,56999,ED,MISS STATE,13,0,0,227,60.0,,60.0,,,,84.8,,,80.0,0,0,3,3,44,64,8,41,1
Dom Peterson,57002,DI,NEVADA,9,0,0,239,70.3,,,,,,74.0,,,68.0,0,0,0,21,0,0,0,5,0
Grant Gibson,57005,C,NC STATE,5,0,0,248,,,67.4,,,,63.3,,,70.2,0,0,19,0,0,0,0,0,0
Brendon Evers,57020,DI,OKLA STATE,5,0,0,262,58.3,,,,,,58.4,,,65.8,0,0,0,14,0,0,0,1,0
George Ellis III,57030,ED,TCU,13,0,0,305,58.7,,,,,,59.2,,,67.8,0,0,0,55,0,0,0,3,0
Brandon Pili,57036,DI,USC,14,0,0,326,57.6,,,,,,51.3,,,28.9,0,1,0,48,0,0,0,10,0
Morris Joseph Jr.,57038,DI,AUBURN,1,0,0,115,59.5,,,,,,59.7,,,62.4,0,0,0,2,0,0,0,0,0
Ravontae Holt,57042,DI,AKRON,7,0,1,102,58.7,,,,,,45.6,,,27.1,0,1,0,23,0,0,0,0,0
Chris Elmore,57090,TE,SYRACUSE,1,0,0,304,,,60.0,,,,60.0,,,62.7,0,0,1,0,0,1,0,0,0
Matt Carrick,57101,G,MICH STATE,1,0,0,223,,,60.0,,,,60.0,,,63.4,0,0,1,0,0,0,0,0,0
Trelon Smith,57135,HB,UTSA,2,0,0,331,,,,,,,59.8,,,65.1,0,0,0,0,1,0,3,0,0
Chase Hayden,57137,HB,ILLINOIS,1,0,0,187,,,,,,,59.9,,,64.5,0,0,0,0,0,3,0,0,0
Will Jones,57154,HB,BALL ST,10,2,0,117,,,,,,,50.1,,,54.9,1,1,0,0,26,49,45,20,0
Andrew Clair,57167,HB,NWESTERN,11,2,0,256,,,,61.8,,,48.9,,,29.5,0,2,0,0,32,56,47,21,2
Johnnie Lang,57246,HB,ARK STATE,12,0,0,113,,,,81.7,,,60.7,72.1,,67.5,0,0,0,0,0,62,0,50,0
Isaac Vance,57262,WR,KENT STATE,1,0,0,201,,,,,,,72.8,,,70.1,0,0,0,0,1,5,2,0,0
Robert Burns,57293,FB,UCONN,13,1,0,146,,,,65.6,,,57.6,,,74.9,4,0,0,0,27,70,31,1,3
Isaiah Woullard,57305,HB,OLE MISS,11,0,0,226,,,,,,,57.4,,,81.9,0,0,0,0,55,43,40,34,0
Tre Siggers,57347,HB,SMU,3,0,0,287,,,,,,,59.7,,,68.1,0,0,0,0,0,17,0,0,0
Julian Ross,57363,HB,OHIO,1,0,0,259,,,,62.8,,,60.0,,,61.8,0,0,0,0,0,3,0,0,0
Mitch Rossi,57368,TE,OHIO STATE,13,0,0,260,,,60.0,,,,61.3,,,74.8,0,0,2,0,0,40,50,0,0
C.J. Jones,57426,S,W KENTUCKY,13,1,0,346,60.1,,,,,,48.1,,,81.9,3,0,0,10,80,30,26,23,1
Jacob Kibodi,57427,HB,LA LAFAYET,11,0,0,207,,,,,,,74.9,,,79.4,0,1,0,0,1,9,1,49,1
DK Billingsley,57432,HB,TROY,12,0,0,318,,,,,,,48.2,,,29.5,0,1,0,0,0,39,30,13,0
Kyle Harrell,57437,ED,UAB,11,0,0,321,58.4,,,,,,64.2,,,75.5,2,0,0,24,44,1,30,5,3
Lucious Stanley,57439,HB,MIAMI FL,2,0,0,220,,,,,,,69.4,,,68.1,0,0,0,0,4,0,0,4,1
Jalen Holston,57469,HB,VA TECH,4,0,0,337,,,,,,,51.2,,,28.4,0,1,0,0,0,21,0,21,0
Alec Sinkfield,57476,HB,BOSTON COL,8,0,0,121,,,,,,,64.8,,,74.6,0,0,0,0,1,51,15,13,0
Jakairi Moses,57479,HB,W KENTUCKY,14,0,0,346,,,,59.4,,,71.4,,,71.6,0,0,0,0,0,67,0,0,0
Xazavian Valladay,57490,HB,ARIZONA ST,1,0,0,110,,,,,,,60.2,,,67.1,0,0,0,0,0,2,0,0,0
Joseph Bulovas,57496,K,VANDERBILT,12,0,0,333,,65.5,,,69.7,,63.4,,,75.3,1,0,47,0,58,0,0,0,1
Blake Grupe,57502,K,NOTRE DAME,13,0,0,258,,76.7,,,58.3,,61.7,,,67.9,0,0,69,0,2,0,0,0,0
Anders Carlson,57509,K,AUBURN,9,0,0,115,,68.6,,,65.9,,63.1,,,74.1,1,0,41,0,46,0,0,0,1
Jackson Hubbard,57523,P,DUKE,13,0,0,154,,,67.9,,64.1,,62.5,,,62.7,0,0,76,0,4,0,0,0,0
Brooks Buce,57529,K,TROY,14,0,0,318,,86.3,,,83.5,,50.4,,,29.4,0,1,62,0,30,0,0,0,0
Shane McDonough,57554,P,NC STATE,13,0,0,248,,,67.2,,,,63.2,,62.0,71.0,0,0,62,0,0,0,40,0,0
Sean Koetting,57567,P,MISSOURI,13,0,0,229,,,67.2,,85.5,,64.0,,67.7,76.0,0,1,62,0,69,0,18,0,1
Noah Ruggles,57579,K,OHIO STATE,13,0,0,260,,85.3,,,,,61.9,,,68.4,0,2,95,0,0,0,0,0,0
Calum Sutherland,57592,K,LA MONROE,12,0,0,209,,82.3,,,72.9,,63.2,,,74.6,0,0,43,0,51,0,0,0,2
Briggs Bourgeois,57616,K,SO MISS,13,1,0,296,,79.3,,,79.2,,63.5,,,76.2,1,0,56,0,68,0,1,0,3
Andre Szmyt,57624,K,SYRACUSE,13,0,0,304,,82.1,,,68.5,,48.1,,,28.9,0,1,66,0,6,0,0,0,0
Chase McGrath,57641,K,TENNESSEE,13,0,0,307,,79.3,,,60.0,,61.9,,,68.5,0,0,95,0,1,0,0,0,0
Connor Coles,57644,K,UTAH ST,12,0,0,329,,85.5,,,,,61.3,,,67.0,0,1,52,0,0,0,0,0,0
Jared Sackett,57647,K,UTSA,14,0,0,331,,89.7,,,76.5,,63.8,,,76.1,1,0,86,0,70,0,0,0,0
Peyton Henry,57651,K,WASHINGTON,13,0,0,340,,82.1,,,66.1,,49.5,,,29.2,0,1,81,0,8,0,0,0,1
Bubba Arslanian,57671,LB,AKRON,12,0,0,102,59.1,,,,,,65.6,,,76.4,1,1,0,47,17,1,61,0,6
Cameron Lyons,57672,LS,CHARLOTTE,12,0,0,136,,,83.7,,,85.8,75.1,,,66.8,1,0,41,0,0,0,48,0,2
Vandarius Cowan,57677,ED,MARYLAND,7,0,0,215,59.2,,21.9,,,,37.4,,,66.9,0,0,15,5,0,0,0,6,0
Rourke Freeburg,57694,LB,TOLEDO,11,0,0,316,59.9,,,,,,52.5,,,70.1,2,0,0,4,50,15,0,3,4
Kyle Soelle,57702,LB,ARIZONA ST,11,0,0,110,60.3,,,,,,61.1,,,71.1,0,0,0,61,0,2,18,2,0
Kyrei Fisher-Morris,57709,LB,OREGON ST,5,0,0,265,60.1,,,,,,63.1,,,85.1,0,0,0,6,0,0,0,3,0
Kieren Douglas,57719,LB,PURDUE,14,0,0,273,59.2,,,,,,60.1,,,69.8,0,0,0,36,0,19,0,5,0
Bryson Jackson,57738,LB,BAYLOR,13,1,0,118,,,,,,,63.6,,,67.8,1,1,0,0,70,40,42,43,0
Ezekiel Noa,57750,LB,BOISE ST,10,0,0,120,59.9,,,,,,63.1,,,65.0,0,1,0,31,0,0,0,11,0
Jerry Roberts,57759,LB,ARIZONA,12,0,0,109,59.7,,,,,,60.9,,,65.1,0,0,0,72,0,0,0,5,0
Luke Price,57784,TE,CLEMSON,14,0,0,140,,,,,,,63.3,,,29.9,0,1,0,0,11,60,0,47,0
Ventrell Miller,57809,LB,FLORIDA,10,0,0,163,60.0,,,,,,61.5,,,64.7,0,0,0,39,0,0,0,5,0
Leonard Warner III,57826,ED,FLORIDA ST,12,0,0,167,59.5,,,,,,60.5,,,66.7,0,0,0,29,0,2,14,2,0
Jaden Hunter,57837,LB,W KENTUCKY,11,0,0,346,59.8,,,,,,61.7,,,68.3,0,0,0,20,0,5,0,13,0
Robert Beal Jr.,57840,ED,GEORGIA,13,0,0,173,59.5,,,,,,61.6,,,71.0,0,1,0,37,0,1,0,7,0
Derek Parish,57854,ED,HOUSTON,2,0,0,182,,,,,,,60.4,,,62.1,0,0,0,0,0,0,5,0,0
O'Rien Vance,57881,LB,IOWA STATE,12,0,0,193,59.5,,,,,,52.2,,,65.0,0,0,0,40,0,1,3,0,0
Diamonte Tucker-Dorsey,57885,LB,TEXAS,6,1,0,311,60.0,,,,,,69.0,,,74.6,0,0,0,1,30,20,0,8,1
Isaac Ukwu,57888,ED,JAMES MAD,10,0,0,197,58.9,,,,,,60.8,,,69.1,0,0,0,29,0,0,38,8,0
Kesean Gamble,57903,ED,KENT STATE,11,0,0,201,58.5,,64.0,,,,61.5,,,29.9,0,1,15,34,1,33,0,30,0
William Nalty,57904,LB,KENTUCKY,8,0,0,202,,,,,,,58.8,,,76.1,0,0,0,0,0,36,0,19,0
Jordan Wright,57907,ED,KENTUCKY,12,0,0,202,59.2,,,,,,62.2,,,71.2,0,0,0,37,0,0,0,18,0
Tristan Allen,57930,DI,LA TECH,2,0,0,208,,,60.0,,,,60.8,,,65.1,0,0,5,0,0,7,3,0,0
Tralon Thomas,57933,LB,LA MONROE,11,0,0,209,60.0,,,,,,65.7,,,30.0,0,1,0,2,47,33,53,0,7
Isaac Martin,57938,TE,LOUISVILLE,11,0,0,210,60.0,,60.0,,,,63.5,,,70.7,0,0,3,1,0,47,0,0,0
Tyler Taylor,57943,LB,UAB,11,0,0,321,59.8,,,,,,61.7,,,65.9,0,0,0,40,0,1,0,14,0
Ayinde Eley,57955,LB,GA TECH,12,0,0,176,59.7,,,61.8,,,66.0,,,89.3,0,0,0,62,2,2,37,12,1
Waynmon Steed Jr.,57964,LB,MIAMI FL,4,0,0,220,59.6,,,,,,60.8,,,65.4,0,0,0,9,1,2,0,2,0
Bradley Jennings Jr.,57965,LB,INDIANA,10,0,0,190,59.9,,,,,,68.5,,,73.6,0,0,0,34,30,27,0,4,0
Momo Sanogo,57986,LB,LOUISVILLE,13,0,0,210,58.9,,,,,,68.7,,,81.6,0,0,0,45,0,1,54,11,1
Joe Britton,57991,LB,ARK STATE,10,0,0,113,59.9,,,,,,68.5,,,74.3,0,0,0,5,0,51,0,30,0
Jairan Parker,57992,S,COAST CAR,13,1,0,141,60.3,,,,,,60.6,,,53.0,0,1,0,32,51,42,40,4,1
Guy Thomas,58021,ED,COLORADO,10,0,0,143,59.1,,,,,,60.2,,,67.3,0,0,0,42,5,0,0,0,0
Willie Hampton,58024,LB,BUFFALO,10,0,0,126,,,,,,,78.7,,,78.9,0,0,0,0,64,21,24,19,4
Malik Robinson,58044,LB,HOUSTON,2,0,0,182,60.0,,,,,,62.8,,,72.5,0,0,0,12,9,0,0,1,0
Isaiah Moore,58049,LB,NC STATE,12,0,0,248,59.9,,,,,,62.2,,,66.8,0,0,0,39,0,0,0,8,0
Michael Kennedy,58072,ED,N ILLINOIS,12,1,0,254,59.2,,,,,,61.1,,,74.4,1,0,0,13,68,0,0,0,3
Chris Kolarevic,58077,LB,NEBRASKA,12,1,0,238,59.9,,,59.4,,,75.2,,,83.7,2,0,0,6,53,70,54,42,4
Isaac Slade-Matautia,58108,LB,SMU,13,0,1,287,84.1,,,,,,80.2,,,29.9,0,1,0,48,22,2,36,7,0
Cam Bright,58115,LB,WASHINGTON,13,1,0,340,60.1,,,,,,66.7,,,75.3,0,0,0,11,35,5,0,35,1
CJ Onyechi,58123,ED,COLO STATE,12,0,0,144,58.6,,,,,,58.5,,,76.0,1,0,0,48,37,0,62,14,0
Caden McDonald,58128,ED,S DIEGO ST,13,0,0,284,59.8,,,,,,61.7,,,69.5,0,0,0,43,0,3,0,9,0
Seyddrick Lakalaka,58130,LB,S DIEGO ST,12,0,0,284,59.2,,,,,,58.8,,,68.1,0,0,0,27,0,11,1,4,0
Sherrod Greene,58141,LB,S CAROLINA,12,0,0,289,59.8,,,,,,61.9,,,68.8,0,0,0,50,4,5,0,7,0
Santrell Latham,58158,LB,SO MISS,12,0,0,296,60.3,,,,,,62.4,,,69.3,0,0,0,38,0,0,0,5,0
Ray Ladner,58159,TE,SO MISS,12,0,0,296,,,74.2,59.9,,,62.2,,,69.2,0,0,51,0,0,44,0,0,0
London Harris,58192,LB,TEXAS ST,12,0,0,314,60.0,,,,,,58.9,,,74.5,0,0,0,50,1,0,38,9,0
Carlton Martial,58199,LB,TROY,12,0,0,318,59.6,,,,,,63.9,,,66.9,0,0,0,31,1,0,0,23,0
Monty Montgomery,58203,LB,LOUISVILLE,12,0,0,210,59.8,,,,,,62.2,,,68.0,0,0,0,28,0,0,0,8,0
Kristopher Moll,58205,LB,WASHINGTON,13,1,0,340,60.0,,,,,,54.4,,,37.6,1,1,0,7,78,3,0,11,5
Rahyme Johnson,58225,LB,S JOSE ST,12,0,1,285,60.0,,,,,,63.2,,,51.7,0,2,0,1,59,55,51,48,4
Hunter Echols,58237,ED,ARIZONA,12,0,0,109,58.7,,73.9,,,,61.9,,,68.2,0,0,51,52,0,0,0,5,0
Dimitri Moore,58261,ED,TEXAS TECH,7,0,0,315,58.8,,,,,,61.1,,,70.2,0,0,0,9,8,3,0,1,0
Michael Owusu,58262,ED,VANDERBILT,7,0,0,333,58.8,,,,,,59.0,,,66.6,0,0,0,24,0,0,0,3,0
Jaylen Griffin,58270,ED,VA TECH,10,0,0,337,59.3,,,,,,60.0,,,67.1,0,0,0,25,0,0,0,1,0
Juwuan Jones,58290,ED,W KENTUCKY,14,0,0,346,58.1,,,,,,61.2,,,70.7,0,0,0,42,0,0,44,20,0
Corvin Moment,58294,LB,W MICHIGAN,12,0,0,347,59.8,,,,,,68.8,,,72.1,0,0,0,55,11,27,28,4,2
Izayah Green-May,58302,ED,N ILLINOIS,12,0,1,254,58.8,,,,,,51.0,,,28.6,0,1,0,60,0,0,0,0,0
Gunner Daniel,58332,LS,BOSTON COL,12,0,0,121,,,83.9,,,89.2,83.4,,,67.8,1,0,42,0,0,0,73,0,2
Chris Howard,58344,K,MEMPHIS,13,0,0,218,,81.6,,,62.0,,61.7,,,68.1,0,0,76,0,2,0,0,0,0
Kyle Davis,58353,LS,JAMES MAD,11,2,0,197,,,66.8,,,31.0,58.0,,,66.8,0,0,69,0,0,0,51,0,1
Zach Appio,58363,LS,MARSHALL,12,0,0,214,,,86.8,,,62.6,60.3,,,29.9,0,1,54,0,0,0,76,0,0
Connor Choate,58365,LS,TEXAS A&M,12,0,0,312,,,86.1,,,76.5,67.8,,,67.7,0,0,51,0,0,0,63,0,0
Kasey Kelleher,58389,LS,OKLAHOMA,13,0,0,261,,,89.8,,,80.0,74.8,,,67.4,1,0,71,0,0,0,63,0,0
Matt Hembrough,58390,LS,OKLA STATE,13,0,0,262,,,61.7,,,62.0,66.1,,,68.1,1,0,64,0,0,0,84,0,2
Chris Stoll,58391,LS,PENN STATE,13,0,0,266,,,89.5,,,86.6,77.1,,,67.2,0,0,72,0,0,0,56,0,0
Kendall Randolph,58466,G,ALABAMA,13,0,0,103,,,79.2,,,,65.7,,,64.4,0,0,90,0,0,0,0,0,0
Dalton Wagner,58493,T,ARKANSAS,4,0,0,111,,,67.2,,,,63.1,,,65.3,0,0,22,0,0,0,0,0,0
Andre Harris Jr.,58501,T,DUKE,13,0,0,154,59.4,,77.6,,,,65.0,,,64.6,0,0,76,2,0,0,0,0,0
Eleasah Anderson,58526,G,W MICHIGAN,4,0,0,347,,,65.5,,,,62.9,,,69.5,0,0,13,0,0,0,0,0,0
John Ojukwu,58530,T,BOISE ST,2,0,0,120,,,62.7,,,,62.3,,,62.6,0,0,14,0,0,0,0,0,0
Daviyon McDaniel,59651,T,UNLV,10,0,0,325,,,71.8,,,,64.1,,,66.2,0,0,39,0,0,0,0,0,0
D'Mitri Emmanuel,59657,G,FLORIDA ST,13,0,0,167,,,77.3,,,,65.4,,,66.9,0,0,77,0,0,0,0,0,0
Kadeem Telfort,59680,T,UAB,9,0,0,321,,,73.1,,,,57.5,,,28.0,0,1,42,0,0,0,0,0,0
Caleb Kelly,59709,T,GA SOUTHRN,1,0,0,174,,,60.0,,,,60.0,,,61.6,0,0,1,0,0,0,0,0,0
Alex Palczewski,59738,T,ILLINOIS,13,0,0,187,,,76.2,,,,65.9,,,73.6,0,0,61,0,0,0,0,0,0
Earl Bostick Jr.,59771,T,KANSAS,13,0,0,198,,,76.6,,,,64.8,,,76.9,0,0,69,0,0,0,3,0,0
Sam Allan,59782,C,KENT STATE,5,0,0,201,,,68.0,,,,63.2,,,65.4,0,0,25,0,0,0,0,0,0
Carlos Rubio,59799,T,LA LAFAYET,3,0,0,207,,,64.8,,,,62.6,,,65.0,0,0,15,0,0,0,0,0,0
