player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Sydney Brown,83241,S,ILLINOIS,12,0,1,187,59.5,,,,,,65.1,,,39.5,1,1,0,36,0,0,51,6,2
Noah Pierre,83244,CB,INDIANA,12,0,1,190,59.8,,,,,,52.6,,,29.3,1,2,0,66,48,1,78,34,5
Jaylin Williams,83246,CB,INDIANA,10,0,1,190,81.7,,,59.4,,,75.4,,,30.1,1,2,0,49,8,2,21,24,2
Devon Matthews,83248,S,INDIANA,12,1,0,190,59.8,,,,,,61.1,,,72.9,1,0,0,58,0,0,52,1,1
Dallas Craddieth,83254,S,IOWA,5,1,0,192,,,,,,,69.4,,,73.4,0,0,0,0,18,6,0,9,1
Terry Roberts,83255,CB,IOWA,5,0,0,192,,,,,,,58.5,,,74.3,1,0,0,0,0,0,33,9,1
JuJu Brents,83256,CB,KANSAS ST,12,0,1,199,59.6,,,,,,56.9,,,29.1,0,1,0,41,0,0,11,5,1
Kaevon Merriweather,83257,S,IOWA,12,0,0,192,59.9,,,,,,62.0,,,67.1,0,0,0,36,0,1,2,13,0
Riley Moss,83259,CB,IOWA,13,0,0,192,59.5,,,68.4,,,71.1,,,84.1,0,0,0,36,0,8,0,86,0
Alexander Shaw,83262,CB,MISS STATE,4,0,0,227,60.0,,,,,,66.4,,,69.1,0,0,0,1,6,0,1,5,1
Jamari Brown,83269,CB,PURDUE,14,0,2,273,59.6,,,,,,56.7,,,28.8,0,2,0,41,0,0,0,68,0
Patrick Mensah,83272,CB,LA LAFAYET,12,1,0,207,,,,,,,73.9,,,66.6,2,1,0,0,67,52,50,58,6
AJ Washington,83273,CB,LA LAFAYET,2,0,0,207,59.6,,,,,,59.9,,,62.7,0,0,0,1,1,0,0,0,0
Eric Garror,83274,CB,LA LAFAYET,13,0,0,207,59.5,,,59.0,,,50.1,92.2,,29.0,0,1,0,25,0,8,0,68,0
Kam Pedescleaux,83278,S,LA LAFAYET,13,0,0,207,59.7,,,,,,64.7,,,41.6,4,1,0,36,29,2,40,8,6
Markeis Colvin,83285,S,TROY,14,0,0,318,60.1,,,,,,70.9,,,84.3,0,0,0,6,57,53,0,35,2
Steven Gilmore,83286,CB,MARSHALL,13,0,0,214,60.1,,,,,,64.4,68.5,,76.2,0,0,0,34,1,0,0,55,0
Myles Sims,83292,CB,GA TECH,12,1,0,176,59.4,,,,,,52.9,,,74.8,3,0,0,51,41,0,8,12,0
Gemon Green,83293,CB,MICHIGAN,11,0,0,222,59.7,,,,,,63.3,,,72.7,0,0,0,20,0,0,0,19,0
German Green,83294,CB,MICHIGAN,13,0,0,222,59.8,,,,,,55.5,,,75.5,1,0,0,3,98,1,1,0,1
Sammy Faustin,83295,CB,UMASS,11,1,0,216,59.9,,,,,,60.1,,,86.4,5,0,0,1,6,63,73,42,2
Terell Smith,83302,CB,MINNESOTA,13,0,0,225,59.6,,,,,,63.2,,,74.3,0,0,0,24,6,0,0,18,0
Jordan Howden,83305,S,MINNESOTA,13,0,0,225,59.6,,,,,,65.2,,,71.3,0,0,0,33,70,1,0,1,1
Josh Aune,83307,LB,MINNESOTA,13,0,1,225,60.0,,,,,,67.7,,,40.3,0,1,0,36,0,49,7,48,0
Keidron Smith,83310,CB,KENTUCKY,13,0,0,202,59.4,,,,,,56.0,,,79.0,0,1,0,40,5,1,0,43,0
Jakorey Hawkins,83311,CB,WYOMING,11,0,0,351,59.7,,,,,,61.5,,,71.5,0,0,0,45,0,0,0,0,0
Jarvis Ware,83314,S,UCF,12,0,0,323,59.5,,,,,,69.5,,,77.2,0,0,0,18,44,24,1,31,1
Chris Mills,83315,CB,TEXAS ST,9,0,0,314,59.3,,,,,,61.6,,,74.8,0,0,0,36,0,0,0,9,0
Braxton Clark,83319,CB,NEBRASKA,6,0,0,238,59.7,,,,,,61.5,,,69.3,0,0,0,9,0,0,0,8,0
Jordan Lee,83328,S,WASH STATE,8,0,0,341,59.9,,,,,,61.0,,,63.7,0,0,0,19,5,0,0,2,0
Jaden Dedman,83329,CB,NEVADA,12,0,0,239,59.2,,,,,,63.1,,,77.5,0,1,0,60,48,1,0,12,0
Emany Johnson,83331,S,NEVADA,8,0,0,239,59.9,,,,,,63.3,,,71.4,0,0,0,14,0,10,0,8,0
Keelan Crosby,83337,S,N TEXAS,12,0,0,251,59.9,,,,,,54.1,,,74.0,1,0,0,31,47,0,0,0,0
AJ Hampton,83339,CB,NWESTERN,7,0,0,256,59.6,,,,,,49.7,,,28.5,0,1,0,30,1,0,0,8,0
Houston Griffith,83342,S,NOTRE DAME,13,1,0,258,60.0,,,,,,66.9,,,80.4,0,0,0,7,78,0,49,56,3
Derrik Allen,83343,S,GA TECH,11,0,0,176,60.0,,,,,,72.9,,,73.8,0,0,0,10,20,0,42,10,3
TaRiq Bracy,83344,CB,NOTRE DAME,10,1,0,258,60.0,,,,,,71.0,,,70.8,0,0,0,5,58,0,6,7,3
DJ Brown,83345,S,NOTRE DAME,13,0,0,258,59.8,,,,,,62.1,,,80.3,0,0,0,38,69,0,0,46,0
Noah Boykin,83347,CB,UMASS,10,0,0,216,59.8,,,,,,55.9,,,78.6,1,0,0,5,34,0,4,41,2
Kitan Oladapo,83349,S,OREGON ST,13,0,0,265,59.8,,,,,,47.2,,,27.6,0,1,0,51,0,0,0,4,0
Cory Trice Jr.,83353,CB,PURDUE,11,0,0,273,59.7,,,,,,62.5,,,73.9,0,0,0,35,1,0,0,16,0
Kessawn Abraham,83359,CB,RUTGERS,4,0,0,278,59.7,,,,,,46.5,,,29.0,0,1,0,6,10,0,0,11,1
Christian Izien,83360,S,RUTGERS,12,0,0,278,60.1,,,,,,77.4,,,36.0,0,2,0,56,1,1,60,36,2
Jarrett Paul,83363,CB,KANSAS,4,0,0,198,60.0,,,,,,63.3,,,66.7,0,0,0,1,0,0,0,12,0
Avery Young,83364,S,RUTGERS,12,0,0,278,59.9,,,,,,63.2,60.0,,70.2,0,1,0,60,1,1,1,25,0
Andrew Jenkins,83365,CB,S JOSE ST,12,4,0,285,,,,,,,82.3,,,79.2,1,0,0,0,67,13,24,54,7
Kiwon Harris,83374,S,W KENTUCKY,5,0,0,346,,,,,,,68.7,,,68.5,0,0,0,0,22,3,0,1,1
R.J. Roderick,83376,S,S CAROLINA,2,0,0,289,60.0,,,,,,61.1,,,65.1,0,0,0,2,0,0,0,4,0
Malik Shorts,83383,S,SO MISS,13,0,0,296,59.7,,,,,,65.4,,,72.7,0,0,0,49,2,3,67,6,2
Nicario Harper,83390,LB,LOUISVILLE,5,1,0,210,60.0,,,,,,72.5,,,73.8,0,0,0,4,25,0,15,0,1
Trevon Flowers,83393,S,TENNESSEE,11,0,0,307,59.8,,,,,,60.3,47.1,,65.2,0,0,0,43,0,4,0,14,0
Alex Zettler,83400,S,TEXAS A&M,3,0,0,312,,,,,,,59.8,,,69.7,0,0,0,0,9,2,0,0,0
Jarron Morris,83402,CB,TEXAS ST,3,0,0,314,,,,,,,60.6,,,66.3,0,0,0,0,0,0,1,2,0
Trejon Hugue,83409,CB,UTEP,6,1,0,330,,,,,,,73.3,,,72.3,0,0,0,0,27,0,0,2,1
Xavier Lanier,83411,CB,UAB,11,1,0,321,60.0,,,,,,59.9,,,79.4,0,0,0,1,62,7,32,0,1
Jaylen Key,83413,S,UAB,12,0,0,321,60.1,,,,,,55.0,,,70.1,1,0,0,25,21,0,0,5,0
Rayshad Williams,83416,CB,TEXAS TECH,12,0,0,315,60.4,,,59.4,,,69.7,,,79.8,0,0,0,64,9,9,5,53,1
Stephan Blaylock,83417,S,UCLA,13,0,0,324,60.0,,,,,,64.2,,,67.1,0,0,0,52,6,1,0,18,0
Alex Johnson,83418,CB,UCLA,13,1,0,324,60.0,,,,,,66.2,,,81.7,2,0,0,1,91,43,18,32,2
Kenny Churchwell III,83419,S,UCLA,13,1,0,324,59.9,,,,,,73.5,,,76.4,0,0,0,48,71,12,25,20,4
Elisha Guidry,83421,CB,S JOSE ST,6,0,0,285,59.8,,,,,,61.7,,,69.7,0,0,0,2,3,7,0,9,0
R.J. Hubert,83431,S,UTAH,14,0,0,328,59.6,,,,,,62.6,,,68.5,0,0,0,39,0,2,0,15,0
Malone Mataele,83433,CB,UTAH,4,0,0,328,,,,,,,63.0,,,71.1,0,0,0,0,9,0,5,7,0
Tyson Wilson,83438,S,UTEP,12,2,0,330,59.8,,,,,,75.4,,,81.5,0,0,0,7,64,1,47,30,3
Justin Prince,83441,S,UTEP,2,0,0,330,59.8,,,,,,59.9,,,61.9,0,0,0,5,0,0,0,0,0
Brendon Harris,83446,S,WAKE,12,0,0,339,60.1,,,,,,56.2,,,79.3,1,0,0,13,66,3,3,34,2
Maxwell Worship,83447,S,VANDERBILT,12,1,0,333,59.7,,,,,,54.2,,,74.9,2,0,0,65,18,21,38,10,0
BJ Anderson,83448,CB,VANDERBILT,11,0,0,333,59.8,,,,,,31.5,,,73.6,2,0,0,48,0,0,5,8,0
Dashaun Jerkins,83450,S,OLE MISS,5,0,0,226,60.0,,,,,,62.3,,,66.6,0,0,0,1,20,1,1,2,0
Dominique Hampton,83452,CB,WASHINGTON,12,0,0,340,59.4,,,,,,65.2,60.3,,76.0,0,0,0,23,23,0,19,35,0
Julius Irvin,83454,CB,WASHINGTON,5,0,0,340,59.7,,,,,,54.5,,,74.3,0,0,0,8,31,0,0,14,0
Beanie Bishop Jr.,83459,CB,MINNESOTA,13,1,1,225,59.7,,,,,,46.1,,,81.1,1,2,0,6,72,0,39,59,0
A.J. Brathwaite Jr.,83460,S,W KENTUCKY,5,0,0,346,59.8,,,,,,61.5,,,64.1,0,0,0,4,1,0,0,3,0
Bryson Washington,83468,LB,W KENTUCKY,14,0,0,346,,,,,,,58.9,,,78.9,1,0,0,0,47,25,8,47,2
Demitri Washington,83476,ED,BOISE ST,8,0,0,120,58.8,,,,,,60.4,,,67.9,0,0,0,22,0,0,1,8,0
Rolan Wooden II,83484,DI,COAST CAR,9,0,0,141,84.6,,,,,,83.5,,,66.1,0,0,0,18,0,0,37,0,0
Jaylen Joyner,83489,ED,FAU,6,0,0,165,59.1,,,,,,60.2,,,65.9,0,0,0,11,0,0,0,3,0
Tre Jackson,83491,ED,FAU,3,0,0,165,59.6,,,,,,60.2,,,63.8,0,0,0,3,0,0,0,1,0
Tre Moore,83492,ED,GA STATE,9,0,0,175,59.3,,,,,,42.8,,,26.8,0,1,0,15,0,0,0,3,0
Brandon Nettles,83499,ED,LA MONROE,1,0,0,209,,,,,,,60.0,,,64.3,0,0,0,0,0,0,0,1,0
Myles Cole,83500,DI,TEXAS TECH,12,0,0,315,68.7,,,,,,75.0,,,71.1,0,0,0,54,0,0,0,3,0
Travez Moore,83501,ED,ARIZONA ST,11,0,0,110,58.8,,,,,,48.6,,,27.9,0,1,0,33,0,7,0,2,0
Fabien Lovett,83506,DI,FLORIDA ST,2,0,0,167,,,,,,,60.0,,,65.6,0,0,0,0,0,0,0,1,0
Jaden Crumedy,83508,DI,MISS STATE,5,0,0,227,58.6,,,,,,58.9,,,70.2,0,0,0,21,0,0,0,0,0
Javontae Jean-Baptiste,83514,ED,OHIO STATE,11,0,0,260,58.8,,,,,,60.3,,,67.4,0,0,0,15,0,0,0,7,0
Jalen Mayden,83520,QB,S DIEGO ST,5,0,0,284,60.0,,,,,,73.6,,,76.4,1,0,0,3,18,22,26,7,2
TJ McMahon,83521,QB,RICE,9,0,0,275,,,65.6,,,,61.9,,,61.1,0,0,41,0,0,0,0,0,0
Vontravious Hall,83526,WR,NEW MEXICO,7,0,0,241,,,,,,,69.4,,,74.3,0,0,0,0,0,0,0,23,0
Jason Bean,83529,QB,KANSAS,1,0,0,198,,,,,,,60.0,,60.0,63.3,0,0,0,0,0,0,1,0,0
Isaiah Spencer,83536,TE,DOMINION,11,2,0,263,,,69.5,59.2,,,63.8,,,47.7,2,1,28,0,28,34,44,19,3
Tyler Shough,83537,QB,TEXAS TECH,1,0,0,315,,,,,,,60.0,,,63.3,0,0,0,0,0,0,0,0,0
Jack Colletto,83540,FB,OREGON ST,12,0,0,265,59.9,,,59.6,,,84.0,,,84.8,1,0,0,5,62,52,33,44,5
Dakereon Joyner,83554,WR,S CAROLINA,12,0,0,289,,,,59.9,,,48.8,,,28.7,2,2,0,0,59,66,48,16,1
Calvin Brownholtz,83584,QB,UTEP,1,0,0,330,,,,,,,60.0,,,63.7,0,0,0,0,0,1,0,0,0
Colson Yankoff,83589,HB,UCLA,7,2,0,324,,,,,,,71.7,,,75.9,0,0,0,0,42,40,1,11,1
Nazar Bombata,83610,HB,ARIZONA,12,1,0,109,,,,,,,58.8,,,79.5,4,0,0,0,71,20,35,30,3
Marcel Murray,83618,HB,ARK STATE,3,0,0,113,,,,,,,65.7,,,68.3,0,0,0,0,0,0,0,12,0
Reed Tyler,83619,TE,ARK STATE,10,0,0,113,,,,59.6,,,87.8,,,70.5,0,0,0,0,0,62,0,0,0
Asa Martin,83633,HB,MEMPHIS,9,0,0,218,,,,63.5,,,62.3,,,73.6,1,0,0,0,36,20,0,19,0
Shaun Shivers,83634,HB,INDIANA,5,0,0,190,,,,,,,65.5,,,70.5,0,0,0,0,11,0,5,0,0
Harold Joiner III,83635,HB,MICH STATE,12,1,0,223,,,72.7,,,,68.4,,,79.0,0,0,42,0,19,38,46,31,2
Deion Smith,83655,HB,COLORADO,5,0,0,143,59.9,,,59.9,,,63.0,,,72.1,0,0,0,2,0,15,0,10,0
Jarek Broussard,83656,HB,MICH STATE,7,0,0,223,,,,56.9,,,59.1,,,64.8,0,0,0,0,0,27,2,0,0
Iverson Clement,83658,CB,TEMPLE,5,1,0,306,,,,,,,73.3,,,70.3,0,0,0,0,24,0,4,1,1
Shaun Peterson Jr.,83662,ED,FIU,9,0,0,166,60.0,,,,,,49.6,,,28.0,0,1,0,35,0,0,0,8,0
Tucker Gregg,83669,HB,GA STATE,3,0,0,175,,,,,,,60.3,,,64.3,0,0,0,0,1,1,0,0,0
Jakari Norwood,83678,HB,TEMPLE,1,0,0,306,,,,59.9,,,60.0,,,61.2,0,0,0,0,0,1,0,0,0
Ronnie Walker Jr.,83681,HB,VIRGINIA,1,0,0,335,,,,,,,69.2,,,65.9,0,0,0,0,0,0,6,0,0
Chris Rodriguez Jr.,83689,HB,KENTUCKY,2,0,0,202,,,,,,,60.2,,,64.1,0,0,0,0,1,1,0,0,0
Kavosiey Smoke,83691,HB,KENTUCKY,12,0,0,202,,,,59.2,,,61.9,,,72.2,0,0,0,0,6,41,0,3,0
Chris Smith,83693,HB,LA LAFAYET,11,0,0,207,,,,68.3,,,61.0,,,65.1,0,0,0,0,3,39,0,0,0
Isaiah Phillips,83695,HB,LA MONROE,11,0,0,209,,,,59.4,,,49.7,,,47.0,0,1,0,0,37,47,0,26,2
Chris Curry,83696,HB,UTAH,1,0,0,328,,,,,,,60.0,,,63.7,0,0,0,0,0,2,0,0,0
Christian Turner,83703,HB,WAKE,1,0,0,339,,,,,,,57.9,,,66.3,0,0,0,0,0,2,0,0,0
Elijah Collins,83705,HB,MICH STATE,12,0,0,223,,,,,,,53.4,,,28.9,0,2,0,0,13,59,48,33,2
Preston Jelen,83709,HB,MINNESOTA,12,0,0,225,,,,,,,59.4,,,80.1,0,0,0,0,55,41,21,41,1
Tylan Knight,83710,CB,SO MISS,13,1,1,296,59.9,,,,,,56.7,,,33.3,1,1,0,31,65,0,36,27,1
Simi Bakare,83715,HB,FRESNO ST,3,0,0,169,,,,,,,29.7,,,71.0,1,0,0,0,14,0,0,5,0
Brody Belt,83717,WR,NEBRASKA,1,0,0,238,,,,57.7,,,60.0,60.0,,62.6,0,0,0,0,0,5,0,1,0
Devonte Lee,83721,HB,NEVADA,8,0,0,239,,,,67.3,,,67.9,,,72.3,0,0,0,0,2,38,0,0,0
Toa Taua,83722,HB,NEVADA,1,0,0,239,,,,,,,37.6,,,22.4,0,2,0,0,2,0,0,0,0
Daniel Grzesiak,83724,ED,UTAH ST,13,0,0,329,58.4,,,,,,58.3,,,76.0,1,0,0,69,13,4,68,15,0
C'Bo Flemister,83730,HB,PITTSBURGH,12,0,0,268,,,,56.5,,,65.0,,,79.5,0,0,0,0,71,21,0,50,0
Travis Dye,83738,HB,USC,4,0,0,326,,,,,,,60.6,,,67.4,0,0,0,0,0,5,0,0,0
Jordan Byrd,83748,HB,S DIEGO ST,13,0,0,284,,,,77.3,,,70.3,82.8,,75.4,3,0,0,1,0,54,59,73,4
Deshaun Fenwick,83759,HB,OREGON ST,1,0,0,265,,,,,,,60.0,,,65.6,0,0,0,0,0,4,0,0,0
Jay Symonds,83763,FB,STANFORD,2,0,0,300,,,61.4,,,,68.7,,,66.0,0,0,9,0,0,11,3,0,0
Jeremy Banks,83769,LB,TENNESSEE,10,0,0,307,59.7,,,,,,60.9,,,66.8,0,0,0,22,0,0,0,7,0
Deneric Prince,83774,HB,TULSA,2,0,0,320,,,,,,,63.5,,,71.3,0,0,0,0,1,15,0,0,0
Kazmeir Allen,83782,WR,UCLA,10,0,0,324,,,,62.0,,,67.4,,,64.4,0,0,0,0,0,51,0,0,0
Chad Magyar,83785,HB,UNLV,3,0,0,325,,,,,,,72.9,,,74.3,0,0,0,0,20,14,12,11,0
Markese Stepp,83786,HB,W KENTUCKY,2,0,0,346,,,,,,,85.1,,,69.1,0,0,0,0,6,8,0,0,1
Reynaldo Flores,83794,WR,UTEP,12,0,0,330,,,,58.6,,,57.5,60.0,,71.2,0,0,0,0,0,63,0,1,0
Brenden Brady,83795,HB,UTSA,5,0,0,331,,,,,,,59.6,,60.0,64.7,0,0,0,0,0,5,1,0,0
Richard Newton,83799,HB,WASHINGTON,4,0,0,340,,,,,,,61.4,,,72.0,0,0,0,0,27,0,0,2,2
Isaac Guerendo,83806,HB,WISCONSIN,12,0,0,349,,,,63.2,,,60.4,,,64.2,0,0,0,0,0,48,0,1,0
Nakia Watson,83807,HB,WASH STATE,4,0,0,341,,,,,,,68.8,,,68.1,0,0,0,0,0,17,0,0,0
Dimitri Stanley,83810,WR,IOWA STATE,2,0,0,193,,,,,,,60.0,60.3,,62.2,0,0,0,0,0,1,0,1,0
Amari Burney,83811,LB,FLORIDA,12,0,0,163,59.4,,,,,,60.2,,,64.4,0,0,0,49,0,0,0,5,0
Fa'Najae Gotay,83821,LB,MARYLAND,12,0,0,215,59.9,,,,,,69.9,,,70.6,0,0,0,22,0,1,0,9,0
Michael Barrett,83822,LB,MICHIGAN,14,0,0,222,59.6,,,,,,55.0,,,67.9,0,0,0,34,6,1,39,0,0
Bryan Addison,83825,S,OREGON,10,0,0,264,59.9,,,,,,63.5,,,67.9,0,0,0,21,5,1,3,14,0
Austin Ajiake,83826,LB,UNLV,12,0,0,325,60.2,,,,,,56.4,,,73.2,2,0,0,58,5,1,59,9,1
Christian Young,83827,S,ARIZONA,12,0,0,109,59.6,,,,,,61.6,,,71.8,0,0,0,72,62,0,0,2,0
Armani-Eli Adams,83838,S,FAU,12,0,0,165,59.9,,,,,,48.7,,,28.3,0,1,0,48,31,0,0,1,0
Jacorey Crawford,83840,S,GA STATE,12,1,0,175,60.0,,,,,,61.5,,,75.9,1,0,0,41,13,8,23,32,0
Jabari Johnson,83846,CB,LA MONROE,11,0,0,209,59.6,,,,,,61.3,,,71.7,0,0,0,53,0,15,11,19,0
Kevin Jones,83847,CB,LA MONROE,3,0,0,209,60.0,,,,,,56.6,,,71.2,0,0,0,2,10,0,0,7,0
Michael Dowell,83855,S,MIAMI OH,13,0,0,221,59.9,,,,,,68.7,,,81.9,1,0,0,53,45,0,75,12,3
Shawn Preston Jr.,83858,S,MISS STATE,12,0,0,227,60.1,,,,,,57.2,,,75.2,0,0,0,6,38,0,0,4,3
Josh Proctor,83864,S,OHIO STATE,11,2,0,260,60.0,,,,,,76.5,,,77.6,1,0,0,10,52,0,29,13,2
Damion Charity,83867,CB,DOMINION,10,0,0,263,,,,,,,42.8,,,74.1,0,1,0,0,0,5,0,32,0
Steve Stephens IV,83874,S,OREGON,13,1,0,264,59.7,,,,,,65.7,60.3,,70.5,0,0,0,58,90,4,0,4,2
Isaiah Humphries,83877,S,LA MONROE,1,0,0,209,60.0,,,,,,60.0,,,61.1,0,0,0,1,0,0,0,0,0
Cody Romano,83878,CB,PENN STATE,5,0,0,266,60.1,,,,,,61.2,,,65.7,0,0,0,2,2,0,1,1,0
Tre Jenkins,83886,S,S JOSE ST,12,1,1,285,59.6,,,,,,56.0,,,29.2,1,1,0,34,35,12,30,0,3
TJ Harris,83901,S,TROY,14,2,0,318,59.9,,,,,,61.5,,,73.8,1,0,0,37,9,0,57,25,0
Kelechi Nwachuku,83908,S,UTSA,13,0,0,331,59.7,,,,,,68.3,,,30.0,0,1,0,27,45,15,31,26,3
Tyrese Ross,83910,S,S CAROLINA,2,0,0,289,60.0,,,,,,68.0,,,66.4,0,0,0,4,10,0,0,0,1
Reggie Pearson Jr.,83915,S,TEXAS TECH,12,1,0,315,59.6,,,,,,57.0,,,30.0,0,1,0,60,30,0,27,35,0
John Torchio,83916,S,WISCONSIN,13,0,0,349,59.6,,,,,,59.9,,,78.8,0,0,0,39,4,4,65,12,1
Miller Gibbs,83927,TE,APP STATE,12,0,0,108,,,75.5,,,,64.9,,,65.1,0,0,60,0,0,0,0,0,0
Henry Pearson,83930,TE,APP STATE,12,0,0,108,,,75.0,,,,75.2,,,68.0,0,0,59,0,0,1,44,13,2
Tyneil Hopper,83944,TE,BOISE ST,10,0,0,120,,,74.6,,,,63.6,,,68.0,0,0,54,0,0,18,6,0,0
Pat McSweeney,83953,TE,COAST CAR,11,0,0,141,,,73.7,,,,55.7,,,67.2,0,0,48,0,0,42,0,0,0
Jerrod Clark,83954,DI,COAST CAR,13,0,0,141,72.6,,,,,,80.4,,,67.4,0,0,0,45,0,0,0,2,0
Dante Zanders,83963,TE,FLORIDA,13,0,0,163,,,76.7,,,,60.1,,,76.5,0,1,62,0,0,6,36,0,0
Ivan Thomas,83966,TE,LA TECH,1,0,0,208,,,,,,,60.0,,,67.5,0,0,0,0,0,0,0,2,0
Jared Torres,83970,T,FRESNO ST,7,0,0,169,,,70.3,,,,61.1,,,65.4,0,0,34,0,0,9,0,0,0
Luke Ford,83973,TE,ILLINOIS,1,0,0,187,,,,,,,62.6,,,63.3,0,0,0,0,2,0,0,0,0
Daniel Barker,83982,TE,MICH STATE,7,0,0,223,,,65.2,,,,63.7,,,65.5,0,0,15,0,0,2,0,5,0
Turon Ivy Jr.,83983,TE,COAST CAR,2,0,0,141,,,,,,,64.8,,,64.9,0,0,0,0,5,0,0,0,0
Matt Bjorson,83984,TE,MIAMI OH,8,0,0,221,,,,,,,63.2,,,71.2,0,0,0,0,0,35,43,0,0
Pearse Migl,83993,TE,LA LAFAYET,13,0,0,207,,,75.8,,,,69.0,,,70.7,0,0,66,0,1,56,53,0,2
Johnny Lumpkin,83994,TE,LA LAFAYET,13,0,0,207,,,77.2,,,,65.6,,,76.3,0,0,66,0,0,14,0,0,0
Ryan Hayes,84003,T,MICHIGAN,6,0,0,222,,,72.6,,,,64.8,,,74.3,0,0,39,0,0,0,0,0,0
Luke Schoonmaker,84005,TE,MICHIGAN,9,0,0,222,,,75.9,,,,63.5,,,64.7,0,0,67,0,0,1,5,0,0
Brevyn Spann-Ford,84006,TE,MINNESOTA,13,0,0,225,,,75.3,59.9,,,64.8,,,62.6,0,0,61,0,1,1,0,0,0
Geor'Quarius Spivey,84010,WR,TCU,15,0,0,305,,,,59.9,,,61.8,,,41.1,0,2,0,0,0,83,0,53,0
Messiah Swinson,84012,TE,ARIZONA ST,5,0,0,110,,,63.1,,,,62.3,,,64.5,0,0,11,0,4,2,0,0,0
George Takacs,84027,TE,BOSTON COL,3,0,0,121,,,64.6,,,,62.4,,,62.0,0,0,14,0,0,0,0,0,0
Donta Anthony Jr.,84030,TE,DOMINION,11,0,0,263,,,72.1,,,,66.1,,,71.6,0,0,39,0,1,1,0,37,0
Payne Durham,84037,TE,PURDUE,13,0,0,273,,,76.1,,,,39.5,,,27.8,0,2,66,0,2,2,52,0,0
Cole Cavallo,84050,TE,SO MISS,7,0,0,296,,,,,,,72.4,,,69.0,0,0,0,0,1,25,0,1,0
Jacob Warren,84057,TE,TENNESSEE,3,0,0,307,,,60.0,,,,60.9,,,67.3,0,0,2,0,0,4,0,0,0
Jackson Lanam,84062,TE,TEXAS ST,8,0,0,314,,,69.8,,,,63.4,,,61.1,0,0,29,0,0,0,0,0,0
AJ Lewis,84063,TE,TROY,10,0,0,318,,,72.8,,,,64.1,,,61.2,0,0,44,0,0,0,0,0,0
Matt Alaimo,84066,TE,RUTGERS,9,0,0,278,,,68.1,,,,60.6,,,67.1,0,0,23,0,0,2,63,0,0
David Priebe,84067,TE,UCLA,13,0,0,324,,,78.6,,,,69.6,,,74.2,0,0,84,0,0,39,0,0,0
Shelton Zeon III,84069,TE,UNLV,8,0,0,325,,,,,,,57.0,,,72.4,0,0,0,0,0,33,24,0,0
Thomas Yassmin,84072,TE,UTAH,13,2,0,328,,,,,,,67.9,,,77.0,0,0,0,0,69,45,0,0,4
Trent Thompson,84074,TE,UTEP,7,0,0,330,,,63.6,,,,61.4,,,66.3,0,0,12,0,1,8,0,0,0
Gavin Sharp,84076,TE,UTSA,4,0,0,331,,,60.0,59.9,,,72.7,,,64.2,0,0,5,0,0,6,0,0,0
Gavin Schoenwald,84077,TE,VANDERBILT,12,0,0,333,,,71.3,,,,53.1,,,65.3,3,0,35,0,0,2,60,0,1
Ben Bresnahan,84078,TE,VANDERBILT,10,0,0,333,,,,,,,66.1,,,68.2,0,0,0,0,0,56,0,0,0
Jack Westover,84079,TE,WASHINGTON,13,0,0,340,,,76.8,59.2,,,64.2,,,71.7,0,0,75,0,0,67,26,0,1
Devin Culp,84080,TE,WASHINGTON,13,0,0,340,,,60.0,59.9,,,77.8,,,82.2,0,0,3,0,0,69,0,31,0
Jack Eschenbach,84082,TE,WISCONSIN,7,0,0,349,,,,,,,76.1,,,66.5,0,0,0,0,3,16,0,0,0
Zack Kuntz,84084,TE,DOMINION,4,0,0,263,59.6,,64.2,,,,68.4,,,68.2,0,0,13,1,0,0,15,0,1
Xavier Williams,84087,WR,UTAH ST,4,0,0,329,,,,,,,69.9,,,71.8,0,0,0,0,0,0,0,13,0
Shedrick Jackson,84136,WR,AUBURN,12,0,0,115,,,,,,,62.6,,,29.6,0,1,0,0,1,4,33,0,2
Matthew Hill,84138,S,USF,10,0,0,327,60.2,,,,,,61.3,,,71.0,0,0,0,32,15,28,2,5,0
Stefan Cobbs,84143,WR,BOISE ST,2,0,0,120,,,,59.4,,,60.7,66.9,,65.3,0,0,0,0,0,3,0,15,0
Billy Bowens,84144,WR,BOISE ST,10,0,0,120,,,,,,,53.6,,,29.6,1,1,0,0,23,19,5,28,0
Connor Riddle,84145,WR,BOISE ST,14,0,0,120,,,67.9,,,,62.5,,,63.5,0,0,75,0,0,4,0,0,0
Nikko Remigio,84150,WR,FRESNO ST,14,0,0,169,,,,71.5,,,63.7,90.8,,68.9,0,0,0,0,0,65,0,65,0
Monroe Young,84153,WR,CAL,12,0,0,130,,,,,,,46.8,,,80.1,4,0,0,0,0,0,61,27,0
Daniel Arias,84165,WR,COLORADO,11,0,0,143,,,,58.2,,,69.5,,,74.9,1,1,0,0,0,4,28,23,4
